,Date,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegionNum
15,2008-12-18,13.5,22.9,16.8,63.0,6.0,20.0,80.0,65.0,1005.8,1002.2,8.0,1.0,18.0,21.5,1,1,2008,12,18,0,3.141592653589793,1.5707963267948966,2.748893571891069,-36.0804766,146.9162795,0
16,2008-12-19,11.2,22.5,10.6,43.0,24.0,17.0,47.0,32.0,1009.4,1009.7,6.0,2.0,15.5,21.0,1,0,2008,12,19,0,5.105088062083414,3.5342917352885173,3.9269908169872414,-36.0804766,146.9162795,0
17,2008-12-20,9.8,25.6,0.0,26.0,17.0,6.0,45.0,26.0,1019.2,1017.1,6.0,5.0,15.8,23.2,0,0,2008,12,20,0,5.105088062083414,5.497787143782138,1.9634954084936207,-36.0804766,146.9162795,0
18,2008-12-21,11.5,29.3,0.0,24.0,9.0,9.0,56.0,28.0,1019.3,1014.8,6.0,5.0,19.1,27.3,0,0,2008,12,21,0,9.42477796076938,5.497787143782138,5.497787143782138,-36.0804766,146.9162795,0
19,2008-12-22,17.1,33.0,0.0,43.0,17.0,22.0,38.0,28.0,1013.6,1008.1,6.0,1.0,24.5,31.6,0,0,2008,12,22,0,0.7853981633974483,0.7853981633974483,1.5707963267948966,-36.0804766,146.9162795,0
20,2008-12-23,20.5,31.8,0.0,41.0,19.0,20.0,54.0,24.0,1007.8,1005.7,6.0,5.0,23.8,30.8,0,0,2008,12,23,0,2.748893571891069,3.141592653589793,3.141592653589793,-36.0804766,146.9162795,0
21,2008-12-24,15.3,30.9,0.0,33.0,6.0,13.0,55.0,23.0,1011.0,1008.2,5.0,5.0,20.9,29.0,0,0,2008,12,24,0,1.5707963267948966,5.890486225480862,2.356194490192345,-36.0804766,146.9162795,0
22,2008-12-25,12.6,32.4,0.0,43.0,4.0,19.0,49.0,17.0,1012.9,1010.1,6.0,5.0,21.5,31.2,0,0,2008,12,25,0,3.141592653589793,0.0,3.141592653589793,-36.0804766,146.9162795,0
23,2008-12-26,16.2,33.9,0.0,35.0,9.0,13.0,45.0,19.0,1010.9,1007.6,6.0,1.0,23.2,33.0,0,0,2008,12,26,0,3.5342917352885173,5.497787143782138,3.5342917352885173,-36.0804766,146.9162795,0
24,2008-12-27,16.9,33.0,0.0,57.0,0.0,26.0,41.0,28.0,1006.8,1003.6,6.0,1.0,26.6,31.2,0,0,2008,12,27,0,3.5342917352885173,3.8267171103655024,3.141592653589793,-36.0804766,146.9162795,0
25,2008-12-28,20.1,32.7,0.0,48.0,13.0,30.0,56.0,15.0,1005.2,1001.7,6.0,5.0,24.6,32.1,0,0,2008,12,28,0,2.748893571891069,1.5707963267948966,2.748893571891069,-36.0804766,146.9162795,0
26,2008-12-29,19.7,27.2,0.0,46.0,19.0,30.0,49.0,22.0,1004.8,1004.2,6.0,5.0,21.6,26.1,0,1,2008,12,29,0,2.748893571891069,2.356194490192345,3.5342917352885173,-36.0804766,146.9162795,0
27,2008-12-30,12.5,24.2,1.2,50.0,11.0,22.0,78.0,70.0,1005.6,1003.4,8.0,8.0,12.5,18.2,1,0,2008,12,30,0,2.748893571891069,3.5342917352885173,3.9269908169872414,-36.0804766,146.9162795,0
28,2008-12-31,12.0,24.4,0.8,39.0,17.0,17.0,48.0,28.0,1006.1,1005.1,1.0,5.0,16.9,22.7,0,0,2008,12,31,0,3.141592653589793,2.748893571891069,2.748893571891069,-36.0804766,146.9162795,0
29,2009-01-01,11.3,26.5,0.0,56.0,19.0,31.0,46.0,26.0,1004.5,1003.2,6.0,5.0,19.7,25.7,0,0,2009,1,1,0,2.748893571891069,3.141592653589793,2.748893571891069,-36.0804766,146.9162795,0
30,2009-01-02,9.6,23.9,0.0,41.0,19.0,11.0,44.0,22.0,1014.4,1013.1,6.0,5.0,14.9,22.1,0,0,2009,1,2,0,3.141592653589793,3.5342917352885173,4.319689898685965,-36.0804766,146.9162795,0
31,2009-01-03,10.5,28.8,0.0,26.0,11.0,7.0,43.0,22.0,1018.7,1014.8,6.0,5.0,17.1,26.5,0,0,2009,1,3,0,5.105088062083414,5.105088062083414,0.0,-36.0804766,146.9162795,0
32,2009-01-04,12.3,34.6,0.0,37.0,6.0,17.0,41.0,12.0,1015.1,1010.3,6.0,5.0,20.7,33.9,0,0,2009,1,4,0,2.748893571891069,5.105088062083414,2.356194490192345,-36.0804766,146.9162795,0
33,2009-01-05,12.9,35.8,0.0,41.0,6.0,26.0,41.0,9.0,1012.6,1009.2,6.0,5.0,22.4,34.4,0,0,2009,1,5,0,2.748893571891069,0.3926990816987241,2.356194490192345,-36.0804766,146.9162795,0
34,2009-01-06,13.7,37.9,0.0,52.0,4.0,26.0,33.0,8.0,1010.9,1006.7,6.0,5.0,23.1,36.8,0,0,2009,1,6,0,3.141592653589793,5.497787143782138,2.748893571891069,-36.0804766,146.9162795,0
35,2009-01-07,16.1,38.9,0.0,57.0,6.0,30.0,34.0,12.0,1007.0,1002.7,6.0,5.0,25.2,38.4,0,0,2009,1,7,0,3.141592653589793,0.0,3.141592653589793,-36.0804766,146.9162795,0
36,2009-01-08,14.0,28.3,0.0,48.0,17.0,24.0,43.0,15.0,1011.9,1010.9,6.0,5.0,17.9,27.6,0,0,2009,1,8,0,3.141592653589793,3.141592653589793,3.5342917352885173,-36.0804766,146.9162795,0
37,2009-01-09,12.5,28.4,0.0,37.0,20.0,9.0,38.0,16.0,1017.8,1013.7,6.0,5.0,17.2,26.6,0,0,2009,1,9,0,0.7853981633974483,5.105088062083414,9.42477796076938,-36.0804766,146.9162795,0
38,2009-01-10,17.0,30.8,0.0,37.0,15.0,11.0,36.0,24.0,1013.4,1008.1,6.0,5.0,20.2,29.3,0,0,2009,1,10,0,0.7853981633974483,1.1780972450961724,0.0,-36.0804766,146.9162795,0
39,2009-01-11,16.9,32.0,0.0,31.0,13.0,17.0,52.0,31.0,1009.9,1006.8,6.0,5.0,22.8,30.0,0,0,2009,1,11,0,9.42477796076938,5.105088062083414,1.5707963267948966,-36.0804766,146.9162795,0
40,2009-01-12,17.3,34.7,0.0,35.0,7.0,15.0,48.0,16.0,1014.1,1012.1,6.0,5.0,24.2,33.2,0,0,2009,1,12,0,3.9269908169872414,5.497787143782138,3.5342917352885173,-36.0804766,146.9162795,0
41,2009-01-13,17.2,37.7,0.0,35.0,7.0,17.0,51.0,19.0,1015.7,1010.9,6.0,5.0,24.3,35.7,0,0,2009,1,13,0,1.9634954084936207,5.497787143782138,2.356194490192345,-36.0804766,146.9162795,0
42,2009-01-14,17.4,43.0,0.0,39.0,7.0,17.0,40.0,8.0,1011.6,1006.9,6.0,5.0,25.6,41.5,0,0,2009,1,14,0,2.356194490192345,5.105088062083414,4.319689898685965,-36.0804766,146.9162795,0
43,2009-01-15,19.8,32.7,0.0,44.0,20.0,28.0,34.0,28.0,1008.4,1009.2,6.0,5.0,27.6,27.1,0,0,2009,1,15,0,2.748893571891069,3.141592653589793,3.141592653589793,-36.0804766,146.9162795,0
44,2009-01-16,14.9,26.7,0.0,56.0,20.0,31.0,46.0,20.0,1014.1,1012.7,6.0,5.0,18.0,25.5,0,0,2009,1,16,0,3.9269908169872414,3.5342917352885173,3.9269908169872414,-36.0804766,146.9162795,0
45,2009-01-17,10.5,28.4,0.0,33.0,19.0,11.0,35.0,16.0,1019.7,1017.4,6.0,5.0,16.0,25.8,0,0,2009,1,17,0,5.497787143782138,5.497787143782138,3.9269908169872414,-36.0804766,146.9162795,0
46,2009-01-18,11.3,32.2,0.0,28.0,17.0,15.0,34.0,17.0,1019.7,1016.2,6.0,5.0,20.9,30.5,0,0,2009,1,18,0,2.748893571891069,0.3926990816987241,4.319689898685965,-36.0804766,146.9162795,0
47,2009-01-19,13.9,36.6,0.0,39.0,2.0,15.0,39.0,10.0,1015.8,1010.6,6.0,5.0,22.0,34.4,0,0,2009,1,19,0,2.748893571891069,5.105088062083414,1.1780972450961724,-36.0804766,146.9162795,0
48,2009-01-20,18.6,39.9,0.0,61.0,9.0,20.0,36.0,21.0,1010.1,1004.8,6.0,5.0,26.8,37.7,0,0,2009,1,20,0,1.9634954084936207,5.105088062083414,2.748893571891069,-36.0804766,146.9162795,0
49,2009-01-21,19.3,38.1,0.8,61.0,15.0,17.0,48.0,17.0,1009.6,1005.9,6.0,5.0,27.3,36.1,0,0,2009,1,21,0,1.9634954084936207,0.7853981633974483,3.5342917352885173,-36.0804766,146.9162795,0
50,2009-01-22,24.4,34.0,0.6,98.0,26.0,48.0,60.0,39.0,1005.3,997.8,4.0,1.0,26.1,33.1,0,1,2009,1,22,0,2.356194490192345,1.5707963267948966,1.9634954084936207,-36.0804766,146.9162795,0
51,2009-01-23,18.8,35.2,6.4,52.0,6.0,28.0,43.0,28.0,1007.9,1003.9,6.0,5.0,22.8,33.0,1,0,2009,1,23,0,2.748893571891069,9.42477796076938,2.356194490192345,-36.0804766,146.9162795,0
52,2009-01-24,20.8,30.6,0.0,54.0,30.0,28.0,41.0,21.0,1005.4,1007.6,6.0,5.0,23.3,29.7,0,0,2009,1,24,0,3.141592653589793,3.141592653589793,3.141592653589793,-36.0804766,146.9162795,0
53,2009-01-25,14.0,34.3,0.0,24.0,7.0,13.0,44.0,10.0,1016.5,1014.6,6.0,5.0,21.2,32.1,0,0,2009,1,25,0,3.5342917352885173,5.890486225480862,5.105088062083414,-36.0804766,146.9162795,0
54,2009-01-26,15.7,38.4,0.0,33.0,7.0,7.0,48.0,12.0,1017.7,1014.6,6.0,5.0,23.4,36.5,0,0,2009,1,26,0,9.42477796076938,5.105088062083414,3.5342917352885173,-36.0804766,146.9162795,0
55,2009-01-27,18.5,38.2,0.0,31.0,9.0,17.0,48.0,25.0,1017.8,1014.1,6.0,5.0,25.8,36.2,0,0,2009,1,27,0,1.1780972450961724,5.497787143782138,1.9634954084936207,-36.0804766,146.9162795,0
56,2009-01-28,20.4,40.7,0.0,37.0,7.0,13.0,45.0,15.0,1014.9,1011.6,6.0,5.0,28.2,39.2,0,0,2009,1,28,0,1.5707963267948966,0.0,1.1780972450961724,-36.0804766,146.9162795,0
57,2009-01-29,21.8,41.5,0.0,24.0,6.0,11.0,38.0,13.0,1015.7,1011.8,6.0,5.0,29.0,40.1,0,0,2009,1,29,0,3.9269908169872414,5.890486225480862,9.42477796076938,-36.0804766,146.9162795,0
58,2009-01-30,22.3,42.9,0.0,28.0,9.0,11.0,37.0,11.0,1014.6,1010.2,6.0,5.0,29.2,41.2,0,0,2009,1,30,0,1.1780972450961724,5.890486225480862,5.497787143782138,-36.0804766,146.9162795,0
59,2009-01-31,22.0,42.7,0.0,48.0,4.0,4.0,33.0,11.0,1014.2,1010.5,6.0,5.0,29.9,42.0,0,0,2009,1,31,0,5.890486225480862,5.890486225480862,3.9269908169872414,-36.0804766,146.9162795,0
60,2009-02-01,28.0,43.1,0.0,83.0,15.0,9.0,27.0,9.0,1012.5,1008.7,6.0,5.0,32.4,41.9,0,0,2009,2,1,0,3.9269908169872414,5.497787143782138,0.0,-36.0804766,146.9162795,0
61,2009-02-02,24.4,38.3,0.2,56.0,19.0,7.0,32.0,21.0,1011.7,1007.4,6.0,5.0,28.8,37.1,0,0,2009,2,2,0,3.9269908169872414,0.7853981633974483,2.356194490192345,-36.0804766,146.9162795,0
62,2009-02-03,21.5,37.7,0.0,32.95641971169963,13.0,9.0,51.0,21.0,1009.2,1005.7,6.0,5.0,27.2,36.2,0,0,2009,2,3,0,3.081825512090892,1.5707963267948966,3.3563853354412827,-36.0804766,146.9162795,0
63,2009-02-04,21.7,36.9,0.0,32.95641971169963,11.0,11.0,53.0,26.0,1008.8,1004.7,6.0,5.0,25.5,35.2,0,0,2009,2,4,0,3.081825512090892,3.8267171103655024,3.3563853354412827,-36.0804766,146.9162795,0
64,2009-02-05,21.5,41.2,0.0,35.0,7.0,19.0,48.0,15.0,1005.9,1002.6,6.0,5.0,26.5,39.7,0,0,2009,2,5,0,3.5342917352885173,5.105088062083414,9.42477796076938,-36.0804766,146.9162795,0
65,2009-02-06,23.5,42.2,0.0,37.0,6.0,15.0,39.0,8.0,1008.0,1005.0,6.0,5.0,28.7,41.6,0,0,2009,2,6,0,3.141592653589793,5.497787143782138,3.141592653589793,-36.0804766,146.9162795,0
66,2009-02-07,22.3,44.8,0.0,59.0,9.0,33.0,36.0,11.0,1008.2,1003.8,6.0,5.0,29.6,43.4,0,0,2009,2,7,0,1.9634954084936207,5.497787143782138,2.356194490192345,-36.0804766,146.9162795,0
67,2009-02-08,28.3,40.2,0.0,52.0,9.0,22.0,20.0,19.0,1007.0,1006.5,6.0,5.0,34.5,38.5,0,0,2009,2,8,0,2.356194490192345,1.5707963267948966,3.141592653589793,-36.0804766,146.9162795,0
68,2009-02-09,18.4,31.2,0.4,37.0,7.0,11.0,66.0,31.0,1009.3,1007.8,7.0,8.0,18.7,29.4,0,0,2009,2,9,0,5.497787143782138,3.9269908169872414,3.5342917352885173,-36.0804766,146.9162795,0
69,2009-02-10,14.9,27.3,0.0,41.0,20.0,13.0,50.0,30.0,1011.6,1008.5,6.0,1.0,17.4,25.8,0,0,2009,2,10,0,5.105088062083414,5.105088062083414,5.497787143782138,-36.0804766,146.9162795,0
70,2009-02-11,13.5,26.7,0.0,46.0,19.0,11.0,45.0,24.0,1012.8,1011.1,6.0,5.0,16.7,24.9,0,0,2009,2,11,0,5.105088062083414,5.105088062083414,0.0,-36.0804766,146.9162795,0
71,2009-02-12,16.1,21.6,0.0,46.0,11.0,15.0,58.0,69.0,1017.0,1017.3,2.0,8.0,17.0,17.3,0,1,2009,2,12,0,5.497787143782138,5.105088062083414,0.7853981633974483,-36.0804766,146.9162795,0
72,2009-02-13,14.6,29.0,3.0,41.0,26.0,24.0,41.0,21.0,1023.3,1019.7,6.0,5.0,18.0,27.6,1,0,2009,2,13,0,5.105088062083414,5.497787143782138,5.105088062083414,-36.0804766,146.9162795,0
73,2009-02-14,12.4,29.2,0.0,39.0,7.0,0.0,37.0,18.0,1022.5,1016.4,6.0,5.0,18.3,28.5,0,0,2009,2,14,0,0.7853981633974483,9.42477796076938,3.3563853354412827,-36.0804766,146.9162795,0
74,2009-02-15,13.3,31.3,0.0,41.0,7.0,15.0,50.0,23.0,1016.2,1012.8,6.0,5.0,19.2,29.2,0,0,2009,2,15,0,1.1780972450961724,5.105088062083414,4.319689898685965,-36.0804766,146.9162795,0
75,2009-02-16,17.2,31.1,0.0,35.0,17.0,11.0,43.0,22.0,1017.7,1013.8,6.0,5.0,21.4,29.5,0,0,2009,2,16,0,0.0,5.497787143782138,5.890486225480862,-36.0804766,146.9162795,0
76,2009-02-17,12.5,28.8,0.0,31.0,7.0,11.0,46.0,17.0,1017.2,1013.5,6.0,5.0,18.0,27.0,0,0,2009,2,17,0,1.5707963267948966,5.105088062083414,0.3926990816987241,-36.0804766,146.9162795,0
77,2009-02-18,18.0,32.0,0.0,31.0,4.0,13.0,44.0,22.0,1012.4,1007.5,6.0,5.0,22.1,30.7,0,0,2009,2,18,0,2.356194490192345,0.3926990816987241,3.9269908169872414,-36.0804766,146.9162795,0
78,2009-02-19,16.2,34.0,0.0,48.0,4.0,22.0,53.0,16.0,1007.8,1004.5,6.0,5.0,21.0,32.7,0,0,2009,2,19,0,3.5342917352885173,5.497787143782138,3.5342917352885173,-36.0804766,146.9162795,0
79,2009-02-20,18.7,29.1,0.0,41.0,7.0,17.0,45.0,39.0,1010.1,1010.8,6.0,5.0,21.5,26.8,0,0,2009,2,20,0,4.319689898685965,1.9634954084936207,5.105088062083414,-36.0804766,146.9162795,0
80,2009-02-21,13.7,31.7,0.0,28.0,2.0,9.0,63.0,19.0,1012.5,1010.4,6.0,5.0,19.3,29.8,0,0,2009,2,21,0,5.105088062083414,5.105088062083414,9.42477796076938,-36.0804766,146.9162795,0
81,2009-02-22,15.5,33.2,0.0,31.0,11.0,15.0,49.0,23.0,1015.6,1012.4,6.0,5.0,20.9,31.3,0,0,2009,2,22,0,2.356194490192345,9.42477796076938,2.748893571891069,-36.0804766,146.9162795,0
82,2009-02-23,14.3,34.0,0.0,70.0,6.0,22.0,48.0,10.0,1013.0,1009.2,6.0,5.0,20.7,33.4,0,0,2009,2,23,0,2.356194490192345,5.497787143782138,2.356194490192345,-36.0804766,146.9162795,0
83,2009-02-24,12.9,29.6,0.0,46.0,7.0,24.0,54.0,14.0,1014.0,1012.7,6.0,7.0,18.7,28.6,0,0,2009,2,24,0,2.748893571891069,3.9269908169872414,2.748893571891069,-36.0804766,146.9162795,0
84,2009-02-25,8.9,31.9,0.0,43.0,0.0,17.0,49.0,16.0,1016.6,1013.4,7.0,7.0,15.0,29.3,0,0,2009,2,25,0,2.748893571891069,3.8267171103655024,3.5342917352885173,-36.0804766,146.9162795,0
85,2009-02-26,15.0,32.7,0.0,26.0,15.0,2.0,43.0,19.0,1017.8,1015.0,6.0,5.0,20.7,30.5,0,0,2009,2,26,0,5.890486225480862,5.890486225480862,9.42477796076938,-36.0804766,146.9162795,0
86,2009-02-27,15.4,32.6,0.0,24.0,0.0,6.0,53.0,25.0,1016.2,1012.6,6.0,5.0,20.0,30.8,0,0,2009,2,27,0,3.141592653589793,3.8267171103655024,9.42477796076938,-36.0804766,146.9162795,0
87,2009-02-28,16.0,34.5,0.0,44.0,6.0,14.376005361930295,44.0,14.0,1007.5,1004.6,6.0,5.0,22.2,33.6,0,0,2009,2,28,0,3.5342917352885173,0.0,3.3563853354412827,-36.0804766,146.9162795,0
88,2009-03-01,12.8,30.3,0.0,30.0,4.0,13.0,53.0,27.0,1010.5,1008.7,6.0,5.0,17.3,28.1,0,0,2009,3,1,0,3.141592653589793,3.141592653589793,3.5342917352885173,-36.0804766,146.9162795,0
89,2009-03-02,13.2,31.9,0.0,35.0,6.0,9.0,53.0,25.0,1014.1,1011.6,6.0,5.0,18.0,29.8,0,0,2009,3,2,0,1.9634954084936207,9.42477796076938,0.3926990816987241,-36.0804766,146.9162795,0
90,2009-03-03,18.0,31.1,0.0,52.0,15.0,26.0,58.0,35.0,1014.7,1009.0,5.0,5.0,23.0,29.2,0,0,2009,3,3,0,2.748893571891069,0.7853981633974483,1.1780972450961724,-36.0804766,146.9162795,0
91,2009-03-04,13.8,22.1,0.2,57.0,26.0,33.0,57.0,26.0,1014.5,1013.1,6.0,5.0,15.6,21.9,0,0,2009,3,4,0,2.748893571891069,3.141592653589793,2.748893571891069,-36.0804766,146.9162795,0
92,2009-03-05,11.5,22.0,0.0,50.0,19.0,33.0,60.0,33.0,1013.7,1011.8,6.0,5.0,13.9,21.4,0,0,2009,3,5,0,3.9269908169872414,3.5342917352885173,3.141592653589793,-36.0804766,146.9162795,0
93,2009-03-06,7.6,24.0,0.0,30.0,0.0,13.0,52.0,23.0,1014.5,1012.0,6.0,5.0,12.6,22.0,0,0,2009,3,6,0,3.5342917352885173,3.8267171103655024,2.748893571891069,-36.0804766,146.9162795,0
94,2009-03-07,8.3,27.9,0.0,37.0,4.0,20.0,58.0,22.0,1015.2,1012.4,6.0,5.0,13.3,27.0,0,0,2009,3,7,0,3.141592653589793,9.42477796076938,3.141592653589793,-36.0804766,146.9162795,0
95,2009-03-08,11.0,30.2,0.0,24.0,7.0,11.0,54.0,20.0,1017.0,1014.7,6.0,5.0,17.6,28.8,0,0,2009,3,8,0,5.105088062083414,0.0,5.105088062083414,-36.0804766,146.9162795,0
96,2009-03-09,13.8,31.8,0.0,24.0,6.0,17.0,49.0,28.0,1019.7,1015.9,6.0,5.0,18.6,30.5,0,0,2009,3,9,0,1.1780972450961724,5.105088062083414,0.7853981633974483,-36.0804766,146.9162795,0
97,2009-03-10,15.5,32.0,0.0,50.0,2.0,4.0,51.0,25.0,1019.5,1016.2,6.0,5.0,20.1,30.8,0,1,2009,3,10,0,0.7853981633974483,5.890486225480862,0.0,-36.0804766,146.9162795,0
98,2009-03-11,18.4,30.5,1.2,44.0,15.0,19.0,57.0,23.0,1021.3,1018.0,6.0,5.0,21.5,29.6,1,0,2009,3,11,0,0.7853981633974483,0.7853981633974483,1.5707963267948966,-36.0804766,146.9162795,0
99,2009-03-12,20.9,25.7,0.0,37.0,11.0,9.0,52.0,90.0,1019.5,1018.9,6.0,8.0,22.2,18.8,0,1,2009,3,12,0,3.141592653589793,0.3926990816987241,9.42477796076938,-36.0804766,146.9162795,0
100,2009-03-13,17.1,25.8,5.8,31.0,0.0,13.0,82.0,68.0,1017.4,1014.7,8.0,5.0,19.0,23.8,1,1,2009,3,13,0,0.3926990816987241,3.8267171103655024,9.42477796076938,-36.0804766,146.9162795,0
101,2009-03-14,16.4,27.0,3.0,69.0,9.0,22.0,82.0,74.0,1012.7,1008.0,6.0,4.0,19.9,19.7,1,1,2009,3,14,0,3.9269908169872414,0.0,1.5707963267948966,-36.0804766,146.9162795,0
102,2009-03-15,10.0,19.7,11.6,39.0,11.0,17.0,62.0,41.0,1013.4,1012.0,6.0,8.0,12.7,18.3,1,0,2009,3,15,0,2.748893571891069,3.141592653589793,2.356194490192345,-36.0804766,146.9162795,0
103,2009-03-16,8.8,21.9,0.0,39.0,2.0,20.0,78.0,34.0,1013.3,1011.6,6.0,6.0,12.2,20.5,0,0,2009,3,16,0,3.141592653589793,9.42477796076938,2.748893571891069,-36.0804766,146.9162795,0
104,2009-03-17,8.4,25.3,0.0,35.0,9.0,17.0,78.0,34.0,1015.6,1013.2,6.0,5.0,12.1,23.9,0,0,2009,3,17,0,2.748893571891069,5.105088062083414,3.5342917352885173,-36.0804766,146.9162795,0
105,2009-03-18,9.3,28.0,0.0,52.0,6.0,11.0,76.0,19.0,1017.4,1013.9,6.0,5.0,14.7,27.2,0,0,2009,3,18,0,2.356194490192345,5.105088062083414,2.356194490192345,-36.0804766,146.9162795,0
106,2009-03-19,11.3,30.1,0.0,24.0,6.0,7.0,56.0,15.0,1016.3,1013.6,6.0,5.0,14.7,29.3,0,0,2009,3,19,0,3.5342917352885173,9.42477796076938,3.9269908169872414,-36.0804766,146.9162795,0
107,2009-03-20,11.5,33.5,0.0,22.0,7.0,7.0,50.0,13.0,1016.5,1013.6,6.0,5.0,17.4,32.6,0,0,2009,3,20,0,5.105088062083414,0.7853981633974483,1.5707963267948966,-36.0804766,146.9162795,0
108,2009-03-21,13.8,33.6,0.0,28.0,0.0,11.0,47.0,17.0,1017.0,1013.1,6.0,2.0,18.8,33.5,0,0,2009,3,21,0,1.9634954084936207,3.8267171103655024,1.1780972450961724,-36.0804766,146.9162795,0
109,2009-03-22,14.6,30.0,0.0,37.0,4.0,19.0,56.0,30.0,1014.8,1012.7,3.0,1.0,18.1,29.0,0,0,2009,3,22,0,0.7853981633974483,0.0,1.1780972450961724,-36.0804766,146.9162795,0
110,2009-03-23,14.4,31.6,0.0,37.0,0.0,24.0,63.0,25.0,1013.7,1011.8,6.0,5.0,18.8,31.4,0,0,2009,3,23,0,2.356194490192345,3.8267171103655024,2.748893571891069,-36.0804766,146.9162795,0
111,2009-03-24,10.8,31.9,0.0,48.0,6.0,20.0,62.0,20.0,1016.5,1014.4,6.0,5.0,15.4,30.7,0,0,2009,3,24,0,9.42477796076938,5.105088062083414,2.748893571891069,-36.0804766,146.9162795,0
112,2009-03-25,15.4,22.3,0.4,30.0,11.0,9.0,69.0,78.0,1017.4,1019.2,8.0,8.0,18.3,19.6,0,1,2009,3,25,0,0.3926990816987241,5.105088062083414,5.105088062083414,-36.0804766,146.9162795,0
