,Date,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegionNum
14,2009-01-15,18.0,42.9,0.0,50.0,7.0,17.0,43.0,16.0,1009.3,1005.5,29.1,40.7,0,0,2009,1,15,1,5.497787143782138,0.0,3.5342917352885173,-33.8816671,150.7441627,0
15,2009-01-16,14.6,34.5,0.4,50.0,7.0,15.0,50.0,22.0,1013.0,1007.5,21.4,33.9,0,0,2009,1,16,1,5.497787143782138,5.497787143782138,1.1780972450961724,-33.8816671,150.7441627,0
16,2009-01-17,15.5,23.7,0.0,33.0,15.0,15.0,53.0,38.0,1020.9,1020.1,17.6,21.8,0,0,2009,1,17,1,5.890486225480862,5.105088062083414,0.0,-33.8816671,150.7441627,0
17,2009-01-18,10.3,28.7,0.0,37.0,0.0,9.0,58.0,28.0,1022.1,1018.8,19.9,27.6,0,0,2009,1,18,1,0.0,3.4203025281606574,0.7853981633974483,-33.8816671,150.7441627,0
18,2009-01-19,11.3,33.5,0.0,35.0,9.0,19.0,63.0,18.0,1019.4,1013.9,19.9,30.3,0,0,2009,1,19,1,0.7853981633974483,1.1780972450961724,1.1780972450961724,-33.8816671,150.7441627,0
19,2009-01-20,14.6,39.2,0.0,43.0,4.0,20.0,61.0,20.0,1014.0,1008.9,23.4,37.8,0,0,2009,1,20,1,0.3926990816987241,3.141592653589793,1.1780972450961724,-33.8816671,150.7441627,0
20,2009-01-21,20.5,38.4,0.4,41.0,11.0,11.0,58.0,31.0,1012.0,1007.1,27.0,35.0,0,1,2009,1,21,1,1.5707963267948966,1.9634954084936207,3.5342917352885173,-33.8816671,150.7441627,0
21,2009-01-22,19.6,33.7,19.4,56.0,17.0,28.0,69.0,41.0,1008.7,1004.8,25.8,32.4,1,0,2009,1,22,1,1.5707963267948966,1.1780972450961724,1.5707963267948966,-33.8816671,150.7441627,0
22,2009-01-23,20.3,36.1,0.2,43.0,6.0,24.0,63.0,44.0,1009.4,1006.5,28.2,33.3,0,0,2009,1,23,1,0.7853981633974483,0.0,0.3926990816987241,-33.8816671,150.7441627,0
23,2009-01-24,20.8,40.7,0.0,72.0,6.0,31.0,61.0,15.0,1005.2,1003.0,29.3,39.6,0,0,2009,1,24,1,3.141592653589793,1.1780972450961724,3.141592653589793,-33.8816671,150.7441627,0
24,2009-01-25,18.7,28.4,0.0,33.0,7.0,15.0,61.0,39.0,1020.0,1017.8,20.9,27.7,0,0,2009,1,25,1,4.319689898685965,0.0,0.7853981633974483,-33.8816671,150.7441627,0
25,2009-01-26,19.7,31.0,0.0,35.0,7.0,19.0,65.0,55.0,1019.7,1018.5,22.0,29.1,0,1,2009,1,26,1,5.497787143782138,3.9269908169872414,0.0,-33.8816671,150.7441627,0
26,2009-01-27,19.3,28.0,3.6,30.0,7.0,9.0,93.0,71.0,1021.5,1019.6,20.0,26.5,1,0,2009,1,27,1,0.0,3.9269908169872414,0.3926990816987241,-33.8816671,150.7441627,0
27,2009-01-28,16.3,35.7,0.0,35.0,6.0,15.0,83.0,34.0,1018.7,1014.6,21.6,34.1,0,0,2009,1,28,1,0.7853981633974483,0.7853981633974483,1.5707963267948966,-33.8816671,150.7441627,0
28,2009-01-29,16.1,35.4,0.0,41.0,2.0,15.0,75.0,29.0,1018.9,1015.2,23.6,33.6,0,0,2009,1,29,1,5.497787143782138,5.105088062083414,0.0,-33.8816671,150.7441627,0
29,2009-01-30,17.4,34.6,0.0,37.0,7.0,11.0,68.0,36.0,1018.9,1014.3,24.3,33.2,0,0,2009,1,30,1,0.7853981633974483,0.0,0.7853981633974483,-33.8816671,150.7441627,0
30,2009-01-31,15.9,36.6,0.0,37.0,6.0,13.0,75.0,32.0,1017.8,1012.7,24.0,36.4,0,0,2009,1,31,1,5.890486225480862,5.105088062083414,0.3926990816987241,-33.8816671,150.7441627,0
31,2009-02-01,18.3,31.3,0.0,39.0,15.0,22.0,70.0,49.0,1016.1,1015.8,24.9,29.6,0,0,2009,2,1,1,0.0,5.105088062083414,0.3926990816987241,-33.8816671,150.7441627,0
32,2009-02-02,19.5,35.1,0.0,41.0,2.0,13.0,78.0,34.0,1016.7,1010.6,24.2,34.2,0,0,2009,2,2,1,5.890486225480862,0.7853981633974483,0.0,-33.8816671,150.7441627,0
33,2009-02-03,19.5,33.4,0.0,41.0,7.0,26.0,67.0,42.0,1010.9,1009.6,24.1,29.3,0,0,2009,2,3,1,5.890486225480862,4.319689898685965,5.497787143782138,-33.8816671,150.7441627,0
34,2009-02-04,20.6,32.6,0.0,35.0,2.0,17.0,72.0,46.0,1011.9,1008.3,24.2,32.0,0,0,2009,2,4,1,0.0,5.890486225480862,1.1780972450961724,-33.8816671,150.7441627,0
35,2009-02-05,18.9,39.7,0.0,35.0,0.0,19.0,75.0,23.0,1009.5,1004.5,25.2,38.6,0,0,2009,2,5,1,0.3926990816987241,3.4203025281606574,0.7853981633974483,-33.8816671,150.7441627,0
36,2009-02-06,20.4,40.1,0.0,46.0,9.0,26.0,65.0,36.0,1011.2,1006.8,26.6,37.1,0,0,2009,2,6,1,0.3926990816987241,9.42477796076938,5.890486225480862,-33.8816671,150.7441627,0
37,2009-02-07,19.2,42.0,0.8,46.0,0.0,30.0,59.0,14.0,1013.6,1009.0,26.0,41.5,0,0,2009,2,7,1,0.7853981633974483,3.4203025281606574,1.1780972450961724,-33.8816671,150.7441627,0
38,2009-02-08,17.0,40.0,0.0,43.0,6.0,22.0,51.0,28.0,1011.1,1006.2,25.3,38.6,0,0,2009,2,8,1,5.497787143782138,2.748893571891069,0.7853981633974483,-33.8816671,150.7441627,0
39,2009-02-09,20.6,23.3,0.0,30.0,17.0,13.0,79.0,78.0,1012.4,1011.8,21.1,20.6,0,1,2009,2,9,1,9.42477796076938,9.42477796076938,5.497787143782138,-33.8816671,150.7441627,0
40,2009-02-10,16.6,19.4,2.0,46.0,2.0,9.0,92.0,93.0,1011.9,1010.5,17.7,19.3,1,1,2009,2,10,1,4.319689898685965,3.141592653589793,5.105088062083414,-33.8816671,150.7441627,0
41,2009-02-11,15.5,22.1,4.6,39.0,13.0,11.0,79.0,70.0,1011.8,1012.1,16.7,19.5,1,1,2009,2,11,1,9.42477796076938,4.319689898685965,5.497787143782138,-33.8816671,150.7441627,0
42,2009-02-12,14.3,20.3,4.2,37.0,20.0,17.0,78.0,69.0,1018.2,1019.2,17.0,19.3,1,0,2009,2,12,1,0.0,9.42477796076938,5.497787143782138,-33.8816671,150.7441627,0
43,2009-02-13,14.3,21.1,1.0,44.0,11.0,26.0,89.0,51.0,1025.7,1024.7,16.0,20.4,0,1,2009,2,13,1,5.890486225480862,3.9269908169872414,5.497787143782138,-33.8816671,150.7441627,0
44,2009-02-14,14.6,18.1,21.2,30.0,19.0,15.0,94.0,92.0,1023.6,1019.9,15.0,16.5,1,1,2009,2,14,1,9.42477796076938,3.9269908169872414,5.105088062083414,-33.8816671,150.7441627,0
45,2009-02-15,15.0,21.9,36.0,41.0,15.0,17.0,91.0,82.0,1015.7,1014.6,17.8,21.9,1,1,2009,2,15,1,9.42477796076938,4.319689898685965,5.105088062083414,-33.8816671,150.7441627,0
46,2009-02-16,16.2,25.0,23.4,48.0,19.0,28.0,78.0,56.0,1018.3,1018.1,21.3,23.2,1,0,2009,2,16,1,5.497787143782138,5.497787143782138,5.105088062083414,-33.8816671,150.7441627,0
47,2009-02-17,15.8,22.3,0.8,28.0,15.0,17.0,91.0,61.0,1017.7,1016.0,18.1,21.1,0,1,2009,2,17,1,5.890486225480862,3.9269908169872414,5.497787143782138,-33.8816671,150.7441627,0
48,2009-02-18,17.0,27.4,9.8,33.0,24.0,15.0,89.0,61.0,1011.1,1008.8,19.3,24.9,1,0,2009,2,18,1,3.9269908169872414,3.5342917352885173,9.42477796076938,-33.8816671,150.7441627,0
49,2009-02-19,16.6,31.2,0.0,31.0,11.0,19.0,78.0,46.0,1008.2,1004.9,21.9,30.2,0,0,2009,2,19,1,5.497787143782138,1.9634954084936207,1.1780972450961724,-33.8816671,150.7441627,0
50,2009-02-20,17.4,31.3,0.2,43.0,9.0,19.0,76.0,40.0,1011.8,1009.0,21.8,30.8,0,0,2009,2,20,1,5.890486225480862,1.5707963267948966,0.0,-33.8816671,150.7441627,0
51,2009-02-21,20.2,26.7,1.0,41.0,0.0,24.0,92.0,77.0,1013.6,1013.3,21.5,22.0,0,0,2009,2,21,1,5.497787143782138,3.4203025281606574,5.497787143782138,-33.8816671,150.7441627,0
52,2009-02-22,17.8,26.1,0.2,28.0,4.0,9.0,80.0,59.0,1019.0,1017.4,19.9,25.1,0,0,2009,2,22,1,0.0,4.319689898685965,0.0,-33.8816671,150.7441627,0
53,2009-02-23,17.4,30.3,0.0,57.0,11.0,20.0,73.0,52.0,1017.1,1011.8,22.7,28.8,0,1,2009,2,23,1,3.5342917352885173,0.7853981633974483,0.3926990816987241,-33.8816671,150.7441627,0
54,2009-02-24,16.6,31.5,4.2,33.0,0.0,24.0,91.0,51.0,1014.7,1012.5,20.0,29.5,1,0,2009,2,24,1,0.0,3.4203025281606574,5.890486225480862,-33.8816671,150.7441627,0
55,2009-02-25,19.5,28.5,0.2,35.0,0.0,22.0,84.0,59.0,1016.9,1013.9,21.1,27.9,0,0,2009,2,25,1,5.890486225480862,3.4203025281606574,0.0,-33.8816671,150.7441627,0
56,2009-02-26,16.5,25.7,0.0,35.0,9.0,11.0,75.0,52.0,1020.7,1018.5,19.6,24.0,0,0,2009,2,26,1,5.497787143782138,3.9269908169872414,5.497787143782138,-33.8816671,150.7441627,0
57,2009-02-27,12.9,25.8,0.0,28.0,11.0,13.0,78.0,46.0,1018.7,1015.3,18.7,25.3,0,0,2009,2,27,1,5.890486225480862,3.9269908169872414,0.0,-33.8816671,150.7441627,0
58,2009-02-28,12.7,32.0,0.0,30.0,0.0,17.0,81.0,44.0,1010.0,1005.9,17.7,30.8,0,0,2009,2,28,1,5.890486225480862,3.4203025281606574,1.5707963267948966,-33.8816671,150.7441627,0
59,2009-03-01,17.6,28.4,0.0,35.0,0.0,17.0,78.0,52.0,1011.1,1010.1,21.6,27.3,0,0,2009,3,1,1,1.1780972450961724,3.4203025281606574,1.1780972450961724,-33.8816671,150.7441627,0
60,2009-03-02,18.1,27.9,0.0,33.0,0.0,19.0,85.0,50.0,1016.8,1014.6,20.4,26.9,0,0,2009,3,2,1,0.0,3.4203025281606574,1.5707963267948966,-33.8816671,150.7441627,0
61,2009-03-03,16.2,27.6,0.0,30.0,0.0,19.0,91.0,50.0,1018.5,1014.7,19.7,26.3,0,0,2009,3,3,1,0.7853981633974483,3.4203025281606574,0.7853981633974483,-33.8816671,150.7441627,0
62,2009-03-04,19.7,24.6,0.0,57.0,0.0,7.0,88.0,48.0,1008.6,1008.9,21.0,22.5,0,0,2009,3,4,1,3.9269908169872414,3.4203025281606574,5.105088062083414,-33.8816671,150.7441627,0
63,2009-03-05,9.4,25.8,0.0,43.0,22.0,17.0,44.0,24.0,1010.1,1008.3,18.6,24.8,0,0,2009,3,5,1,3.9269908169872414,3.9269908169872414,9.42477796076938,-33.8816671,150.7441627,0
64,2009-03-06,8.6,25.4,0.0,35.0,9.0,9.0,76.0,39.0,1013.8,1010.8,14.8,24.2,0,0,2009,3,6,1,0.0,3.9269908169872414,0.7853981633974483,-33.8816671,150.7441627,0
65,2009-03-07,13.1,28.8,0.0,30.0,11.0,13.0,80.0,34.0,1014.6,1011.6,18.8,27.8,0,0,2009,3,7,1,5.497787143782138,3.9269908169872414,0.0,-33.8816671,150.7441627,0
66,2009-03-08,17.4,25.1,0.0,37.0,13.0,22.0,80.0,66.0,1018.5,1018.8,20.4,23.7,0,1,2009,3,8,1,5.105088062083414,4.319689898685965,5.105088062083414,-33.8816671,150.7441627,0
67,2009-03-09,16.0,24.1,12.4,26.0,13.0,6.0,98.0,70.0,1022.7,1020.2,17.0,23.5,1,0,2009,3,9,1,0.3926990816987241,3.9269908169872414,1.1780972450961724,-33.8816671,150.7441627,0
68,2009-03-10,16.9,25.9,0.8,35.0,4.0,22.0,96.0,55.0,1022.2,1020.8,19.6,25.0,0,0,2009,3,10,1,0.3926990816987241,4.319689898685965,0.3926990816987241,-33.8816671,150.7441627,0
69,2009-03-11,14.4,22.9,0.2,31.0,9.0,11.0,73.0,75.0,1024.2,1023.1,19.6,21.1,0,1,2009,3,11,1,0.0,9.42477796076938,0.0,-33.8816671,150.7441627,0
70,2009-03-12,14.6,26.1,4.8,33.0,6.0,15.0,99.0,53.0,1023.2,1020.0,17.9,25.3,1,0,2009,3,12,1,0.3926990816987241,3.9269908169872414,1.1780972450961724,-33.8816671,150.7441627,0
71,2009-03-13,16.4,27.2,0.0,24.0,7.0,11.0,91.0,66.0,1018.9,1016.0,19.6,25.2,0,0,2009,3,13,1,2.748893571891069,3.9269908169872414,3.5342917352885173,-33.8816671,150.7441627,0
72,2009-03-14,15.1,28.8,0.0,70.0,0.0,15.0,96.0,62.0,1015.2,1010.1,18.8,27.2,0,1,2009,3,14,1,2.356194490192345,3.4203025281606574,1.5707963267948966,-33.8816671,150.7441627,0
73,2009-03-15,15.1,30.4,24.6,37.0,0.0,9.0,99.0,49.0,1010.8,1007.3,19.0,29.1,1,0,2009,3,15,1,2.748893571891069,3.4203025281606574,1.1780972450961724,-33.8816671,150.7441627,0
74,2009-03-16,11.9,27.0,0.0,30.0,6.0,6.0,50.0,31.0,1012.2,1007.9,17.5,26.0,0,0,2009,3,16,1,3.9269908169872414,3.9269908169872414,5.105088062083414,-33.8816671,150.7441627,0
75,2009-03-17,9.4,25.8,0.0,31.0,0.0,7.0,63.0,32.0,1013.9,1012.0,16.7,25.1,0,0,2009,3,17,1,0.7853981633974483,3.4203025281606574,1.1780972450961724,-33.8816671,150.7441627,0
76,2009-03-18,14.5,26.1,0.0,31.0,0.0,17.0,71.0,50.0,1019.4,1015.7,19.2,25.0,0,0,2009,3,18,1,1.5707963267948966,3.4203025281606574,0.0,-33.8816671,150.7441627,0
77,2009-03-19,11.8,30.0,0.0,43.0,0.0,9.0,92.0,50.0,1016.7,1013.4,17.1,28.5,0,0,2009,3,19,1,1.5707963267948966,3.4203025281606574,0.3926990816987241,-33.8816671,150.7441627,0
78,2009-03-20,14.7,29.7,0.0,31.0,7.0,11.0,90.0,48.0,1018.1,1015.8,18.5,29.1,0,0,2009,3,20,1,5.497787143782138,3.5342917352885173,0.0,-33.8816671,150.7441627,0
79,2009-03-21,14.7,26.5,0.0,33.0,6.0,22.0,99.0,61.0,1019.4,1016.8,17.3,25.2,0,0,2009,3,21,1,0.3926990816987241,4.319689898685965,0.0,-33.8816671,150.7441627,0
80,2009-03-22,12.0,28.0,0.0,35.0,6.0,17.0,98.0,44.0,1018.4,1014.7,17.1,26.3,0,0,2009,3,22,1,1.5707963267948966,2.356194490192345,1.5707963267948966,-33.8816671,150.7441627,0
81,2009-03-23,13.7,29.3,0.0,28.0,6.0,17.0,97.0,47.0,1017.3,1014.7,18.3,28.4,0,0,2009,3,23,1,1.1780972450961724,5.497787143782138,0.7853981633974483,-33.8816671,150.7441627,0
82,2009-03-24,15.6,32.4,0.0,33.0,2.0,19.0,97.0,35.0,1018.3,1015.1,19.8,32.0,0,0,2009,3,24,1,1.5707963267948966,3.9269908169872414,1.1780972450961724,-33.8816671,150.7441627,0
83,2009-03-25,15.0,33.1,0.0,80.0,0.0,13.0,99.0,45.0,1019.7,1016.7,18.2,31.9,0,1,2009,3,25,1,3.9269908169872414,3.4203025281606574,0.0,-33.8816671,150.7441627,0
84,2009-03-26,17.0,31.3,24.8,76.0,0.0,9.0,97.0,49.0,1019.9,1016.4,20.0,30.0,1,1,2009,3,26,1,3.9269908169872414,3.4203025281606574,0.7853981633974483,-33.8816671,150.7441627,0
85,2009-03-27,18.4,23.4,3.8,31.0,15.0,15.0,80.0,61.0,1024.5,1023.6,19.4,22.9,1,0,2009,3,27,1,9.42477796076938,9.42477796076938,5.497787143782138,-33.8816671,150.7441627,0
86,2009-03-28,12.6,25.0,0.2,26.0,2.0,9.0,89.0,46.0,1025.7,1022.8,16.4,24.0,0,0,2009,3,28,1,0.3926990816987241,4.319689898685965,0.3926990816987241,-33.8816671,150.7441627,0
87,2009-03-29,11.3,26.4,0.0,31.0,7.0,11.0,96.0,45.0,1023.9,1021.0,15.0,25.8,0,0,2009,3,29,1,0.0,0.0,0.7853981633974483,-33.8816671,150.7441627,0
88,2009-03-30,15.0,26.2,0.0,39.0,9.0,20.0,84.0,51.0,1024.5,1022.1,19.7,23.6,0,1,2009,3,30,1,5.497787143782138,9.42477796076938,5.497787143782138,-33.8816671,150.7441627,0
89,2009-03-31,17.6,21.4,3.2,41.0,19.0,19.0,87.0,87.0,1022.5,1020.9,19.5,19.3,1,1,2009,3,31,1,5.497787143782138,5.497787143782138,5.497787143782138,-33.8816671,150.7441627,0
90,2009-04-01,17.6,22.9,32.0,50.0,20.0,19.0,97.0,78.0,1021.9,1021.4,19.0,22.6,1,1,2009,4,1,1,5.497787143782138,0.0,5.890486225480862,-33.8816671,150.7441627,0
91,2009-04-02,18.6,24.9,15.4,31.0,11.0,20.0,97.0,69.0,1023.7,1021.6,20.2,24.1,1,1,2009,4,2,1,0.0,5.497787143782138,0.0,-33.8816671,150.7441627,0
92,2009-04-03,18.1,26.8,4.0,33.0,4.0,22.0,99.0,63.0,1021.4,1016.6,19.8,25.9,1,1,2009,4,3,1,1.1780972450961724,3.9269908169872414,1.1780972450961724,-33.8816671,150.7441627,0
93,2009-04-04,17.2,20.2,1.8,31.0,15.0,15.0,86.0,67.0,1017.9,1019.5,18.8,18.6,1,0,2009,4,4,1,3.9269908169872414,5.497787143782138,5.890486225480862,-33.8816671,150.7441627,0
94,2009-04-05,15.5,23.7,0.0,31.0,7.0,17.0,67.0,61.0,1020.2,1014.2,19.0,22.9,0,0,2009,4,5,1,1.1780972450961724,3.5342917352885173,1.1780972450961724,-33.8816671,150.7441627,0
95,2009-04-06,11.7,21.3,0.2,31.0,19.0,17.0,73.0,60.0,1021.2,1019.5,17.8,20.1,0,0,2009,4,6,1,9.42477796076938,9.42477796076938,5.890486225480862,-33.8816671,150.7441627,0
96,2009-04-07,13.1,22.1,0.0,30.0,11.0,22.0,72.0,58.0,1026.0,1024.0,17.1,19.9,0,0,2009,4,7,1,5.890486225480862,3.9269908169872414,5.890486225480862,-33.8816671,150.7441627,0
97,2009-04-08,9.3,23.4,0.0,28.0,13.0,13.0,67.0,46.0,1027.4,1024.3,18.1,22.0,0,0,2009,4,8,1,0.0,3.9269908169872414,0.7853981633974483,-33.8816671,150.7441627,0
98,2009-04-09,10.3,23.5,0.0,24.0,2.0,15.0,79.0,54.0,1025.8,1021.8,17.1,22.9,0,0,2009,4,9,1,1.1780972450961724,3.5342917352885173,0.7853981633974483,-33.8816671,150.7441627,0
99,2009-04-10,10.7,24.8,0.0,20.0,0.0,9.0,85.0,52.0,1023.8,1021.0,16.8,23.8,0,0,2009,4,10,1,0.7853981633974483,3.4203025281606574,1.1780972450961724,-33.8816671,150.7441627,0
100,2009-04-11,14.5,24.2,0.0,15.0,0.0,9.0,85.0,59.0,1025.7,1023.1,18.9,23.0,0,0,2009,4,11,1,1.5707963267948966,3.4203025281606574,0.7853981633974483,-33.8816671,150.7441627,0
101,2009-04-12,16.5,24.0,0.8,17.0,6.0,11.0,85.0,60.0,1023.6,1020.7,19.7,23.7,0,0,2009,4,12,1,1.5707963267948966,2.748893571891069,1.9634954084936207,-33.8816671,150.7441627,0
102,2009-04-13,17.7,22.3,0.2,30.0,4.0,6.0,92.0,80.0,1023.0,1019.6,19.9,21.2,0,1,2009,4,13,1,5.890486225480862,3.9269908169872414,4.319689898685965,-33.8816671,150.7441627,0
103,2009-04-14,14.9,27.3,13.0,28.0,9.0,6.0,95.0,53.0,1015.5,1010.8,18.6,26.5,1,0,2009,4,14,1,5.105088062083414,1.5707963267948966,3.9269908169872414,-33.8816671,150.7441627,0
104,2009-04-15,11.3,28.3,0.4,46.0,2.0,26.0,92.0,30.0,1011.6,1007.0,18.1,28.1,0,0,2009,4,15,1,2.356194490192345,1.5707963267948966,2.748893571891069,-33.8816671,150.7441627,0
105,2009-04-16,8.9,23.9,0.0,26.0,6.0,9.0,61.0,37.0,1015.4,1011.6,16.0,23.6,0,0,2009,4,16,1,4.319689898685965,3.9269908169872414,1.5707963267948966,-33.8816671,150.7441627,0
106,2009-04-17,7.2,23.4,0.0,28.0,7.0,17.0,73.0,44.0,1016.9,1015.7,16.1,22.1,0,0,2009,4,17,1,0.3926990816987241,4.319689898685965,0.3926990816987241,-33.8816671,150.7441627,0
107,2009-04-18,11.7,23.2,0.0,28.0,17.0,6.0,67.0,49.0,1020.8,1018.1,18.4,22.6,0,0,2009,4,18,1,3.9269908169872414,3.9269908169872414,5.497787143782138,-33.8816671,150.7441627,0
108,2009-04-19,14.0,19.9,0.0,44.0,20.0,20.0,67.0,84.0,1020.3,1019.0,18.3,17.8,0,1,2009,4,19,1,9.42477796076938,3.9269908169872414,4.319689898685965,-33.8816671,150.7441627,0
109,2009-04-20,13.0,18.6,3.2,44.0,24.0,15.0,90.0,82.0,1021.9,1019.9,14.6,16.3,1,1,2009,4,20,1,4.319689898685965,3.9269908169872414,9.42477796076938,-33.8816671,150.7441627,0
110,2009-04-21,13.2,20.4,2.4,43.0,20.0,17.0,85.0,85.0,1023.9,1021.7,16.1,17.3,1,1,2009,4,21,1,9.42477796076938,9.42477796076938,9.42477796076938,-33.8816671,150.7441627,0
111,2009-04-22,13.7,21.9,8.4,39.0,17.0,20.0,85.0,60.0,1024.8,1022.8,17.3,19.4,1,1,2009,4,22,1,5.497787143782138,3.9269908169872414,5.105088062083414,-33.8816671,150.7441627,0
112,2009-04-23,13.6,21.1,1.6,19.0,9.0,7.0,77.0,60.0,1022.0,1018.4,17.6,20.3,1,0,2009,4,23,1,0.7853981633974483,3.5342917352885173,1.5707963267948966,-33.8816671,150.7441627,0
113,2009-04-24,7.9,22.6,0.2,24.0,0.0,4.0,99.0,66.0,1012.9,1006.5,12.8,21.3,0,0,2009,4,24,1,1.5707963267948966,3.4203025281606574,5.890486225480862,-33.8816671,150.7441627,0
114,2009-04-25,12.8,22.5,0.4,46.0,13.0,20.0,52.0,47.0,1004.5,1002.7,19.9,21.5,0,0,2009,4,25,1,1.5707963267948966,1.9634954084936207,2.748893571891069,-33.8816671,150.7441627,0
115,2009-04-26,12.7,18.9,0.0,57.0,19.0,30.0,49.0,35.0,1003.2,1003.3,16.9,18.0,0,0,2009,4,26,1,3.141592653589793,2.356194490192345,3.141592653589793,-33.8816671,150.7441627,0
116,2009-04-27,4.8,17.7,0.0,54.0,15.0,24.0,48.0,37.0,1013.5,1013.0,13.6,17.4,0,0,2009,4,27,1,3.9269908169872414,3.141592653589793,3.9269908169872414,-33.8816671,150.7441627,0
117,2009-04-28,4.8,21.1,0.0,54.0,15.0,31.0,57.0,38.0,1015.6,1015.8,17.3,18.9,0,0,2009,4,28,1,3.141592653589793,2.748893571891069,3.5342917352885173,-33.8816671,150.7441627,0
118,2009-04-29,4.6,17.8,0.0,22.0,11.0,11.0,71.0,58.0,1022.6,1020.0,11.2,15.8,0,0,2009,4,29,1,5.890486225480862,3.5342917352885173,5.497787143782138,-33.8816671,150.7441627,0
119,2009-04-30,6.7,19.0,0.0,33.0,20.0,17.0,68.0,62.0,1020.9,1020.5,14.0,16.1,0,0,2009,4,30,1,3.9269908169872414,3.9269908169872414,5.105088062083414,-33.8816671,150.7441627,0
120,2009-05-01,4.2,21.4,0.0,20.0,4.0,13.0,90.0,47.0,1024.8,1020.7,11.6,20.8,0,0,2009,5,1,1,1.1780972450961724,3.9269908169872414,1.1780972450961724,-33.8816671,150.7441627,0
121,2009-05-02,4.8,22.1,0.0,24.0,15.0,13.0,66.0,55.0,1025.5,1022.9,14.1,18.8,0,0,2009,5,2,1,5.890486225480862,3.9269908169872414,0.0,-33.8816671,150.7441627,0
