,Date,MinTemp,MaxTemp,Rainfall,Evaporation,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegionNum
13,2009-01-14,15.1,38.4,0.0,11.8,37.0,4.0,13.0,76.82459187217783,48.9846529473317,1014.6,1009.5,6.0,5.0,22.3,37.0,0,0,2009,1,14,9,0.3926990816987241,0.0,0.3926990816987241,-33.6009721,150.7496405,0
14,2009-01-15,17.6,40.7,0.0,8.8,72.0,11.0,24.0,76.82459187217783,48.9846529473317,1008.9,1005.1,6.0,5.0,29.7,39.9,0,0,2009,1,15,9,5.497787143782138,0.7853981633974483,2.356194490192345,-33.6009721,150.7496405,0
15,2009-01-16,15.9,34.9,0.4,10.8,63.0,6.0,11.0,76.82459187217783,48.9846529473317,1012.9,1007.4,6.0,5.0,19.8,30.7,0,0,2009,1,16,9,5.497787143782138,9.42477796076938,1.1780972450961724,-33.6009721,150.7496405,0
16,2009-01-17,14.7,21.4,0.2,5.2520076481835565,35.0,11.0,17.0,76.82459187217783,48.9846529473317,1020.8,1020.1,6.0,5.0,15.9,20.0,0,0,2009,1,17,9,5.105088062083414,4.319689898685965,5.497787143782138,-33.6009721,150.7496405,0
17,2009-01-18,10.7,28.0,0.0,5.2520076481835565,33.0,4.0,11.0,76.82459187217783,48.9846529473317,1022.1,1018.5,6.0,5.0,18.0,27.1,0,0,2009,1,18,9,0.7853981633974483,0.7853981633974483,0.3926990816987241,-33.6009721,150.7496405,0
18,2009-01-19,11.6,33.5,0.0,17.8,41.0,6.0,19.0,76.82459187217783,23.0,1019.4,1013.5,6.0,5.0,18.9,31.9,0,0,2009,1,19,9,5.890486225480862,1.1780972450961724,0.7853981633974483,-33.6009721,150.7496405,0
19,2009-01-20,15.4,39.0,0.0,8.0,44.0,4.0,19.0,60.0,19.0,1013.7,1008.8,6.0,5.0,22.7,38.5,0,0,2009,1,20,9,1.9634954084936207,0.7853981633974483,2.356194490192345,-33.6009721,150.7496405,0
20,2009-01-21,21.6,38.9,0.0,9.2,46.0,9.0,17.0,61.0,26.0,1011.7,1006.6,6.0,5.0,26.5,38.1,0,1,2009,1,21,9,4.319689898685965,1.1780972450961724,2.356194490192345,-33.6009721,150.7496405,0
21,2009-01-22,21.2,32.6,1.6,7.6,48.0,13.0,22.0,65.0,48.0,1008.9,1005.7,6.0,5.0,26.0,30.9,1,0,2009,1,22,9,2.356194490192345,0.3926990816987241,1.9634954084936207,-33.6009721,150.7496405,0
22,2009-01-23,23.0,36.4,0.2,5.2520076481835565,46.0,17.0,19.0,53.0,40.0,1008.9,1006.0,6.0,5.0,29.6,35.0,0,0,2009,1,23,9,5.890486225480862,1.1780972450961724,0.3926990816987241,-33.6009721,150.7496405,0
23,2009-01-24,23.0,41.0,0.0,5.2520076481835565,69.0,20.0,35.0,51.0,23.0,1004.8,1002.6,6.0,5.0,32.6,40.5,0,0,2009,1,24,9,5.497787143782138,2.356194490192345,2.748893571891069,-33.6009721,150.7496405,0
24,2009-01-25,19.8,27.6,0.0,5.2520076481835565,33.0,15.0,13.0,57.0,40.0,1019.8,1017.4,6.0,5.0,21.5,27.2,0,0,2009,1,25,9,0.0,5.105088062083414,0.3926990816987241,-33.6009721,150.7496405,0
25,2009-01-26,21.1,30.7,0.0,5.2520076481835565,39.0,9.0,19.0,64.0,51.0,1019.4,1018.1,6.0,5.0,22.5,30.1,0,1,2009,1,26,9,5.890486225480862,3.5342917352885173,5.497787143782138,-33.6009721,150.7496405,0
26,2009-01-27,19.8,29.2,10.6,37.2,28.0,9.0,9.0,99.0,63.0,1021.4,1019.1,6.0,5.0,20.3,27.3,1,0,2009,1,27,9,9.42477796076938,3.9269908169872414,5.497787143782138,-33.6009721,150.7496405,0
27,2009-01-28,18.1,35.1,0.2,4.0,33.0,7.0,17.0,99.0,38.0,1018.7,1014.6,6.0,5.0,19.3,32.9,0,0,2009,1,28,9,0.3926990816987241,1.1780972450961724,0.7853981633974483,-33.6009721,150.7496405,0
28,2009-01-29,16.9,34.7,0.0,6.6,35.0,6.0,11.0,89.0,37.0,1018.8,1014.9,6.0,5.0,21.5,32.8,0,0,2009,1,29,9,0.3926990816987241,0.7853981633974483,1.1780972450961724,-33.6009721,150.7496405,0
29,2009-01-30,17.6,34.8,0.0,7.6,37.0,6.0,13.0,74.0,32.0,1018.5,1014.2,6.0,5.0,24.3,33.3,0,0,2009,1,30,9,0.3926990816987241,0.3926990816987241,1.1780972450961724,-33.6009721,150.7496405,0
30,2009-01-31,17.5,37.5,0.0,7.4,35.0,6.0,15.0,76.0,31.0,1017.4,1012.1,6.0,5.0,23.5,36.6,0,0,2009,1,31,9,0.0,5.890486225480862,0.3926990816987241,-33.6009721,150.7496405,0
31,2009-02-01,19.7,33.3,0.0,5.2520076481835565,39.0,13.0,26.0,71.0,43.0,1015.6,1014.4,6.0,5.0,24.8,31.8,0,0,2009,2,1,9,5.497787143782138,9.42477796076938,5.890486225480862,-33.6009721,150.7496405,0
32,2009-02-02,19.5,35.5,0.0,14.8,37.0,0.0,15.0,75.0,36.0,1016.3,1010.4,6.0,5.0,25.0,34.0,0,0,2009,2,2,9,0.0,3.273915170249146,0.3926990816987241,-33.6009721,150.7496405,0
33,2009-02-03,20.5,34.0,0.0,8.0,46.0,6.0,28.0,69.0,37.0,1010.8,1008.7,6.0,5.0,24.0,31.9,0,0,2009,2,3,9,5.497787143782138,5.497787143782138,5.105088062083414,-33.6009721,150.7496405,0
34,2009-02-04,21.6,33.2,0.0,6.4,31.0,2.0,11.0,77.0,43.0,1011.6,1007.9,6.0,5.0,23.9,31.8,0,0,2009,2,4,9,0.0,5.890486225480862,1.1780972450961724,-33.6009721,150.7496405,0
35,2009-02-05,19.7,40.1,0.0,5.8,35.0,2.0,15.0,76.0,26.0,1009.2,1004.1,6.0,5.0,25.0,38.3,0,0,2009,2,5,9,0.3926990816987241,1.5707963267948966,0.7853981633974483,-33.6009721,150.7496405,0
36,2009-02-06,22.1,41.3,0.0,8.0,44.0,11.0,20.0,71.0,23.0,1010.8,1006.2,6.0,5.0,26.0,40.4,0,0,2009,2,6,9,0.3926990816987241,5.105088062083414,0.7853981633974483,-33.6009721,150.7496405,0
37,2009-02-07,21.7,41.9,0.0,5.2520076481835565,43.0,4.0,24.0,64.0,18.0,1013.4,1008.7,6.0,5.0,26.1,41.0,0,0,2009,2,7,9,0.3926990816987241,2.748893571891069,0.7853981633974483,-33.6009721,150.7496405,0
38,2009-02-08,17.6,41.4,0.0,5.2520076481835565,43.0,9.0,11.0,54.0,24.0,1010.8,1005.7,6.0,5.0,24.3,39.5,0,0,2009,2,8,9,5.497787143782138,1.1780972450961724,1.1780972450961724,-33.6009721,150.7496405,0
39,2009-02-09,21.6,23.5,0.0,28.8,30.0,11.0,15.0,83.0,71.0,1012.1,1011.6,6.0,5.0,22.0,22.5,0,1,2009,2,9,9,9.42477796076938,5.105088062083414,5.497787143782138,-33.6009721,150.7496405,0
40,2009-02-10,17.3,19.8,2.8,1.8,24.0,9.0,9.0,95.0,97.0,1011.4,1010.2,6.0,5.0,18.2,19.2,1,1,2009,2,10,9,5.497787143782138,5.105088062083414,9.42477796076938,-33.6009721,150.7496405,0
41,2009-02-11,16.2,21.8,4.6,4.0,35.0,13.0,19.0,84.0,64.0,1011.6,1011.8,6.0,5.0,16.7,21.1,1,0,2009,2,11,9,9.42477796076938,3.9269908169872414,4.319689898685965,-33.6009721,150.7496405,0
42,2009-02-12,15.6,20.6,0.0,1.6,39.0,17.0,17.0,75.0,69.0,1017.8,1018.6,6.0,5.0,18.1,20.1,0,1,2009,2,12,9,5.497787143782138,4.319689898685965,9.42477796076938,-33.6009721,150.7496405,0
43,2009-02-13,15.0,18.9,7.6,1.6,50.0,11.0,19.0,97.0,91.0,1026.1,1024.9,6.0,5.0,15.3,17.3,1,1,2009,2,13,9,5.497787143782138,3.5342917352885173,5.497787143782138,-33.6009721,150.7496405,0
44,2009-02-14,15.0,18.4,18.2,5.2520076481835565,28.0,17.0,15.0,96.0,96.0,1023.3,1019.2,6.0,5.0,15.6,17.8,1,1,2009,2,14,9,9.42477796076938,4.319689898685965,4.319689898685965,-33.6009721,150.7496405,0
45,2009-02-15,15.6,21.7,27.6,5.2520076481835565,35.0,17.0,17.0,93.0,90.0,1015.2,1014.1,6.0,5.0,17.6,20.1,1,1,2009,2,15,9,9.42477796076938,4.319689898685965,3.9269908169872414,-33.6009721,150.7496405,0
46,2009-02-16,16.5,24.4,39.8,5.2520076481835565,52.0,11.0,31.0,97.0,60.0,1018.1,1017.4,6.0,5.0,18.3,22.5,1,1,2009,2,16,9,5.497787143782138,4.319689898685965,5.497787143782138,-33.6009721,150.7496405,0
47,2009-02-17,16.5,21.8,3.4,1.8,31.0,9.0,13.0,94.0,67.0,1017.3,1015.7,6.0,5.0,18.2,21.4,1,1,2009,2,17,9,5.497787143782138,4.319689898685965,5.105088062083414,-33.6009721,150.7496405,0
48,2009-02-18,17.4,27.4,13.6,1.7,35.0,17.0,15.0,83.0,55.0,1011.0,1008.4,6.0,5.0,20.5,26.4,1,0,2009,2,18,9,4.319689898685965,3.9269908169872414,4.319689898685965,-33.6009721,150.7496405,0
49,2009-02-19,18.9,29.7,0.0,3.6,59.0,15.0,17.0,73.0,76.0,1008.0,1005.3,6.0,5.0,23.1,24.5,0,1,2009,2,19,9,3.141592653589793,1.5707963267948966,1.5707963267948966,-33.6009721,150.7496405,0
50,2009-02-20,18.8,32.4,5.0,5.3,41.0,6.0,11.0,82.0,43.0,1011.8,1008.6,6.0,5.0,21.2,31.6,1,0,2009,2,20,9,5.497787143782138,1.1780972450961724,0.3926990816987241,-33.6009721,150.7496405,0
51,2009-02-21,20.8,26.8,0.2,5.2520076481835565,41.0,2.0,11.0,90.0,87.0,1013.2,1012.6,6.0,5.0,22.0,21.7,0,1,2009,2,21,9,5.497787143782138,9.42477796076938,0.0,-33.6009721,150.7496405,0
52,2009-02-22,18.5,26.1,24.6,5.2520076481835565,28.0,6.0,7.0,89.0,60.0,1018.9,1017.0,6.0,5.0,19.6,24.9,1,0,2009,2,22,9,5.497787143782138,3.5342917352885173,0.3926990816987241,-33.6009721,150.7496405,0
53,2009-02-23,19.5,31.6,0.2,10.4,54.0,13.0,22.0,76.0,56.0,1016.9,1011.6,6.0,5.0,22.5,31.1,0,1,2009,2,23,9,1.9634954084936207,1.1780972450961724,0.7853981633974483,-33.6009721,150.7496405,0
54,2009-02-24,18.0,32.5,8.2,5.6,37.0,0.0,26.0,99.0,51.0,1014.7,1011.5,6.0,5.0,19.2,31.5,1,0,2009,2,24,9,5.497787143782138,3.273915170249146,5.890486225480862,-33.6009721,150.7496405,0
55,2009-02-25,19.2,30.0,0.2,4.6,39.0,0.0,6.0,82.0,55.0,1016.5,1013.1,6.0,5.0,22.0,29.1,0,0,2009,2,25,9,5.497787143782138,3.273915170249146,0.7853981633974483,-33.6009721,150.7496405,0
56,2009-02-26,18.8,25.5,0.0,5.2520076481835565,35.0,7.0,13.0,75.0,49.0,1020.7,1017.8,6.0,5.0,20.3,24.8,0,0,2009,2,26,9,5.890486225480862,3.9269908169872414,5.497787143782138,-33.6009721,150.7496405,0
57,2009-02-27,15.2,26.2,0.0,8.0,24.0,7.0,11.0,72.0,45.0,1018.4,1015.1,6.0,5.0,20.0,24.9,0,0,2009,2,27,9,0.0,3.9269908169872414,0.0,-33.6009721,150.7496405,0
58,2009-02-28,14.6,32.8,0.0,4.7,31.0,0.0,6.0,85.0,44.0,1009.8,1005.6,6.0,5.0,17.4,31.7,0,0,2009,2,28,9,3.9269908169872414,3.273915170249146,1.1780972450961724,-33.6009721,150.7496405,0
59,2009-03-01,17.4,28.8,0.0,5.2520076481835565,31.0,7.0,7.0,76.0,43.0,1010.8,1009.7,6.0,5.0,22.2,28.4,0,0,2009,3,1,9,5.890486225480862,1.1780972450961724,0.7853981633974483,-33.6009721,150.7496405,0
60,2009-03-02,18.3,27.8,0.0,9.3,52.0,0.0,15.0,85.0,52.0,1016.6,1014.4,6.0,5.0,20.6,27.1,0,0,2009,3,2,9,0.3926990816987241,3.273915170249146,1.1780972450961724,-33.6009721,150.7496405,0
61,2009-03-03,17.7,28.8,0.0,4.6,35.0,0.0,15.0,93.0,55.0,1018.3,1014.6,6.0,5.0,19.7,26.8,0,0,2009,3,3,9,0.3926990816987241,3.273915170249146,1.1780972450961724,-33.6009721,150.7496405,0
62,2009-03-04,19.7,25.0,0.0,4.0,44.0,0.0,4.0,89.0,53.0,1008.0,1008.5,6.0,5.0,21.6,24.1,0,0,2009,3,4,9,3.141592653589793,3.273915170249146,2.748893571891069,-33.6009721,150.7496405,0
63,2009-03-05,10.3,26.0,0.0,3.8,43.0,13.0,7.0,45.0,29.0,1010.4,1008.0,6.0,5.0,18.6,25.3,0,0,2009,3,5,9,5.890486225480862,3.5342917352885173,3.9269908169872414,-33.6009721,150.7496405,0
64,2009-03-06,9.8,26.1,0.0,4.6,31.0,0.0,13.0,77.0,39.0,1014.1,1010.5,6.0,5.0,14.4,25.2,0,0,2009,3,6,9,0.3926990816987241,3.273915170249146,0.0,-33.6009721,150.7496405,0
65,2009-03-07,13.9,28.4,0.0,5.2520076481835565,24.0,0.0,6.0,81.0,44.0,1014.6,1011.2,6.0,5.0,18.5,27.8,0,0,2009,3,7,9,0.0,3.273915170249146,1.1780972450961724,-33.6009721,150.7496405,0
66,2009-03-08,17.7,25.6,0.0,5.2520076481835565,43.0,7.0,30.0,81.0,65.0,1018.2,1017.9,6.0,5.0,20.7,24.4,0,1,2009,3,8,9,5.497787143782138,9.42477796076938,5.497787143782138,-33.6009721,150.7496405,0
67,2009-03-09,16.8,25.6,17.4,11.6,46.0,11.0,6.0,99.0,68.0,1022.6,1019.8,6.0,5.0,17.7,24.2,1,0,2009,3,9,9,3.9269908169872414,3.9269908169872414,0.0,-33.6009721,150.7496405,0
68,2009-03-10,17.7,25.9,0.2,2.0,31.0,6.0,22.0,93.0,57.0,1022.0,1020.6,6.0,5.0,19.9,24.9,0,0,2009,3,10,9,0.0,9.42477796076938,0.3926990816987241,-33.6009721,150.7496405,0
69,2009-03-11,15.1,24.2,0.0,4.2,35.0,6.0,28.0,88.0,72.0,1024.4,1022.4,6.0,5.0,18.4,23.2,0,1,2009,3,11,9,0.0,0.0,5.497787143782138,-33.6009721,150.7496405,0
70,2009-03-12,15.9,26.5,2.6,2.2,31.0,4.0,11.0,99.0,57.0,1023.1,1019.8,6.0,5.0,18.5,25.2,1,0,2009,3,12,9,0.7853981633974483,3.9269908169872414,0.7853981633974483,-33.6009721,150.7496405,0
71,2009-03-13,16.6,27.1,0.0,3.8,24.0,6.0,4.0,99.0,67.0,1019.0,1016.0,6.0,5.0,18.8,25.0,0,1,2009,3,13,9,2.748893571891069,2.356194490192345,1.9634954084936207,-33.6009721,150.7496405,0
72,2009-03-14,16.5,28.3,3.4,5.2520076481835565,41.0,0.0,2.0,99.0,55.0,1015.0,1009.8,6.0,5.0,18.1,27.8,1,1,2009,3,14,9,3.9269908169872414,3.273915170249146,1.1780972450961724,-33.6009721,150.7496405,0
73,2009-03-15,16.8,30.8,13.6,5.2520076481835565,31.0,4.0,13.0,94.0,43.0,1010.6,1006.9,6.0,5.0,19.5,30.2,1,0,2009,3,15,9,1.9634954084936207,0.3926990816987241,2.748893571891069,-33.6009721,150.7496405,0
74,2009-03-16,12.2,27.2,0.2,8.7,30.0,6.0,9.0,56.0,38.0,1012.1,1007.9,6.0,5.0,17.1,25.5,0,0,2009,3,16,9,2.748893571891069,3.9269908169872414,0.3926990816987241,-33.6009721,150.7496405,0
75,2009-03-17,10.2,25.4,0.0,5.6,30.0,0.0,13.0,76.0,37.0,1014.1,1012.0,6.0,5.0,15.2,24.3,0,0,2009,3,17,9,5.890486225480862,3.273915170249146,0.7853981633974483,-33.6009721,150.7496405,0
76,2009-03-18,15.1,26.7,0.0,4.0,28.0,0.0,9.0,74.0,48.0,1019.2,1015.5,6.0,5.0,19.0,25.6,0,0,2009,3,18,9,0.3926990816987241,3.273915170249146,0.7853981633974483,-33.6009721,150.7496405,0
77,2009-03-19,12.8,31.0,0.0,5.0,26.0,0.0,11.0,88.0,45.0,1016.9,1012.8,6.0,5.0,17.1,29.8,0,0,2009,3,19,9,0.7853981633974483,3.273915170249146,0.3926990816987241,-33.6009721,150.7496405,0
78,2009-03-20,15.2,29.9,0.0,3.9,28.0,2.0,9.0,91.0,45.0,1017.8,1015.3,6.0,5.0,20.1,29.0,0,0,2009,3,20,9,0.0,4.319689898685965,5.497787143782138,-33.6009721,150.7496405,0
79,2009-03-21,15.4,27.3,0.0,5.2520076481835565,30.0,2.0,6.0,96.0,53.0,1019.1,1016.2,6.0,5.0,18.7,27.2,0,0,2009,3,21,9,0.0,5.497787143782138,5.497787143782138,-33.6009721,150.7496405,0
80,2009-03-22,13.6,28.4,0.0,5.2520076481835565,28.0,0.0,13.0,99.0,49.0,1018.4,1014.6,6.0,5.0,16.5,26.6,0,0,2009,3,22,9,9.42477796076938,3.273915170249146,0.3926990816987241,-33.6009721,150.7496405,0
81,2009-03-23,14.2,29.8,0.2,12.2,28.0,0.0,11.0,92.0,36.0,1017.1,1014.4,6.0,5.0,18.3,29.5,0,0,2009,3,23,9,0.7853981633974483,3.273915170249146,0.0,-33.6009721,150.7496405,0
82,2009-03-24,16.9,32.7,0.0,3.6,33.0,6.0,20.0,90.0,38.0,1018.2,1014.7,6.0,5.0,20.2,32.1,0,0,2009,3,24,9,1.5707963267948966,4.319689898685965,0.7853981633974483,-33.6009721,150.7496405,0
83,2009-03-25,15.7,34.2,0.0,4.6,54.0,0.0,17.0,93.0,42.0,1019.8,1016.0,6.0,5.0,19.0,33.8,0,1,2009,3,25,9,3.141592653589793,3.273915170249146,0.7853981633974483,-33.6009721,150.7496405,0
84,2009-03-26,18.5,29.7,28.6,7.2,22.0,0.0,4.0,96.0,59.0,1019.8,1016.2,6.0,5.0,20.2,29.6,1,0,2009,3,26,9,4.319689898685965,3.273915170249146,0.7853981633974483,-33.6009721,150.7496405,0
85,2009-03-27,19.4,23.5,0.2,3.0,33.0,13.0,19.0,78.0,61.0,1024.3,1023.4,6.0,5.0,20.4,22.5,0,0,2009,3,27,9,5.105088062083414,4.319689898685965,5.105088062083414,-33.6009721,150.7496405,0
86,2009-03-28,13.5,25.5,0.0,5.2520076481835565,28.0,0.0,6.0,89.0,46.0,1025.7,1022.5,6.0,5.0,17.3,24.9,0,0,2009,3,28,9,1.5707963267948966,3.273915170249146,2.356194490192345,-33.6009721,150.7496405,0
87,2009-03-29,11.9,26.9,0.0,5.2520076481835565,28.0,0.0,11.0,99.0,46.0,1024.2,1020.6,6.0,5.0,14.4,26.0,0,0,2009,3,29,9,0.3926990816987241,3.273915170249146,0.3926990816987241,-33.6009721,150.7496405,0
88,2009-03-30,14.4,25.9,0.0,9.6,50.0,4.0,22.0,86.0,48.0,1024.4,1021.4,6.0,5.0,19.5,25.2,0,1,2009,3,30,9,5.497787143782138,9.42477796076938,5.497787143782138,-33.6009721,150.7496405,0
89,2009-03-31,18.0,20.7,3.8,3.5,41.0,17.0,19.0,89.0,95.0,1021.6,1020.4,6.0,5.0,20.1,17.1,1,1,2009,3,31,9,5.105088062083414,5.105088062083414,9.42477796076938,-33.6009721,150.7496405,0
90,2009-04-01,17.1,23.2,58.4,0.0,43.0,13.0,22.0,99.0,83.0,1020.9,1020.6,6.0,5.0,19.2,22.5,1,1,2009,4,1,9,5.497787143782138,5.105088062083414,5.497787143782138,-33.6009721,150.7496405,0
91,2009-04-02,18.9,24.5,16.4,0.2,41.0,9.0,15.0,97.0,81.0,1023.2,1021.5,6.0,5.0,20.8,22.5,1,1,2009,4,2,9,0.7853981633974483,5.105088062083414,0.0,-33.6009721,150.7496405,0
92,2009-04-03,17.6,26.5,6.8,1.3,24.0,0.0,9.0,99.0,66.0,1021.3,1016.3,6.0,5.0,20.0,26.2,1,0,2009,4,3,9,0.7853981633974483,3.273915170249146,1.1780972450961724,-33.6009721,150.7496405,0
93,2009-04-04,18.1,20.2,0.8,5.2520076481835565,37.0,7.0,19.0,95.0,66.0,1017.6,1019.2,6.0,5.0,19.1,19.4,0,0,2009,4,4,9,3.141592653589793,4.319689898685965,5.497787143782138,-33.6009721,150.7496405,0
94,2009-04-05,16.4,24.1,0.0,5.2520076481835565,30.0,0.0,17.0,76.0,59.0,1020.1,1014.0,6.0,5.0,18.4,23.6,0,0,2009,4,5,9,1.1780972450961724,3.273915170249146,1.1780972450961724,-33.6009721,150.7496405,0
95,2009-04-06,11.9,21.5,0.0,7.4,31.0,19.0,19.0,74.0,58.0,1020.8,1019.0,6.0,5.0,18.8,20.9,0,0,2009,4,6,9,5.890486225480862,9.42477796076938,5.497787143782138,-33.6009721,150.7496405,0
96,2009-04-07,15.6,21.8,0.0,2.3,31.0,9.0,13.0,69.0,57.0,1025.9,1023.6,6.0,5.0,17.3,21.4,0,0,2009,4,7,9,5.890486225480862,4.319689898685965,0.0,-33.6009721,150.7496405,0
97,2009-04-08,9.8,23.3,0.0,3.0,28.0,0.0,9.0,76.0,47.0,1027.6,1024.2,6.0,5.0,16.8,22.9,0,0,2009,4,8,9,5.890486225480862,3.273915170249146,1.5707963267948966,-33.6009721,150.7496405,0
98,2009-04-09,11.7,24.1,0.0,2.6,22.0,6.0,15.0,87.0,50.0,1025.8,1021.4,6.0,5.0,16.2,23.5,0,0,2009,4,9,9,0.7853981633974483,5.497787143782138,0.7853981633974483,-33.6009721,150.7496405,0
99,2009-04-10,10.5,24.8,0.2,5.2520076481835565,17.0,0.0,7.0,99.0,49.0,1023.7,1020.4,6.0,5.0,14.3,24.4,0,0,2009,4,10,9,1.1780972450961724,3.273915170249146,0.3926990816987241,-33.6009721,150.7496405,0
100,2009-04-11,14.2,23.9,0.0,5.2520076481835565,13.0,0.0,0.0,97.0,67.0,1025.6,1022.8,6.0,5.0,17.2,23.2,0,1,2009,4,11,9,3.5342917352885173,3.273915170249146,2.9897061975328385,-33.6009721,150.7496405,0
101,2009-04-12,17.2,24.3,1.2,5.2520076481835565,22.0,0.0,7.0,92.0,72.0,1023.3,1020.6,6.0,5.0,20.0,23.5,1,0,2009,4,12,9,2.748893571891069,3.273915170249146,3.5342917352885173,-33.6009721,150.7496405,0
102,2009-04-13,17.9,22.3,0.2,5.2520076481835565,19.0,6.0,15.0,89.0,79.0,1022.6,1019.1,6.0,5.0,20.0,21.4,0,1,2009,4,13,9,5.497787143782138,3.9269908169872414,5.497787143782138,-33.6009721,150.7496405,0
103,2009-04-14,16.1,25.9,3.4,8.0,17.0,4.0,6.0,88.0,61.0,1015.1,1010.7,6.0,5.0,20.0,25.3,1,0,2009,4,14,9,0.0,1.1780972450961724,0.3926990816987241,-33.6009721,150.7496405,0
104,2009-04-15,12.6,28.8,0.2,2.6,48.0,6.0,30.0,71.0,29.0,1011.5,1007.3,6.0,5.0,20.3,28.5,0,0,2009,4,15,9,3.141592653589793,0.7853981633974483,2.748893571891069,-33.6009721,150.7496405,0
105,2009-04-16,10.5,24.4,0.2,5.0,22.0,4.0,11.0,55.0,40.0,1015.4,1011.2,6.0,5.0,16.4,23.8,0,0,2009,4,16,9,9.42477796076938,0.7853981633974483,5.890486225480862,-33.6009721,150.7496405,0
106,2009-04-17,8.8,23.6,0.0,3.2,30.0,4.0,22.0,83.0,37.0,1016.8,1015.2,6.0,5.0,14.7,23.1,0,0,2009,4,17,9,9.42477796076938,3.9269908169872414,5.890486225480862,-33.6009721,150.7496405,0
