,Date,MinTemp,MaxTemp,Rainfall,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegionNum
14,2009-01-15,12.456392694063927,39.5,0.0,13.1,43.47347740667976,31.0,17.0,41.0,15.0,1015.4,1011.5,0.0,0.0,23.2,37.8,0,0,2009,1,15,38,2.896869375171649,0.0,0.0,-31.667778,116.015,5
15,2009-01-16,23.2,43.7,0.0,13.1,43.47347740667976,24.0,15.0,13.0,23.0,1010.5,1010.0,0.0,0.0,32.8,34.4,0,0,2009,1,16,38,2.896869375171649,0.7853981633974483,2.748893571891069,-31.667778,116.015,5
16,2009-01-17,17.0,33.7,0.0,7.2,44.0,11.0,19.0,59.0,28.0,1015.1,1013.4,4.0,4.0,21.9,33.2,0,0,2009,1,17,38,5.105088062083414,9.42477796076938,4.319689898685965,-31.667778,116.015,5
17,2009-01-18,21.7,33.2,0.0,4.8,59.0,11.0,20.0,48.0,31.0,1015.3,1011.5,4.0,4.0,23.1,31.4,0,0,2009,1,18,38,5.890486225480862,9.42477796076938,4.319689898685965,-31.667778,116.015,5
18,2009-01-19,16.8,30.8,0.0,13.2,72.0,20.0,13.0,60.0,35.0,1016.0,1013.3,1.0,1.0,20.2,28.4,0,0,2009,1,19,38,5.890486225480862,9.42477796076938,5.105088062083414,-31.667778,116.015,5
19,2009-01-20,15.7,31.8,0.0,13.0,46.0,24.0,20.0,50.0,24.0,1018.0,1014.2,0.0,1.0,18.8,31.2,0,0,2009,1,20,38,3.9269908169872414,5.890486225480862,4.319689898685965,-31.667778,116.015,5
20,2009-01-21,13.6,30.3,0.0,13.0,52.0,17.0,28.0,68.0,34.0,1015.7,1012.4,0.0,2.0,19.4,28.4,0,0,2009,1,21,38,9.42477796076938,9.42477796076938,3.5342917352885173,-31.667778,116.015,5
21,2009-01-22,17.1,30.6,0.0,11.1,46.0,17.0,22.0,75.0,41.0,1013.4,1011.1,8.0,0.0,20.4,29.7,0,0,2009,1,22,38,3.9269908169872414,9.42477796076938,3.9269908169872414,-31.667778,116.015,5
22,2009-01-23,19.5,29.8,0.0,10.7,39.0,17.0,24.0,71.0,45.0,1013.6,1011.1,8.0,1.0,21.3,28.8,0,0,2009,1,23,38,3.9269908169872414,5.105088062083414,4.319689898685965,-31.667778,116.015,5
23,2009-01-24,11.9,33.8,0.0,13.0,41.0,7.0,24.0,73.0,32.0,1013.4,1010.6,4.0,4.0,19.6,33.2,0,0,2009,1,24,38,3.5342917352885173,3.141592653589793,3.9269908169872414,-31.667778,116.015,5
24,2009-01-25,15.4,26.44340554922083,0.0,13.2,43.47347740667976,15.0,13.0,26.0,16.0,1011.9,1007.6,4.0,4.0,25.8,38.7,0,0,2009,1,25,38,2.896869375171649,5.497787143782138,5.890486225480862,-31.667778,116.015,5
25,2009-01-26,12.456392694063927,32.5,0.0,13.0,39.0,7.0,26.0,95.0,37.0,1007.9,1007.4,8.0,4.0,20.2,31.2,0,0,2009,1,26,38,3.9269908169872414,2.748893571891069,3.9269908169872414,-31.667778,116.015,5
26,2009-01-27,16.1,35.2,0.0,12.6,43.0,20.0,9.0,57.0,33.0,1007.8,1003.6,2.0,6.0,23.2,33.8,0,0,2009,1,27,38,3.9269908169872414,0.0,0.3926990816987241,-31.667778,116.015,5
27,2009-01-28,20.1,32.6,0.0,6.5,43.0,13.0,11.0,71.0,51.0,1003.4,1000.7,7.0,6.0,23.7,29.9,0,0,2009,1,28,38,3.5342917352885173,5.497787143782138,3.9269908169872414,-31.667778,116.015,5
28,2009-01-29,20.2,25.0,0.0,0.3,33.0,22.0,13.0,71.0,57.0,1007.6,1007.5,8.0,8.0,21.1,24.6,0,0,2009,1,29,38,4.319689898685965,4.319689898685965,9.42477796076938,-31.667778,116.015,5
29,2009-01-30,18.1,26.44340554922083,0.0,6.4,43.47347740667976,17.0,9.0,68.0,47.0,1010.1,1006.6,8.0,8.0,21.7,30.1,0,0,2009,1,30,38,2.896869375171649,5.497787143782138,5.890486225480862,-31.667778,116.015,5
30,2009-01-31,12.456392694063927,36.1,0.0,8.978000757288907,63.0,17.0,15.0,58.0,42.0,1008.5,1005.9,1.0,1.0,27.6,32.5,0,0,2009,1,31,38,9.42477796076938,0.3926990816987241,5.497787143782138,-31.667778,116.015,5
31,2009-02-01,23.2,38.7,0.0,13.1,44.0,15.0,15.0,62.0,24.0,1011.3,1008.4,4.0,1.0,27.7,37.5,0,0,2009,2,1,38,3.5342917352885173,0.3926990816987241,9.42477796076938,-31.667778,116.015,5
32,2009-02-02,19.4,40.6,0.0,13.1,41.0,6.0,22.0,46.0,20.0,1010.4,1007.7,1.0,2.0,30.5,39.8,0,0,2009,2,2,38,3.9269908169872414,1.1780972450961724,3.9269908169872414,-31.667778,116.015,5
33,2009-02-03,17.6,36.1,0.0,11.9,35.0,6.0,28.0,81.0,29.0,1010.1,1007.9,2.0,0.0,22.5,34.4,0,0,2009,2,3,38,3.5342917352885173,3.5342917352885173,3.5342917352885173,-31.667778,116.015,5
34,2009-02-04,17.8,34.2,0.0,13.0,43.0,19.0,24.0,59.0,28.0,1012.0,1009.5,2.0,0.0,23.1,32.1,0,0,2009,2,4,38,4.319689898685965,5.497787143782138,4.319689898685965,-31.667778,116.015,5
35,2009-02-05,17.5,34.4,0.0,12.9,57.0,19.0,20.0,50.0,22.0,1010.7,1006.1,0.0,0.0,21.2,32.9,0,0,2009,2,5,38,5.890486225480862,5.890486225480862,9.42477796076938,-31.667778,116.015,5
36,2009-02-06,14.3,28.3,0.0,12.3,54.0,24.0,31.0,63.0,33.0,1008.7,1006.0,3.0,2.0,18.0,26.9,0,0,2009,2,6,38,3.9269908169872414,9.42477796076938,3.9269908169872414,-31.667778,116.015,5
37,2009-02-07,9.2,28.8,0.0,12.7,41.0,17.0,22.0,53.0,27.0,1013.9,1011.8,4.0,4.0,18.5,28.0,0,0,2009,2,7,38,5.105088062083414,5.497787143782138,9.42477796076938,-31.667778,116.015,5
38,2009-02-08,15.0,33.3,0.0,13.0,67.0,39.0,28.0,44.0,21.0,1016.5,1014.6,4.0,4.0,19.0,32.1,0,0,2009,2,8,38,0.0,0.0,5.890486225480862,-31.667778,116.015,5
39,2009-02-09,18.5,35.0,0.0,12.9,65.0,41.0,28.0,47.0,16.0,1016.5,1014.4,0.0,0.0,21.3,33.5,0,0,2009,2,9,38,0.0,0.0,0.7853981633974483,-31.667778,116.015,5
40,2009-02-10,21.2,36.5,0.0,11.4,63.0,33.0,17.0,40.0,14.0,1015.3,1012.5,0.0,3.0,24.0,34.9,0,0,2009,2,10,38,0.3926990816987241,0.3926990816987241,0.7853981633974483,-31.667778,116.015,5
41,2009-02-11,23.9,39.2,0.0,12.8,46.0,20.0,9.0,21.0,11.0,1012.1,1009.2,0.0,0.0,28.2,37.5,0,0,2009,2,11,38,0.7853981633974483,1.1780972450961724,3.141592653589793,-31.667778,116.015,5
42,2009-02-12,20.1,41.6,0.0,9.4,50.0,15.0,28.0,17.0,17.0,1007.2,1007.3,3.0,5.0,30.1,34.7,0,0,2009,2,12,38,3.5342917352885173,1.1780972450961724,4.319689898685965,-31.667778,116.015,5
43,2009-02-13,21.6,27.0,0.0,4.3,50.0,26.0,26.0,61.0,52.0,1013.3,1011.8,8.0,6.0,22.5,25.1,0,0,2009,2,13,38,5.497787143782138,5.890486225480862,0.0,-31.667778,116.015,5
44,2009-02-14,19.0,32.8,0.0,1.3,65.0,28.0,20.0,43.0,26.0,1008.6,1006.0,4.0,4.0,23.7,30.7,0,0,2009,2,14,38,5.890486225480862,5.890486225480862,5.497787143782138,-31.667778,116.015,5
45,2009-02-15,15.3,35.4,0.0,12.0,37.0,9.0,24.0,80.0,24.0,1008.2,1005.7,4.0,4.0,21.1,33.7,0,0,2009,2,15,38,3.5342917352885173,2.356194490192345,3.9269908169872414,-31.667778,116.015,5
46,2009-02-16,17.9,28.4,0.0,11.4,44.0,24.0,28.0,71.0,38.0,1010.8,1009.8,4.0,0.0,21.3,27.9,0,0,2009,2,16,38,3.5342917352885173,3.9269908169872414,3.9269908169872414,-31.667778,116.015,5
47,2009-02-17,14.7,32.3,0.0,12.5,56.0,20.0,13.0,60.0,28.0,1012.8,1009.4,1.0,1.0,20.0,30.4,0,0,2009,2,17,38,5.890486225480862,5.497787143782138,5.105088062083414,-31.667778,116.015,5
48,2009-02-18,17.7,32.1,0.0,12.5,67.0,19.0,20.0,55.0,24.0,1012.8,1009.7,0.0,0.0,20.6,31.1,0,0,2009,2,18,38,5.890486225480862,0.0,5.497787143782138,-31.667778,116.015,5
49,2009-02-19,17.2,34.2,0.0,12.4,57.0,28.0,9.0,48.0,21.0,1013.0,1010.8,0.0,0.0,20.7,32.2,0,0,2009,2,19,38,0.0,0.0,4.319689898685965,-31.667778,116.015,5
50,2009-02-20,19.8,37.2,0.0,12.3,59.0,33.0,13.0,44.0,19.0,1014.5,1012.5,0.0,1.0,22.8,35.1,0,0,2009,2,20,38,0.0,0.0,0.7853981633974483,-31.667778,116.015,5
51,2009-02-21,22.7,40.2,0.0,11.0,52.0,26.0,15.0,25.0,13.0,1011.4,1007.8,4.0,4.0,28.3,38.2,0,0,2009,2,21,38,0.3926990816987241,0.7853981633974483,2.748893571891069,-31.667778,116.015,5
52,2009-02-22,19.5,33.4,0.0,10.9,44.0,24.0,20.0,48.0,25.0,1012.0,1009.9,4.0,4.0,22.3,32.4,0,0,2009,2,22,38,5.890486225480862,9.42477796076938,9.42477796076938,-31.667778,116.015,5
53,2009-02-23,17.6,35.6,0.0,11.8,70.0,28.0,13.0,53.0,24.0,1012.2,1008.8,6.0,6.0,19.9,33.1,0,0,2009,2,23,38,0.0,0.0,0.3926990816987241,-31.667778,116.015,5
54,2009-02-24,18.6,26.5,0.0,5.7,41.0,15.0,26.0,72.0,49.0,1006.6,1007.0,3.0,4.0,22.5,24.8,0,0,2009,2,24,38,3.5342917352885173,3.141592653589793,3.5342917352885173,-31.667778,116.015,5
55,2009-02-25,12.5,24.9,0.0,4.2,50.0,13.0,35.0,73.0,83.0,1007.3,1006.6,8.0,8.0,18.3,18.6,0,0,2009,2,25,38,3.141592653589793,1.5707963267948966,3.141592653589793,-31.667778,116.015,5
56,2009-02-26,12.456392694063927,24.8,1.0,11.3,43.47347740667976,6.0,22.0,68.0,35.0,1016.6,1015.5,1.0,3.0,16.1,23.4,0,0,2009,2,26,38,2.896869375171649,0.7853981633974483,9.42477796076938,-31.667778,116.015,5
57,2009-02-27,13.0,32.4,0.0,12.0,46.0,11.0,11.0,60.0,18.0,1015.7,1011.7,0.0,1.0,18.5,30.8,0,0,2009,2,27,38,4.319689898685965,5.890486225480862,3.141592653589793,-31.667778,116.015,5
58,2009-02-28,15.2,37.4,0.0,9.2,50.0,9.0,15.0,48.0,20.0,1009.1,1005.3,4.0,4.0,22.0,34.8,0,0,2009,2,28,38,0.3926990816987241,5.497787143782138,0.0,-31.667778,116.015,5
59,2009-03-01,22.0,34.3,0.0,9.7,56.0,9.0,19.0,55.0,40.0,1005.7,1002.2,4.0,4.0,26.0,32.8,0,0,2009,3,1,38,0.3926990816987241,0.7853981633974483,3.141592653589793,-31.667778,116.015,5
60,2009-03-02,18.1,25.2,0.0,9.5,54.0,33.0,43.0,69.0,41.0,1008.6,1010.2,8.0,4.0,18.4,23.0,0,0,2009,3,2,38,4.319689898685965,4.319689898685965,4.319689898685965,-31.667778,116.015,5
61,2009-03-03,8.4,25.7,0.0,11.2,44.0,22.0,28.0,52.0,23.0,1025.2,1022.9,0.0,0.0,14.2,24.1,0,0,2009,3,3,38,5.497787143782138,5.890486225480862,5.890486225480862,-31.667778,116.015,5
62,2009-03-04,14.1,31.0,0.0,11.7,46.0,19.0,28.0,46.0,17.0,1026.8,1022.3,1.0,1.0,17.1,28.9,0,0,2009,3,4,38,0.0,0.3926990816987241,0.0,-31.667778,116.015,5
63,2009-03-05,17.1,34.5,0.0,11.7,35.0,15.0,13.0,34.0,13.0,1023.7,1019.5,0.0,0.0,21.6,33.0,0,0,2009,3,5,38,0.0,0.7853981633974483,0.3926990816987241,-31.667778,116.015,5
64,2009-03-06,16.8,35.7,0.0,11.6,59.0,9.0,22.0,27.0,11.0,1019.2,1016.1,1.0,0.0,24.8,34.2,0,0,2009,3,6,38,0.0,0.0,4.319689898685965,-31.667778,116.015,5
65,2009-03-07,17.6,31.9,0.0,11.5,72.0,46.0,20.0,54.0,23.0,1019.0,1016.9,4.0,4.0,19.3,30.0,0,0,2009,3,7,38,0.0,0.0,0.0,-31.667778,116.015,5
66,2009-03-08,19.2,35.4,0.0,11.7,48.0,20.0,15.0,33.0,13.0,1016.0,1013.3,4.0,4.0,22.8,34.0,0,0,2009,3,8,38,0.3926990816987241,0.3926990816987241,9.42477796076938,-31.667778,116.015,5
67,2009-03-09,14.5,36.7,0.0,11.6,39.0,15.0,20.0,25.0,12.0,1015.9,1013.2,0.0,1.0,25.9,35.7,0,0,2009,3,9,38,4.319689898685965,0.7853981633974483,3.5342917352885173,-31.667778,116.015,5
68,2009-03-10,13.0,38.4,0.0,11.8,39.0,7.0,17.0,23.0,10.0,1013.5,1010.9,1.0,0.0,27.0,37.7,0,0,2009,3,10,38,1.1780972450961724,0.7853981633974483,2.356194490192345,-31.667778,116.015,5
69,2009-03-11,11.7,31.4,0.0,4.9,43.47347740667976,4.0,17.0,42.0,21.0,1011.7,1011.7,2.0,7.0,20.4,30.5,0,0,2009,3,11,38,2.896869375171649,1.9634954084936207,9.42477796076938,-31.667778,116.015,5
70,2009-03-12,17.8,27.4,0.0,5.3,43.47347740667976,11.0,9.0,64.0,45.0,1013.8,1012.8,8.0,4.0,20.7,26.1,0,0,2009,3,12,38,2.896869375171649,0.0,3.141592653589793,-31.667778,116.015,5
71,2009-03-13,11.9,29.3,0.0,11.0,44.0,13.0,9.0,52.0,24.0,1019.5,1017.5,2.0,0.0,18.2,27.6,0,0,2009,3,13,38,5.105088062083414,5.105088062083414,4.319689898685965,-31.667778,116.015,5
72,2009-03-14,14.6,31.7,0.0,10.9,54.0,28.0,20.0,49.0,25.0,1020.7,1016.4,4.0,4.0,16.8,29.6,0,0,2009,3,14,38,5.890486225480862,0.0,0.0,-31.667778,116.015,5
73,2009-03-15,16.7,40.1,0.0,7.1,54.0,13.0,15.0,24.0,13.0,1013.7,1010.2,4.0,4.0,24.6,38.1,0,0,2009,3,15,38,0.0,0.7853981633974483,1.5707963267948966,-31.667778,116.015,5
74,2009-03-16,14.9,35.4,0.0,10.8,37.0,6.0,28.0,48.0,27.0,1012.4,1010.5,0.0,0.0,21.6,33.3,0,0,2009,3,16,38,3.141592653589793,1.9634954084936207,3.141592653589793,-31.667778,116.015,5
75,2009-03-17,15.8,25.8,0.0,2.9,44.0,11.0,30.0,78.0,68.0,1013.9,1013.1,5.0,8.0,19.2,21.4,0,0,2009,3,17,38,3.141592653589793,1.9634954084936207,3.5342917352885173,-31.667778,116.015,5
76,2009-03-18,12.2,24.7,0.6,9.8,39.0,7.0,22.0,78.0,35.0,1017.3,1015.9,7.0,0.0,17.1,23.7,0,0,2009,3,18,38,3.9269908169872414,3.9269908169872414,4.319689898685965,-31.667778,116.015,5
77,2009-03-19,7.2,27.5,0.0,11.5,37.0,6.0,24.0,68.0,30.0,1016.3,1011.7,2.0,4.0,14.7,26.5,0,0,2009,3,19,38,3.141592653589793,2.748893571891069,4.319689898685965,-31.667778,116.015,5
78,2009-03-23,11.3,25.2,0.6,8.0,48.0,6.0,24.0,70.0,56.0,1014.5,1013.1,2.0,6.0,17.1,24.2,0,0,2009,3,23,38,3.5342917352885173,1.9634954084936207,3.9269908169872414,-31.667778,116.015,5
79,2009-03-24,11.5,26.3,1.0,10.0,39.0,6.0,20.0,85.0,37.0,1016.9,1015.7,2.0,2.0,17.0,24.9,0,0,2009,3,24,38,3.9269908169872414,1.9634954084936207,3.5342917352885173,-31.667778,116.015,5
80,2009-03-25,12.4,27.7,0.0,10.6,35.0,4.0,11.0,90.0,37.0,1019.6,1018.0,3.0,3.0,16.0,26.3,0,0,2009,3,25,38,3.5342917352885173,1.9634954084936207,5.105088062083414,-31.667778,116.015,5
81,2009-03-26,12.9,34.2,0.0,10.7,46.0,28.0,11.0,59.0,23.0,1020.9,1018.2,3.0,2.0,19.5,32.4,0,0,2009,3,26,38,0.0,0.0,0.7853981633974483,-31.667778,116.015,5
82,2009-03-27,13.0,39.5,0.0,10.7,43.0,4.0,26.0,62.0,16.0,1017.6,1013.8,0.0,0.0,19.6,37.2,0,0,2009,3,27,38,1.5707963267948966,2.356194490192345,3.141592653589793,-31.667778,116.015,5
83,2009-03-28,14.3,30.1,0.0,10.8,50.0,22.0,20.0,81.0,31.0,1019.7,1016.3,4.0,4.0,17.4,28.2,0,0,2009,3,28,38,5.890486225480862,9.42477796076938,9.42477796076938,-31.667778,116.015,5
84,2009-03-29,17.3,26.0,0.0,8.4,54.0,28.0,31.0,56.0,35.0,1021.0,1017.3,5.0,4.0,19.5,25.4,0,0,2009,3,29,38,5.497787143782138,5.497787143782138,5.890486225480862,-31.667778,116.015,5
85,2009-03-30,17.3,27.4,0.0,8.9,43.47347740667976,19.0,26.0,65.0,45.0,1015.6,1011.6,7.0,2.0,19.8,26.1,0,0,2009,3,30,38,2.896869375171649,5.890486225480862,9.42477796076938,-31.667778,116.015,5
86,2009-03-31,13.5,26.2,0.0,8.1,50.0,11.0,31.0,74.0,41.0,1017.0,1014.8,6.0,3.0,18.2,25.2,0,0,2009,3,31,38,3.5342917352885173,5.105088062083414,3.9269908169872414,-31.667778,116.015,5
87,2009-04-01,12.7,24.6,0.0,9.5,39.0,17.0,9.0,56.0,23.0,1023.0,1019.6,6.0,0.0,16.5,23.6,0,0,2009,4,1,38,5.105088062083414,5.105088062083414,3.141592653589793,-31.667778,116.015,5
88,2009-04-02,9.3,26.6,0.0,10.1,41.0,19.0,24.0,53.0,20.0,1024.5,1021.8,4.0,0.0,17.3,26.4,0,0,2009,4,2,38,5.890486225480862,0.0,4.319689898685965,-31.667778,116.015,5
89,2009-04-03,12.4,28.2,0.0,10.8,43.47347740667976,43.0,30.0,56.0,25.0,1026.4,1024.1,0.0,4.0,17.9,27.4,0,0,2009,4,3,38,2.896869375171649,0.0,5.890486225480862,-31.667778,116.015,5
90,2009-04-04,15.9,29.2,0.0,10.3,48.0,19.0,17.0,40.0,19.0,1027.7,1024.0,4.0,4.0,20.0,28.7,0,0,2009,4,4,38,0.0,0.0,5.890486225480862,-31.667778,116.015,5
91,2009-04-05,15.1,27.9,0.0,10.8,46.0,19.0,26.0,48.0,24.0,1027.9,1023.3,4.0,4.0,19.1,27.2,0,0,2009,4,5,38,0.0,0.3926990816987241,5.890486225480862,-31.667778,116.015,5
92,2009-04-06,16.1,28.9,0.0,10.9,46.0,22.0,24.0,45.0,21.0,1024.8,1019.7,1.0,2.0,19.9,28.2,0,0,2009,4,6,38,0.3926990816987241,0.7853981633974483,0.3926990816987241,-31.667778,116.015,5
93,2009-04-07,18.6,31.7,0.0,10.4,59.0,35.0,13.0,39.0,17.0,1021.5,1017.8,0.0,1.0,22.0,30.7,0,0,2009,4,7,38,0.3926990816987241,0.7853981633974483,0.7853981633974483,-31.667778,116.015,5
94,2009-04-08,20.6,34.5,0.0,10.0,37.0,20.0,20.0,23.0,13.0,1019.1,1015.7,0.0,6.0,25.0,32.7,0,0,2009,4,8,38,0.7853981633974483,0.7853981633974483,3.9269908169872414,-31.667778,116.015,5
95,2009-04-09,16.7,35.2,0.0,9.7,39.0,7.0,19.0,28.0,11.0,1017.8,1013.9,4.0,2.0,23.0,34.4,0,0,2009,4,9,38,0.0,0.3926990816987241,3.9269908169872414,-31.667778,116.015,5
96,2009-04-10,18.0,35.7,0.0,10.5,54.0,19.0,15.0,48.0,10.0,1015.9,1010.7,4.0,4.0,21.5,35.1,0,0,2009,4,10,38,0.0,0.3926990816987241,0.7853981633974483,-31.667778,116.015,5
97,2009-04-11,12.5,33.4,0.0,10.0,35.0,13.0,20.0,55.0,39.0,1014.5,1011.0,4.0,4.0,20.1,30.1,0,0,2009,4,11,38,2.356194490192345,1.5707963267948966,3.9269908169872414,-31.667778,116.015,5
98,2009-04-12,12.3,34.2,0.0,10.6,57.0,33.0,28.0,17.0,8.0,1015.3,1012.0,4.0,4.0,25.8,33.5,0,0,2009,4,12,38,0.3926990816987241,0.3926990816987241,0.3926990816987241,-31.667778,116.015,5
99,2009-04-13,22.3,24.8,0.0,0.1,63.0,39.0,9.0,40.0,54.0,1012.9,1011.9,4.0,4.0,22.6,21.7,0,1,2009,4,13,38,0.0,0.0,0.7853981633974483,-31.667778,116.015,5
100,2009-04-14,15.7,28.7,6.2,8.0,44.0,7.0,22.0,55.0,35.0,1015.9,1013.3,4.0,6.0,21.5,27.0,1,0,2009,4,14,38,5.497787143782138,5.497787143782138,5.105088062083414,-31.667778,116.015,5
101,2009-04-15,14.4,26.9,0.0,10.5,39.0,11.0,15.0,59.0,33.0,1018.4,1014.4,2.0,0.0,17.4,26.6,0,0,2009,4,15,38,5.497787143782138,5.497787143782138,5.105088062083414,-31.667778,116.015,5
102,2009-04-16,14.1,29.0,0.0,10.6,43.47347740667976,11.0,9.0,54.0,29.0,1016.1,1011.7,0.0,2.0,17.8,28.4,0,0,2009,4,16,38,2.896869375171649,5.890486225480862,0.0,-31.667778,116.015,5
103,2009-04-20,13.3,30.5,11.0,10.7,31.0,0.0,22.0,96.0,44.0,1013.9,1010.2,8.0,3.0,15.6,28.8,1,0,2009,4,20,38,3.5342917352885173,2.8411854961502243,3.9269908169872414,-31.667778,116.015,5
104,2009-04-21,12.1,31.6,0.0,10.5,33.0,13.0,20.0,41.0,29.0,1009.2,1005.3,1.0,2.0,25.2,30.3,0,0,2009,4,21,38,0.3926990816987241,1.1780972450961724,3.5342917352885173,-31.667778,116.015,5
105,2009-04-22,10.7,22.4,0.0,8.4,54.0,11.0,35.0,76.0,44.0,1012.1,1013.9,2.0,5.0,17.6,20.6,0,0,2009,4,22,38,4.319689898685965,9.42477796076938,4.319689898685965,-31.667778,116.015,5
106,2009-04-23,3.9,21.3,0.0,7.3,44.0,13.0,20.0,52.0,37.0,1024.7,1022.0,7.0,2.0,14.9,20.5,0,0,2009,4,23,38,4.319689898685965,5.497787143782138,4.319689898685965,-31.667778,116.015,5
107,2009-04-24,6.9,22.9,0.0,6.2,41.0,4.0,24.0,72.0,54.0,1024.8,1021.6,8.0,7.0,15.6,21.8,0,0,2009,4,24,38,4.319689898685965,4.319689898685965,9.42477796076938,-31.667778,116.015,5
108,2009-04-25,13.2,23.7,0.0,7.2,35.0,6.0,20.0,65.0,48.0,1024.1,1021.4,1.0,1.0,18.5,22.6,0,0,2009,4,25,38,3.9269908169872414,5.105088062083414,4.319689898685965,-31.667778,116.015,5
109,2009-04-26,7.4,26.8,0.0,9.4,33.0,4.0,7.0,76.0,32.0,1023.5,1019.3,4.0,4.0,16.6,25.9,0,0,2009,4,26,38,3.5342917352885173,9.42477796076938,2.356194490192345,-31.667778,116.015,5
110,2009-04-27,10.7,29.9,0.0,9.3,37.0,6.0,26.0,41.0,28.0,1020.0,1017.6,4.0,4.0,21.2,27.9,0,0,2009,4,27,38,3.9269908169872414,0.7853981633974483,3.9269908169872414,-31.667778,116.015,5
111,2009-04-28,13.2,29.0,0.0,10.1,39.0,17.0,20.0,61.0,29.0,1024.0,1020.2,0.0,0.0,18.7,28.3,0,0,2009,4,28,38,0.0,5.497787143782138,0.0,-31.667778,116.015,5
112,2009-04-29,17.2,28.6,0.0,3.8,37.0,6.0,20.0,40.0,32.0,1020.3,1018.9,8.0,7.0,21.4,26.2,0,0,2009,4,29,38,3.9269908169872414,1.9634954084936207,3.9269908169872414,-31.667778,116.015,5
