,Date,MinTemp,MaxTemp,Rainfall,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegionNum,NonMesNum
12,2008-12-13,18.2,31.6,29.8,0.0,50.0,95.0,51.0,8.0,7.0,22.2,28.8,1,0,2008,12,13,5,3.068697886549468,2.356194490192345,-32.9192953,151.7795348,0,3
13,2008-12-14,18.2,27.2,1.0,19.0,46.0,55.0,39.0,3.0,3.0,22.0,25.4,0,0,2008,12,14,5,3.9269908169872414,2.356194490192345,-32.9192953,151.7795348,0,3
14,2008-12-15,16.6,22.8,0.0,9.0,28.0,42.0,49.0,4.0,1.0,20.4,21.8,0,0,2008,12,15,5,9.42477796076938,5.497787143782138,-32.9192953,151.7795348,0,3
15,2008-12-16,11.6,27.0,0.0,0.0,4.0,72.0,51.0,0.0,1.0,18.8,26.0,0,0,2008,12,16,5,3.068697886549468,0.7853981633974483,-32.9192953,151.7795348,0,3
16,2008-12-17,14.4,29.0,0.0,0.0,7.0,51.0,44.0,2.0,1.0,23.2,28.2,0,0,2008,12,17,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
17,2008-12-18,17.6,34.0,0.0,4.0,56.0,91.0,34.0,2.0,7.0,20.0,31.0,0,1,2008,12,18,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
18,2008-12-19,18.0,26.6,1.2,0.0,46.0,71.0,98.0,1.0,2.0,22.4,23.0,1,0,2008,12,19,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
19,2008-12-20,17.6,21.6,0.0,19.0,9.0,96.0,96.0,6.0,5.0,19.4,20.8,0,0,2008,12,20,5,9.42477796076938,5.497787143782138,-32.9192953,151.7795348,0,3
20,2008-12-21,12.6,24.2,0.0,4.0,19.0,96.0,98.0,3.0,2.0,20.0,23.6,0,0,2008,12,21,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
21,2008-12-22,15.2,26.4,0.0,7.0,19.0,100.0,49.0,1.0,1.0,20.6,25.4,0,0,2008,12,22,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,0,3
22,2008-12-23,16.0,31.0,0.0,4.0,0.0,62.0,42.0,6.0,8.0,21.6,29.0,0,1,2008,12,23,5,2.356194490192345,4.021946742479966,-32.9192953,151.7795348,0,3
23,2008-12-24,18.8,24.083741888968998,2.0,9.0,9.0,81.0,73.0,8.0,8.0,20.2,21.0,1,0,2008,12,24,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
24,2008-12-25,13.738447111777944,25.6,0.0,5.986226893802102,10.614457831325302,74.01479076479076,57.32821497120921,4.0,4.0,18.10122434281599,22.30909090909091,0,0,2008,12,25,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
25,2008-12-26,19.2,29.4,0.0,4.0,11.0,87.0,63.0,6.0,1.0,21.8,29.0,0,0,2008,12,26,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
26,2008-12-27,19.2,30.6,0.0,4.0,19.0,88.0,51.0,8.0,8.0,23.4,30.4,0,0,2008,12,27,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,0,3
27,2008-12-28,18.6,31.2,0.0,4.0,10.614457831325302,74.0,57.32821497120921,1.0,4.0,23.8,22.30909090909091,0,0,2008,12,28,5,2.356194490192345,4.021946742479966,-32.9192953,151.7795348,0,3
28,2008-12-29,20.2,28.8,0.0,2.0,19.0,57.0,80.0,7.0,6.0,28.0,21.6,0,1,2008,12,29,5,2.356194490192345,3.9269908169872414,-32.9192953,151.7795348,0,3
29,2008-12-30,19.2,33.4,10.6,0.0,7.0,77.0,36.0,5.0,4.0,22.0,30.8,1,0,2008,12,30,5,3.068697886549468,2.356194490192345,-32.9192953,151.7795348,0,3
30,2008-12-31,15.4,33.4,0.0,0.0,15.0,50.0,23.0,0.0,0.0,23.8,32.2,0,0,2008,12,31,5,3.068697886549468,2.356194490192345,-32.9192953,151.7795348,0,3
31,2009-01-01,15.2,32.8,0.0,4.0,9.0,71.0,47.0,1.0,6.0,22.8,28.0,0,0,2009,1,1,5,1.5707963267948966,2.356194490192345,-32.9192953,151.7795348,0,3
32,2009-01-02,19.2,25.6,0.0,0.0,11.0,65.0,52.0,4.0,1.0,21.2,24.8,0,0,2009,1,2,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
33,2009-01-03,16.4,22.6,0.8,4.0,4.0,64.0,60.0,8.0,8.0,19.6,22.2,0,0,2009,1,3,5,5.497787143782138,0.7853981633974483,-32.9192953,151.7795348,0,3
34,2009-01-04,17.8,28.8,0.0,4.0,37.0,67.0,53.0,0.0,0.0,21.6,27.0,0,0,2009,1,4,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
35,2009-01-05,16.8,36.0,0.0,7.0,4.0,69.0,40.0,1.0,2.0,22.2,34.4,0,0,2009,1,5,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
36,2009-01-06,19.6,31.8,0.0,4.0,4.0,55.0,65.0,0.0,1.0,28.0,26.8,0,0,2009,1,6,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
37,2009-01-07,21.2,34.8,0.0,0.0,0.0,77.0,57.0,2.0,8.0,24.2,30.6,0,0,2009,1,7,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
38,2009-01-08,21.2,23.8,0.0,11.0,15.0,74.0,77.0,8.0,8.0,22.4,21.6,0,1,2009,1,8,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
39,2009-01-09,16.8,22.6,2.4,19.0,28.0,61.0,48.0,8.0,6.0,19.0,22.2,1,0,2009,1,9,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
40,2009-01-10,15.4,25.4,0.2,7.0,28.0,58.0,45.0,7.0,5.0,21.6,24.4,0,0,2009,1,10,5,5.497787143782138,1.5707963267948966,-32.9192953,151.7795348,0,3
41,2009-01-11,17.4,27.6,0.0,6.0,46.0,59.0,74.0,1.0,1.0,22.6,22.6,0,0,2009,1,11,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
42,2009-01-12,18.4,28.2,0.0,0.0,19.0,70.0,46.0,0.0,1.0,23.4,27.6,0,0,2009,1,12,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
43,2009-01-13,19.2,28.4,0.0,4.0,28.0,65.0,56.0,2.0,5.0,24.6,27.6,0,0,2009,1,13,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
44,2009-01-14,18.6,35.2,0.0,4.0,22.0,74.0,35.0,0.0,0.0,23.0,34.4,0,0,2009,1,14,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,0,3
45,2009-01-15,19.0,40.6,0.0,4.0,7.0,54.0,17.0,0.0,1.0,26.6,40.2,0,1,2009,1,15,5,1.5707963267948966,2.356194490192345,-32.9192953,151.7795348,0,3
46,2009-01-16,19.6,27.0,6.6,4.0,7.0,80.0,60.0,8.0,1.0,20.6,25.8,1,1,2009,1,16,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
47,2009-01-17,17.4,22.0,1.6,19.0,22.0,61.0,53.0,7.0,7.0,19.0,20.0,1,0,2009,1,17,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
48,2009-01-18,12.2,25.0,0.0,0.0,11.0,69.0,47.0,1.0,1.0,19.6,23.8,0,0,2009,1,18,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
49,2009-01-19,15.4,28.6,0.0,4.0,19.0,66.0,48.0,5.0,6.0,20.6,26.8,0,0,2009,1,19,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
50,2009-01-20,15.5,35.0,0.0,4.0,4.0,69.0,35.0,0.0,2.0,22.4,33.2,0,0,2009,1,20,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
51,2009-01-21,22.0,38.2,0.0,0.0,28.0,63.0,26.0,5.0,6.0,26.4,37.8,0,0,2009,1,21,5,3.068697886549468,2.356194490192345,-32.9192953,151.7795348,0,3
52,2009-01-22,22.2,28.8,0.0,4.0,19.0,72.0,71.0,8.0,8.0,25.4,26.6,0,1,2009,1,22,5,0.7853981633974483,2.356194490192345,-32.9192953,151.7795348,0,3
53,2009-01-23,21.8,35.4,2.0,4.0,11.0,63.0,46.0,1.0,5.0,28.0,33.6,1,0,2009,1,23,5,2.356194490192345,0.7853981633974483,-32.9192953,151.7795348,0,3
54,2009-01-24,23.6,40.0,0.0,9.0,9.0,53.0,35.0,0.0,6.0,30.6,38.2,0,1,2009,1,24,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
55,2009-01-25,18.8,24.0,2.4,11.0,22.0,65.0,65.0,8.0,8.0,21.4,23.2,1,0,2009,1,25,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
56,2009-01-26,19.2,26.4,0.0,0.0,9.0,92.0,81.0,8.0,8.0,20.6,25.4,0,0,2009,1,26,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
57,2009-01-27,20.6,29.0,0.0,7.0,28.0,83.0,70.0,7.0,6.0,24.4,27.4,0,0,2009,1,27,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
58,2009-01-28,20.2,30.8,0.0,4.0,19.0,81.0,51.0,6.0,1.0,24.0,29.8,0,0,2009,1,28,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,0,3
59,2009-01-29,20.2,32.0,0.0,19.0,22.0,80.0,59.0,3.0,1.0,24.0,30.4,0,0,2009,1,29,5,1.5707963267948966,0.7853981633974483,-32.9192953,151.7795348,0,3
60,2009-01-30,19.8,32.2,0.0,4.0,28.0,67.0,51.0,0.0,1.0,24.0,30.4,0,0,2009,1,30,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,0,3
61,2009-01-31,20.6,34.8,0.0,4.0,15.0,67.0,26.0,1.0,2.0,25.2,34.4,0,0,2009,1,31,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
62,2009-02-01,19.6,31.4,0.0,0.0,28.0,75.0,53.0,0.0,0.0,23.6,30.2,0,0,2009,2,1,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
63,2009-02-02,20.6,31.0,0.0,4.0,28.0,74.0,52.0,3.0,3.0,25.4,29.4,0,0,2009,2,2,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,0,3
64,2009-02-03,19.6,31.8,0.0,4.0,11.0,74.0,51.0,3.0,3.0,23.0,31.5,0,0,2009,2,3,5,1.5707963267948966,5.497787143782138,-32.9192953,151.7795348,0,3
65,2009-02-04,21.4,31.0,0.0,4.0,7.0,76.0,62.0,6.0,1.0,25.0,29.4,0,0,2009,2,4,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
66,2009-02-05,21.0,34.2,0.0,4.0,7.0,74.0,47.0,0.0,0.0,24.8,33.0,0,0,2009,2,5,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
67,2009-02-06,21.4,35.0,0.0,0.0,15.0,72.0,44.0,0.0,0.0,25.6,33.2,0,0,2009,2,6,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
68,2009-02-07,22.2,37.8,0.0,7.0,19.0,51.0,31.0,1.0,0.0,27.4,35.6,0,0,2009,2,7,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
69,2009-02-08,20.0,34.2,0.0,15.0,11.0,61.0,43.0,0.0,0.0,24.8,33.2,0,0,2009,2,8,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
70,2009-02-09,20.2,27.6,0.0,7.0,10.614457831325302,77.0,57.32821497120921,5.0,4.0,24.4,22.30909090909091,0,0,2009,2,9,5,5.497787143782138,4.021946742479966,-32.9192953,151.7795348,0,3
71,2009-02-10,20.0,25.0,0.8,4.0,7.0,89.0,83.0,8.0,8.0,21.0,22.6,0,1,2009,2,10,5,3.9269908169872414,3.5342917352885173,-32.9192953,151.7795348,0,3
72,2009-02-11,17.2,23.8,13.4,11.0,15.0,94.0,69.0,8.0,8.0,17.4,22.6,1,1,2009,2,11,5,3.9269908169872414,5.497787143782138,-32.9192953,151.7795348,0,3
73,2009-02-12,16.6,21.8,13.2,7.0,19.0,82.0,71.0,7.0,8.0,18.4,20.0,1,1,2009,2,12,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
74,2009-02-13,16.4,24.4,45.4,7.0,19.0,96.0,58.0,8.0,7.0,17.0,23.0,1,1,2009,2,13,5,5.497787143782138,2.356194490192345,-32.9192953,151.7795348,0,3
75,2009-02-14,17.0,19.6,3.6,19.0,9.0,81.0,100.0,8.0,8.0,19.0,17.0,1,1,2009,2,14,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
76,2009-02-15,17.4,22.8,147.2,0.0,10.614457831325302,100.0,57.32821497120921,8.0,4.0,18.4,22.30909090909091,1,1,2009,2,15,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
77,2009-02-16,18.0,25.0,13.8,28.0,37.0,69.0,60.0,7.0,7.0,22.4,24.0,1,0,2009,2,16,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
78,2009-02-17,18.8,23.4,0.0,9.0,9.0,73.0,86.0,8.0,8.0,21.2,21.0,0,1,2009,2,17,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
79,2009-02-18,18.6,25.6,22.6,0.0,4.0,92.0,71.0,8.0,7.0,19.8,24.8,1,0,2009,2,18,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
80,2009-02-19,19.0,30.0,0.0,0.0,11.0,91.0,61.0,7.0,5.0,21.0,27.6,0,1,2009,2,19,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
81,2009-02-20,21.0,29.6,2.6,0.0,7.0,86.0,70.0,7.0,2.0,23.0,28.0,1,0,2009,2,20,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
82,2009-02-21,22.0,25.8,0.0,6.0,9.0,78.0,76.0,8.0,8.0,24.0,23.8,0,0,2009,2,21,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
83,2009-02-22,18.6,26.6,0.0,4.0,4.0,73.0,62.0,5.0,2.0,23.2,26.0,0,0,2009,2,22,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
84,2009-02-23,19.0,30.6,0.0,0.0,4.0,79.0,54.0,1.0,1.0,22.4,30.2,0,1,2009,2,23,5,3.068697886549468,0.7853981633974483,-32.9192953,151.7795348,0,3
85,2009-02-24,20.8,34.6,1.4,4.0,9.0,82.0,51.0,1.0,5.0,24.2,30.2,1,0,2009,2,24,5,2.356194490192345,5.497787143782138,-32.9192953,151.7795348,0,3
86,2009-02-25,21.4,27.6,0.0,0.0,9.0,82.0,68.0,8.0,4.0,23.2,27.0,0,0,2009,2,25,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
87,2009-02-26,21.4,24.8,0.0,7.0,37.0,66.0,62.0,7.0,5.0,22.4,23.4,0,0,2009,2,26,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
88,2009-02-27,17.6,24.6,0.0,4.0,19.0,72.0,57.0,5.0,5.0,22.0,23.6,0,0,2009,2,27,5,9.42477796076938,5.497787143782138,-32.9192953,151.7795348,0,3
89,2009-02-28,14.6,31.4,0.0,4.0,9.0,88.0,59.0,6.0,5.0,17.4,27.0,0,0,2009,2,28,5,2.356194490192345,5.497787143782138,-32.9192953,151.7795348,0,3
90,2009-03-01,14.2,26.4,0.0,7.0,10.614457831325302,75.0,57.32821497120921,6.0,4.0,23.4,22.30909090909091,0,0,2009,3,1,5,5.497787143782138,4.021946742479966,-32.9192953,151.7795348,0,3
91,2009-03-02,20.2,27.0,0.0,4.0,4.0,66.0,61.0,8.0,4.0,22.6,26.4,0,0,2009,3,2,5,5.497787143782138,0.7853981633974483,-32.9192953,151.7795348,0,3
92,2009-03-03,20.2,28.0,0.0,4.0,11.0,69.0,62.0,5.0,3.0,23.6,27.6,0,0,2009,3,3,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,0,3
93,2009-03-04,21.8,29.0,0.0,0.0,9.0,86.0,80.0,6.0,8.0,22.8,23.8,0,0,2009,3,4,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
94,2009-03-05,12.2,23.8,0.0,4.0,9.0,53.0,37.0,0.0,2.0,17.8,22.8,0,0,2009,3,5,5,2.356194490192345,5.497787143782138,-32.9192953,151.7795348,0,3
95,2009-03-06,12.4,24.8,0.0,0.0,0.0,78.0,57.0,1.0,4.0,17.4,22.6,0,0,2009,3,6,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
96,2009-03-07,14.6,27.2,0.0,0.0,4.0,85.0,67.0,1.0,1.0,19.4,25.4,0,0,2009,3,7,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
97,2009-03-08,19.0,27.2,0.0,6.0,28.0,78.0,55.0,4.0,1.0,23.2,26.8,0,0,2009,3,8,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
98,2009-03-09,20.4,26.6,0.0,19.0,19.0,71.0,63.0,5.0,4.0,23.8,25.8,0,0,2009,3,9,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
99,2009-03-10,21.4,26.2,0.0,15.0,11.0,68.0,58.0,8.0,7.0,22.4,24.8,0,0,2009,3,10,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,0,3
100,2009-03-11,20.0,25.8,0.0,19.0,19.0,74.0,60.0,6.0,4.0,23.6,25.0,0,0,2009,3,11,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
101,2009-03-12,18.6,27.0,0.0,4.0,37.0,65.0,58.0,1.0,5.0,23.0,25.6,0,0,2009,3,12,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
102,2009-03-13,18.8,28.6,0.0,4.0,4.0,77.0,57.0,5.0,5.0,21.4,27.4,0,1,2009,3,13,5,1.5707963267948966,5.497787143782138,-32.9192953,151.7795348,0,3
103,2009-03-14,18.2,30.2,3.2,0.0,15.0,96.0,53.0,6.0,5.0,20.4,29.4,1,1,2009,3,14,5,3.068697886549468,0.7853981633974483,-32.9192953,151.7795348,0,3
104,2009-03-15,17.4,32.0,4.2,0.0,4.0,86.0,51.0,1.0,3.0,21.4,31.4,1,0,2009,3,15,5,3.068697886549468,2.356194490192345,-32.9192953,151.7795348,0,3
105,2009-03-16,17.8,25.0,0.4,4.0,4.0,46.0,46.0,7.0,2.0,19.0,24.8,0,0,2009,3,16,5,5.497787143782138,1.5707963267948966,-32.9192953,151.7795348,0,3
106,2009-03-17,12.2,25.0,0.0,0.0,11.0,62.0,40.0,0.0,0.0,18.0,23.4,0,0,2009,3,17,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
107,2009-03-18,13.6,25.8,0.0,0.0,19.0,86.0,57.0,3.0,2.0,18.0,25.2,0,0,2009,3,18,5,3.068697886549468,9.42477796076938,-32.9192953,151.7795348,0,3
108,2009-03-19,14.4,29.0,0.0,0.0,6.0,88.0,63.0,0.0,1.0,18.4,27.0,0,0,2009,3,19,5,3.068697886549468,0.7853981633974483,-32.9192953,151.7795348,0,3
109,2009-03-20,17.8,28.2,0.0,0.0,19.0,83.0,64.0,0.0,1.0,22.6,26.8,0,0,2009,3,20,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
110,2009-03-21,18.8,26.6,0.0,4.0,13.0,91.0,70.0,6.0,5.0,22.0,23.9,0,0,2009,3,21,5,5.497787143782138,5.890486225480862,-32.9192953,151.7795348,0,3
111,2009-03-22,16.2,27.4,0.0,0.0,11.0,87.0,60.0,1.0,2.0,21.4,27.0,0,0,2009,3,22,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
112,2009-03-23,15.4,28.6,0.0,0.0,7.0,82.0,69.0,0.0,1.0,19.5,28.0,0,0,2009,3,23,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
113,2009-03-24,17.0,30.2,0.0,0.0,11.0,87.0,57.32821497120921,0.0,0.0,20.6,29.4,0,0,2009,3,24,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
114,2009-03-25,17.8,31.4,0.0,4.0,4.0,81.0,52.0,5.0,1.0,20.0,30.8,0,0,2009,3,25,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,0,3
115,2009-03-26,16.4,31.2,0.0,4.0,4.0,83.0,51.0,1.0,1.0,20.0,28.8,0,1,2009,3,26,5,2.356194490192345,5.497787143782138,-32.9192953,151.7795348,0,3
116,2009-03-27,19.8,25.6,2.2,19.0,28.0,74.0,69.0,6.0,8.0,22.0,22.2,1,0,2009,3,27,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
117,2009-03-28,15.6,25.4,0.0,0.0,4.0,78.0,49.0,5.0,1.0,20.4,24.4,0,0,2009,3,28,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
118,2009-03-29,15.2,25.8,0.0,0.0,11.0,81.0,58.0,1.0,1.0,20.4,24.8,0,0,2009,3,29,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
119,2009-03-30,19.2,25.8,0.0,4.0,46.0,72.0,72.0,5.0,7.0,22.0,23.4,0,1,2009,3,30,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
120,2009-03-31,17.4,22.8,35.2,28.0,19.0,72.0,92.0,8.0,8.0,21.4,20.8,1,1,2009,3,31,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
121,2009-04-01,19.4,23.8,21.8,11.0,37.0,86.0,90.0,8.0,8.0,22.2,21.7,1,1,2009,4,1,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
122,2009-04-02,19.2,26.2,67.0,0.0,11.0,91.0,77.0,7.0,7.0,21.6,24.6,1,0,2009,4,2,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
123,2009-04-03,20.0,27.0,0.0,0.0,7.0,81.0,76.0,5.0,6.0,22.8,25.4,0,0,2009,4,3,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
124,2009-04-04,19.0,27.0,0.0,0.0,9.0,81.0,91.0,7.0,8.0,20.0,20.0,0,1,2009,4,4,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
125,2009-04-05,17.0,25.0,2.0,0.0,10.614457831325302,58.0,57.32821497120921,4.0,4.0,22.0,22.30909090909091,1,0,2009,4,5,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
126,2009-04-06,16.0,24.083741888968998,1.0,0.0,9.0,77.0,65.0,7.0,7.0,20.0,21.0,0,0,2009,4,6,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
127,2009-04-07,13.738447111777944,24.083741888968998,0.0,5.986226893802102,10.614457831325302,74.01479076479076,57.32821497120921,4.0,4.0,18.10122434281599,22.30909090909091,0,0,2009,4,7,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
128,2009-04-08,13.738447111777944,22.0,0.0,5.986226893802102,9.0,74.01479076479076,77.0,4.0,8.0,18.10122434281599,19.5,0,0,2009,4,8,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
129,2009-04-09,12.5,23.0,1.0,0.0,10.614457831325302,77.0,57.32821497120921,4.0,4.0,20.0,22.30909090909091,0,0,2009,4,9,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
130,2009-04-10,13.0,24.083741888968998,0.0,0.0,10.614457831325302,90.0,57.32821497120921,2.0,4.0,18.0,22.30909090909091,0,0,2009,4,10,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
131,2009-04-11,13.738447111777944,24.083741888968998,0.0,5.986226893802102,10.614457831325302,74.01479076479076,74.0,4.0,8.0,18.10122434281599,23.0,0,0,2009,4,11,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
132,2009-04-12,13.738447111777944,26.5,0.0,5.986226893802102,10.614457831325302,74.01479076479076,57.32821497120921,4.0,4.0,18.10122434281599,22.30909090909091,0,0,2009,4,12,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
133,2009-04-13,14.5,23.0,0.0,0.0,0.0,91.0,100.0,8.0,8.0,21.0,20.0,0,1,2009,4,13,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
