,Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegionNum,NonMesNum
39,2009-04-14,7.3,21.8,0.0,4.4,8.5,48.0,15.0,28.0,85.0,50.0,1013.5,1010.3,14.4,20.7,0,1,2009,4,14,27,3.141592653589793,2.356194490192345,3.141592653589793,-37.9225444,141.2766551,2,6
40,2009-04-15,8.5,15.3,5.4,4.8,7.3,87.0,31.0,22.0,71.0,59.0,1010.1,1011.9,11.1,13.8,1,0,2009,4,15,27,3.141592653589793,3.141592653589793,3.141592653589793,-37.9225444,141.2766551,2,6
41,2009-04-16,9.2,18.8,0.2,2.2,8.1,54.0,26.0,31.0,79.0,72.0,1010.2,1009.9,13.2,16.8,0,1,2009,4,16,27,1.9634954084936207,1.9634954084936207,3.141592653589793,-37.9225444,141.2766551,2,6
42,2009-04-17,10.0,18.9,1.2,3.0,7.2,35.0,13.0,17.0,98.0,72.0,1017.1,1017.6,13.4,18.7,1,1,2009,4,17,27,3.141592653589793,1.9634954084936207,3.5342917352885173,-37.9225444,141.2766551,2,6
43,2009-04-18,9.2,18.7,1.6,1.8,3.7,31.0,0.0,17.0,99.0,77.0,1024.3,1023.9,14.4,17.3,1,0,2009,4,18,27,3.9269908169872414,2.9154882952564827,4.319689898685965,-37.9225444,141.2766551,2,6
44,2009-04-19,11.2,17.0,0.2,1.4,4.1,37.0,11.0,24.0,89.0,72.0,1026.5,1024.1,14.0,15.7,0,0,2009,4,19,27,5.497787143782138,5.497787143782138,5.105088062083414,-37.9225444,141.2766551,2,6
45,2009-04-20,6.8,22.5,0.0,2.4,8.7,24.0,15.0,7.0,83.0,43.0,1022.8,1019.6,13.7,22.2,0,0,2009,4,20,27,5.890486225480862,0.0,2.356194490192345,-37.9225444,141.2766551,2,6
46,2009-04-21,4.5,24.5,0.2,2.2,6.1,26.0,0.0,11.0,91.0,36.0,1022.8,1020.2,10.7,24.1,0,0,2009,4,21,27,1.9634954084936207,2.9154882952564827,3.9269908169872414,-37.9225444,141.2766551,2,6
47,2009-04-22,4.7,24.5,0.0,2.6,9.9,35.0,0.0,17.0,74.0,33.0,1023.0,1019.1,12.4,24.1,0,0,2009,4,22,27,1.1780972450961724,2.9154882952564827,1.5707963267948966,-37.9225444,141.2766551,2,6
48,2009-04-23,11.1,23.4,0.0,5.4,0.4,52.0,20.0,26.0,50.0,36.0,1013.4,1008.0,17.6,22.9,0,1,2009,4,23,27,1.1780972450961724,1.1780972450961724,1.1780972450961724,-37.9225444,141.2766551,2,6
49,2009-04-24,14.7,18.6,3.2,3.4,1.6,43.0,17.0,20.0,99.0,98.0,998.8,997.4,15.2,15.0,1,1,2009,4,24,27,1.5707963267948966,1.5707963267948966,3.9269908169872414,-37.9225444,141.2766551,2,6
50,2009-04-25,10.8,16.4,20.6,0.6,5.1,72.0,19.0,35.0,96.0,83.0,998.5,991.5,12.1,12.9,1,1,2009,4,25,27,2.356194490192345,1.5707963267948966,3.141592653589793,-37.9225444,141.2766551,2,6
51,2009-04-26,7.0,13.3,16.8,3.6,6.4,91.0,33.0,26.0,72.0,87.0,999.4,1004.2,10.7,10.7,1,1,2009,4,26,27,3.141592653589793,3.141592653589793,3.5342917352885173,-37.9225444,141.2766551,2,6
52,2009-04-27,5.7,12.6,6.8,1.8,0.8,31.0,9.0,13.0,96.0,95.0,1011.3,1011.5,8.3,10.9,1,1,2009,4,27,27,3.9269908169872414,1.1780972450961724,4.319689898685965,-37.9225444,141.2766551,2,6
53,2009-04-28,3.4,12.8,1.8,1.4,3.4,31.0,2.0,19.0,92.0,63.0,1022.5,1022.6,7.3,11.6,1,0,2009,4,28,27,5.105088062083414,0.7853981633974483,3.9269908169872414,-37.9225444,141.2766551,2,6
54,2009-04-29,3.0,14.6,0.0,1.6,7.0,15.0,0.0,6.0,94.0,50.0,1024.2,1022.2,5.9,14.0,0,0,2009,4,29,27,0.7853981633974483,2.9154882952564827,0.3926990816987241,-37.9225444,141.2766551,2,6
55,2009-04-30,-1.1,17.6,0.0,1.4,8.7,41.0,13.0,22.0,85.0,57.0,1022.6,1018.6,6.5,17.1,0,1,2009,4,30,27,2.356194490192345,1.1780972450961724,1.9634954084936207,-37.9225444,141.2766551,2,6
56,2009-05-01,6.5,15.7,2.2,2.4,4.6,31.0,0.0,15.0,99.0,66.0,1022.9,1022.7,11.3,14.8,1,0,2009,5,1,27,1.9634954084936207,2.9154882952564827,3.9269908169872414,-37.9225444,141.2766551,2,6
57,2009-05-02,3.2,17.8,0.2,1.6,6.9,24.0,7.0,11.0,93.0,74.0,1028.3,1026.4,8.0,15.7,0,0,2009,5,2,27,3.5342917352885173,0.7853981633974483,3.5342917352885173,-37.9225444,141.2766551,2,6
58,2009-05-03,4.4,16.6,0.4,0.8,5.0,20.0,0.0,11.0,99.0,76.0,1029.4,1027.6,8.8,16.4,0,0,2009,5,3,27,3.9269908169872414,2.9154882952564827,2.748893571891069,-37.9225444,141.2766551,2,6
59,2009-05-04,8.0,16.4,0.6,1.0,4.1,31.0,0.0,15.0,99.0,78.0,1031.9,1031.0,12.3,16.0,0,0,2009,5,4,27,9.42477796076938,2.9154882952564827,4.319689898685965,-37.9225444,141.2766551,2,6
60,2009-05-05,3.3,16.7,1.0,1.2,5.9,20.0,0.0,11.0,99.0,68.0,1033.0,1029.8,7.0,16.2,0,0,2009,5,5,27,9.42477796076938,2.9154882952564827,9.42477796076938,-37.9225444,141.2766551,2,6
61,2009-05-06,4.9,16.2,0.0,1.0,2.9,31.0,2.0,22.0,85.22162162162162,71.0,1029.9,1027.5,12.585125936010892,15.6,0,0,2009,5,6,27,3.9269908169872414,0.3926990816987241,4.319689898685965,-37.9225444,141.2766551,2,6
62,2009-05-07,7.8,16.6,0.6,0.8,3.5,41.0,11.0,17.0,99.0,83.0,1029.7,1029.0,12.5,15.8,0,1,2009,5,7,27,4.319689898685965,2.748893571891069,9.42477796076938,-37.9225444,141.2766551,2,6
63,2009-05-08,6.9,15.2,1.2,0.8,1.3,26.0,0.0,17.0,99.0,80.0,1033.2,1030.8,9.4,14.2,1,0,2009,5,8,27,4.319689898685965,2.9154882952564827,4.319689898685965,-37.9225444,141.2766551,2,6
64,2009-05-09,4.8,15.4,0.2,0.8,1.8,30.0,0.0,15.0,99.0,81.0,1029.8,1027.1,10.2,15.0,0,0,2009,5,9,27,4.319689898685965,2.9154882952564827,9.42477796076938,-37.9225444,141.2766551,2,6
65,2009-05-10,10.1,14.6,0.2,0.8,0.9,22.0,9.0,11.0,93.0,85.0,1027.3,1024.8,12.2,14.1,0,0,2009,5,10,27,5.105088062083414,5.497787143782138,9.42477796076938,-37.9225444,141.2766551,2,6
66,2009-05-11,2.9,16.9,0.2,0.6,4.0,20.0,0.0,15.0,99.0,69.0,1025.5,1023.7,7.9,15.7,0,0,2009,5,11,27,9.42477796076938,2.9154882952564827,9.42477796076938,-37.9225444,141.2766551,2,6
67,2009-05-12,4.0,16.3,0.0,1.2,4.6,24.0,4.0,15.0,98.0,68.0,1024.1,1020.7,8.0,16.1,0,1,2009,5,12,27,3.9269908169872414,5.890486225480862,2.748893571891069,-37.9225444,141.2766551,2,6
68,2009-05-13,8.0,15.9,4.0,0.8,4.6,44.0,15.0,20.0,92.0,79.0,1017.9,1015.0,11.7,14.0,1,1,2009,5,13,27,2.748893571891069,2.748893571891069,3.5342917352885173,-37.9225444,141.2766551,2,6
69,2009-05-14,9.5,15.3,2.8,1.4,4.4,48.0,15.0,26.0,96.0,88.0,1013.3,1011.2,11.8,13.8,1,0,2009,5,14,27,2.748893571891069,1.9634954084936207,2.748893571891069,-37.9225444,141.2766551,2,6
70,2009-05-15,11.8,16.2,1.0,1.4,0.5,59.0,31.0,30.0,90.0,90.0,1009.9,1008.1,14.7,14.5,0,1,2009,5,15,27,2.748893571891069,2.748893571891069,2.748893571891069,-37.9225444,141.2766551,2,6
71,2009-05-16,11.5,14.5,1.8,1.0,1.7,46.0,24.0,17.0,79.0,72.0,1014.7,1016.8,12.2,13.6,1,1,2009,5,16,27,3.9269908169872414,3.5342917352885173,3.5342917352885173,-37.9225444,141.2766551,2,6
72,2009-05-17,10.6,16.1,1.4,1.2,1.5,30.0,11.0,15.0,96.0,84.0,1022.7,1021.1,11.3,15.5,1,1,2009,5,17,27,3.141592653589793,2.356194490192345,4.319689898685965,-37.9225444,141.2766551,2,6
73,2009-05-18,10.4,13.2,1.2,0.8,0.1,19.0,0.0,7.0,97.0,82.0,1025.0,1022.1,11.1,12.9,1,0,2009,5,18,27,0.3926990816987241,2.9154882952564827,5.105088062083414,-37.9225444,141.2766551,2,6
74,2009-05-19,5.3,19.3,0.0,0.4,7.0,20.0,9.0,9.0,98.0,63.0,1019.9,1017.6,8.7,18.4,0,0,2009,5,19,27,0.0,0.0,1.1780972450961724,-37.9225444,141.2766551,2,6
75,2009-05-20,8.6,20.4,0.0,0.8,4.7,24.0,0.0,7.0,94.0,78.0,1021.8,1021.2,11.1,18.8,0,0,2009,5,20,27,9.42477796076938,2.9154882952564827,5.105088062083414,-37.9225444,141.2766551,2,6
76,2009-05-21,7.0,21.0,0.0,0.8,9.5,24.0,0.0,11.0,94.0,57.0,1025.2,1023.1,11.3,20.3,0,0,2009,5,21,27,5.890486225480862,2.9154882952564827,5.497787143782138,-37.9225444,141.2766551,2,6
77,2009-05-22,5.4,20.4,0.2,1.6,9.4,41.0,9.0,17.0,96.0,47.0,1023.0,1018.5,8.9,20.3,0,0,2009,5,22,27,1.5707963267948966,0.7853981633974483,1.1780972450961724,-37.9225444,141.2766551,2,6
78,2009-05-23,8.8,20.0,0.0,4.0,3.5,46.0,24.0,24.0,69.0,61.0,1016.5,1013.3,15.3,19.0,0,0,2009,5,23,27,1.1780972450961724,1.1780972450961724,1.1780972450961724,-37.9225444,141.2766551,2,6
79,2009-05-24,15.1,19.2,0.0,2.8,0.0,44.0,24.0,15.0,71.0,68.0,1016.9,1015.5,16.6,19.0,0,1,2009,5,24,27,0.7853981633974483,1.1780972450961724,1.1780972450961724,-37.9225444,141.2766551,2,6
80,2009-05-25,13.6,15.7,2.8,1.2,0.6,35.0,7.0,13.0,98.0,96.0,1015.0,1013.7,13.8,15.1,1,1,2009,5,25,27,1.5707963267948966,0.7853981633974483,2.356194490192345,-37.9225444,141.2766551,2,6
81,2009-05-26,5.6,15.2,3.0,0.6,4.5,31.0,9.0,17.0,99.0,78.0,1021.6,1020.8,8.6,14.2,1,1,2009,5,26,27,2.356194490192345,1.5707963267948966,3.9269908169872414,-37.9225444,141.2766551,2,6
82,2009-05-27,6.7,13.3,5.0,1.0,3.9,30.0,0.0,17.0,99.0,85.0,1024.1,1023.7,7.9,12.3,1,1,2009,5,27,27,9.42477796076938,2.9154882952564827,4.319689898685965,-37.9225444,141.2766551,2,6
83,2009-05-28,7.8,14.6,1.8,0.6,5.5,37.0,17.0,19.0,82.0,92.0,1027.6,1027.6,10.3,10.7,1,0,2009,5,28,27,5.105088062083414,5.105088062083414,9.42477796076938,-37.9225444,141.2766551,2,6
84,2009-05-29,6.7,16.0,0.6,0.8,4.9,31.0,11.0,13.0,88.0,78.0,1029.5,1028.4,11.4,13.4,0,0,2009,5,29,27,5.497787143782138,5.105088062083414,5.497787143782138,-37.9225444,141.2766551,2,6
85,2009-05-30,1.6,14.3,0.2,1.4,9.1,37.0,0.0,13.0,98.0,76.0,1032.6,1030.9,5.7,14.1,0,0,2009,5,30,27,0.0,2.9154882952564827,0.0,-37.9225444,141.2766551,2,6
86,2009-05-31,5.5,17.1,0.0,1.2,8.3,22.0,11.0,13.0,93.0,56.0,1033.0,1029.9,8.7,15.8,0,0,2009,5,31,27,0.3926990816987241,0.0,1.5707963267948966,-37.9225444,141.2766551,2,6
87,2009-06-01,8.6,12.4,0.4,1.2,0.0,28.0,9.0,11.0,89.0,96.0,1029.1,1027.4,9.9,12.4,0,1,2009,6,1,27,5.890486225480862,0.0,5.890486225480862,-37.9225444,141.2766551,2,6
88,2009-06-02,9.9,15.6,6.8,1.2,0.6,37.0,11.0,20.0,95.0,79.0,1028.2,1025.3,11.0,14.1,1,0,2009,6,2,27,5.890486225480862,5.890486225480862,0.0,-37.9225444,141.2766551,2,6
89,2009-06-03,10.1,15.4,0.0,0.2,0.0,22.0,6.0,0.0,95.0,80.0,1021.6,1018.0,11.0,14.9,0,0,2009,6,3,27,0.0,0.3926990816987241,3.603504103560375,-37.9225444,141.2766551,2,6
90,2009-06-04,7.8,15.6,0.0,0.4,7.3,24.0,13.0,13.0,98.0,76.0,1018.6,1016.1,9.2,14.8,0,0,2009,6,4,27,1.5707963267948966,1.5707963267948966,1.9634954084936207,-37.9225444,141.2766551,2,6
91,2009-06-05,3.2,15.8,0.4,0.8,5.4,20.0,0.0,9.0,99.0,78.0,1017.0,1014.6,5.8,15.0,0,0,2009,6,5,27,1.9634954084936207,2.9154882952564827,1.5707963267948966,-37.9225444,141.2766551,2,6
92,2009-06-06,5.7,12.0,0.6,1.0,0.0,28.0,7.0,17.0,99.0,88.0,1011.0,1007.3,9.2,11.2,0,1,2009,6,6,27,0.7853981633974483,0.3926990816987241,0.3926990816987241,-37.9225444,141.2766551,2,6
93,2009-06-07,4.7,13.3,1.4,1.0,3.3,28.0,7.0,6.0,99.0,93.0,1005.9,1005.1,7.9,10.7,1,1,2009,6,7,27,9.42477796076938,1.5707963267948966,9.42477796076938,-37.9225444,141.2766551,2,6
94,2009-06-08,7.2,12.2,9.2,0.8,3.4,41.0,17.0,19.0,97.0,92.0,1006.8,1007.4,8.6,9.9,1,1,2009,6,8,27,3.5342917352885173,1.9634954084936207,3.9269908169872414,-37.9225444,141.2766551,2,6
95,2009-06-09,6.1,11.7,17.6,0.6,5.4,57.0,20.0,26.0,80.0,81.0,1008.3,1010.9,8.9,8.8,1,1,2009,6,9,27,3.9269908169872414,3.5342917352885173,3.5342917352885173,-37.9225444,141.2766551,2,6
96,2009-06-10,4.1,11.7,2.0,1.2,4.8,41.0,11.0,11.0,92.0,74.0,1022.8,1023.2,5.7,10.7,1,0,2009,6,10,27,3.9269908169872414,1.5707963267948966,4.319689898685965,-37.9225444,141.2766551,2,6
97,2009-06-11,5.2,12.3,0.8,1.2,3.7,33.0,9.0,24.0,85.0,65.0,1025.2,1022.4,7.9,11.1,0,0,2009,6,11,27,1.5707963267948966,1.9634954084936207,1.9634954084936207,-37.9225444,141.2766551,2,6
98,2009-06-12,2.9,11.7,0.0,1.6,2.4,50.0,15.0,17.0,82.0,72.0,1018.6,1014.4,6.2,11.4,0,1,2009,6,12,27,1.1780972450961724,1.1780972450961724,1.5707963267948966,-37.9225444,141.2766551,2,6
99,2009-06-13,6.2,12.6,1.4,2.2,3.4,43.0,19.0,22.0,84.0,72.0,1007.1,1003.7,8.0,12.1,1,1,2009,6,13,27,1.1780972450961724,1.1780972450961724,1.1780972450961724,-37.9225444,141.2766551,2,6
100,2009-06-14,7.7,13.4,10.8,2.0,4.8,30.0,13.0,13.0,92.0,80.0,1006.2,1006.3,9.3,13.2,1,0,2009,6,14,27,1.1780972450961724,1.1780972450961724,0.7853981633974483,-37.9225444,141.2766551,2,6
101,2009-06-15,2.3,15.9,0.2,0.4,8.9,20.0,0.0,9.0,99.0,65.0,1013.8,1015.6,5.4,15.7,0,0,2009,6,15,27,0.0,2.9154882952564827,5.890486225480862,-37.9225444,141.2766551,2,6
102,2009-06-16,1.7,15.8,0.2,0.6,6.5,13.0,0.0,6.0,99.0,67.0,1023.9,1023.8,2.6,15.3,0,0,2009,6,16,27,4.319689898685965,2.9154882952564827,1.9634954084936207,-37.9225444,141.2766551,2,6
103,2009-06-17,0.0,15.3,0.4,0.8,6.5,19.0,0.0,7.0,99.0,70.0,1029.1,1027.3,2.6,14.8,0,0,2009,6,17,27,2.748893571891069,2.9154882952564827,1.9634954084936207,-37.9225444,141.2766551,2,6
104,2009-06-18,1.7,14.8,0.0,1.0,8.7,24.0,6.0,11.0,99.0,65.0,1029.3,1026.7,3.8,14.6,0,0,2009,6,18,27,1.5707963267948966,0.0,1.5707963267948966,-37.9225444,141.2766551,2,6
105,2009-06-19,0.6,14.8,0.2,1.2,8.4,33.0,11.0,19.0,99.0,69.0,1026.8,1022.6,2.3,14.0,0,0,2009,6,19,27,1.5707963267948966,0.7853981633974483,1.1780972450961724,-37.9225444,141.2766551,2,6
106,2009-06-20,2.2,16.0,0.0,2.0,3.0,52.0,24.0,26.0,80.0,63.0,1015.5,1010.2,10.8,15.7,0,0,2009,6,20,27,1.9634954084936207,1.1780972450961724,1.5707963267948966,-37.9225444,141.2766551,2,6
107,2009-06-21,3.3,16.8,0.2,2.6,8.2,24.0,7.0,13.0,98.0,63.0,1018.2,1015.5,5.8,16.6,0,0,2009,6,21,27,0.3926990816987241,0.3926990816987241,0.7853981633974483,-37.9225444,141.2766551,2,6
108,2009-06-22,5.8,16.7,0.2,0.6,8.2,63.0,17.0,20.0,88.0,63.0,1015.5,1012.5,11.2,16.4,0,1,2009,6,22,27,1.5707963267948966,0.7853981633974483,1.1780972450961724,-37.9225444,141.2766551,2,6
109,2009-06-23,8.5,14.6,14.4,1.4,5.1,30.0,17.0,17.0,92.0,54.0,1012.1,1010.1,10.9,13.7,1,0,2009,6,23,27,1.9634954084936207,0.7853981633974483,1.5707963267948966,-37.9225444,141.2766551,2,6
110,2009-06-24,3.5,14.3,0.4,1.4,6.1,31.0,0.0,15.0,88.0,82.0,1012.5,1012.0,6.8,12.3,0,0,2009,6,24,27,1.1780972450961724,2.9154882952564827,1.9634954084936207,-37.9225444,141.2766551,2,6
