,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegion,NonMes,CodeRegionNum,NonMesNum
14598,14598,2008-12-20,Newcastle,17.6,21.6,0.0,S,SE,19.0,9.0,96.0,96.0,6.0,5.0,19.4,20.8,0,0,2008,12,20,5,9.42477796076938,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14599,14599,2008-12-21,Newcastle,12.6,24.2,0.0,SE,SE,4.0,19.0,96.0,98.0,3.0,2.0,20.0,23.6,0,0,2008,12,21,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14600,14600,2008-12-22,Newcastle,15.2,26.4,0.0,NE,NE,7.0,19.0,100.0,49.0,1.0,1.0,20.6,25.4,0,0,2008,12,22,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14601,14601,2008-12-23,Newcastle,16.0,31.0,0.0,NW,,4.0,0.0,62.0,42.0,6.0,8.0,21.6,29.0,0,1,2008,12,23,5,2.356194490192345,,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14602,14602,2008-12-24,Newcastle,18.8,,2.0,SE,SE,9.0,9.0,81.0,73.0,8.0,8.0,20.2,21.0,1,0,2008,12,24,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14603,14603,2008-12-25,Newcastle,,25.6,0.0,,,,,,,,,,,0,0,2008,12,25,5,,,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14604,14604,2008-12-26,Newcastle,19.2,29.4,0.0,NE,SE,4.0,11.0,87.0,63.0,6.0,1.0,21.8,29.0,0,0,2008,12,26,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14605,14605,2008-12-27,Newcastle,19.2,30.6,0.0,NE,NE,4.0,19.0,88.0,51.0,8.0,8.0,23.4,30.4,0,0,2008,12,27,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14606,14606,2008-12-28,Newcastle,18.6,31.2,0.0,NW,,4.0,,74.0,,1.0,,23.8,,0,0,2008,12,28,5,2.356194490192345,,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14607,14607,2008-12-29,Newcastle,20.2,28.8,0.0,NW,SW,2.0,19.0,57.0,80.0,7.0,6.0,28.0,21.6,0,1,2008,12,29,5,2.356194490192345,3.9269908169872414,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14608,14608,2008-12-30,Newcastle,19.2,33.4,10.6,,NW,0.0,7.0,77.0,36.0,5.0,4.0,22.0,30.8,1,0,2008,12,30,5,,2.356194490192345,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14609,14609,2008-12-31,Newcastle,15.4,33.4,0.0,,NW,0.0,15.0,50.0,23.0,0.0,0.0,23.8,32.2,0,0,2008,12,31,5,,2.356194490192345,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14610,14610,2009-01-01,Newcastle,15.2,32.8,0.0,N,NW,4.0,9.0,71.0,47.0,1.0,6.0,22.8,28.0,0,0,2009,1,1,5,1.5707963267948966,2.356194490192345,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14611,14611,2009-01-02,Newcastle,19.2,25.6,0.0,,SE,0.0,11.0,65.0,52.0,4.0,1.0,21.2,24.8,0,0,2009,1,2,5,,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14612,14612,2009-01-03,Newcastle,16.4,22.6,0.8,SE,NE,4.0,4.0,64.0,60.0,8.0,8.0,19.6,22.2,0,0,2009,1,3,5,5.497787143782138,0.7853981633974483,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14613,14613,2009-01-04,Newcastle,17.8,28.8,0.0,NE,SE,4.0,37.0,67.0,53.0,0.0,0.0,21.6,27.0,0,0,2009,1,4,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14614,14614,2009-01-05,Newcastle,16.8,36.0,0.0,NE,SE,7.0,4.0,69.0,40.0,1.0,2.0,22.2,34.4,0,0,2009,1,5,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14615,14615,2009-01-06,Newcastle,19.6,31.8,0.0,SE,SE,4.0,4.0,55.0,65.0,0.0,1.0,28.0,26.8,0,0,2009,1,6,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14616,14616,2009-01-07,Newcastle,21.2,34.8,0.0,,,0.0,0.0,77.0,57.0,2.0,8.0,24.2,30.6,0,0,2009,1,7,5,,,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14617,14617,2009-01-08,Newcastle,21.2,23.8,0.0,SE,SE,11.0,15.0,74.0,77.0,8.0,8.0,22.4,21.6,0,1,2009,1,8,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14618,14618,2009-01-09,Newcastle,16.8,22.6,2.4,SE,SE,19.0,28.0,61.0,48.0,8.0,6.0,19.0,22.2,1,0,2009,1,9,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14619,14619,2009-01-10,Newcastle,15.4,25.4,0.2,SE,N,7.0,28.0,58.0,45.0,7.0,5.0,21.6,24.4,0,0,2009,1,10,5,5.497787143782138,1.5707963267948966,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14620,14620,2009-01-11,Newcastle,17.4,27.6,0.0,NE,SE,6.0,46.0,59.0,74.0,1.0,1.0,22.6,22.6,0,0,2009,1,11,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14621,14621,2009-01-12,Newcastle,18.4,28.2,0.0,,SE,0.0,19.0,70.0,46.0,0.0,1.0,23.4,27.6,0,0,2009,1,12,5,,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14622,14622,2009-01-13,Newcastle,19.2,28.4,0.0,NE,SE,4.0,28.0,65.0,56.0,2.0,5.0,24.6,27.6,0,0,2009,1,13,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14623,14623,2009-01-14,Newcastle,18.6,35.2,0.0,NE,NE,4.0,22.0,74.0,35.0,0.0,0.0,23.0,34.4,0,0,2009,1,14,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14624,14624,2009-01-15,Newcastle,19.0,40.6,0.0,N,NW,4.0,7.0,54.0,17.0,0.0,1.0,26.6,40.2,0,1,2009,1,15,5,1.5707963267948966,2.356194490192345,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14625,14625,2009-01-16,Newcastle,19.6,27.0,6.6,NE,SE,4.0,7.0,80.0,60.0,8.0,1.0,20.6,25.8,1,1,2009,1,16,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14626,14626,2009-01-17,Newcastle,17.4,22.0,1.6,SE,SE,19.0,22.0,61.0,53.0,7.0,7.0,19.0,20.0,1,0,2009,1,17,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14627,14627,2009-01-18,Newcastle,12.2,25.0,0.0,,SE,0.0,11.0,69.0,47.0,1.0,1.0,19.6,23.8,0,0,2009,1,18,5,,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14628,14628,2009-01-19,Newcastle,15.4,28.6,0.0,NE,SE,4.0,19.0,66.0,48.0,5.0,6.0,20.6,26.8,0,0,2009,1,19,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14629,14629,2009-01-20,Newcastle,15.5,35.0,0.0,NW,NW,4.0,4.0,69.0,35.0,0.0,2.0,22.4,33.2,0,0,2009,1,20,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14630,14630,2009-01-21,Newcastle,22.0,38.2,0.0,,NW,0.0,28.0,63.0,26.0,5.0,6.0,26.4,37.8,0,0,2009,1,21,5,,2.356194490192345,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14631,14631,2009-01-22,Newcastle,22.2,28.8,0.0,NE,NW,4.0,19.0,72.0,71.0,8.0,8.0,25.4,26.6,0,1,2009,1,22,5,0.7853981633974483,2.356194490192345,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14632,14632,2009-01-23,Newcastle,21.8,35.4,2.0,NW,NE,4.0,11.0,63.0,46.0,1.0,5.0,28.0,33.6,1,0,2009,1,23,5,2.356194490192345,0.7853981633974483,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14633,14633,2009-01-24,Newcastle,23.6,40.0,0.0,NW,NW,9.0,9.0,53.0,35.0,0.0,6.0,30.6,38.2,0,1,2009,1,24,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14634,14634,2009-01-25,Newcastle,18.8,24.0,2.4,SE,SE,11.0,22.0,65.0,65.0,8.0,8.0,21.4,23.2,1,0,2009,1,25,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14635,14635,2009-01-26,Newcastle,19.2,26.4,0.0,,SE,0.0,9.0,92.0,81.0,8.0,8.0,20.6,25.4,0,0,2009,1,26,5,,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14636,14636,2009-01-27,Newcastle,20.6,29.0,0.0,NE,SE,7.0,28.0,83.0,70.0,7.0,6.0,24.4,27.4,0,0,2009,1,27,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14637,14637,2009-01-28,Newcastle,20.2,30.8,0.0,NE,NE,4.0,19.0,81.0,51.0,6.0,1.0,24.0,29.8,0,0,2009,1,28,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14638,14638,2009-01-29,Newcastle,20.2,32.0,0.0,N,NE,19.0,22.0,80.0,59.0,3.0,1.0,24.0,30.4,0,0,2009,1,29,5,1.5707963267948966,0.7853981633974483,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14639,14639,2009-01-30,Newcastle,19.8,32.2,0.0,NE,NE,4.0,28.0,67.0,51.0,0.0,1.0,24.0,30.4,0,0,2009,1,30,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14640,14640,2009-01-31,Newcastle,20.6,34.8,0.0,NW,NW,4.0,15.0,67.0,26.0,1.0,2.0,25.2,34.4,0,0,2009,1,31,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14641,14641,2009-02-01,Newcastle,19.6,31.4,0.0,,SE,0.0,28.0,75.0,53.0,0.0,0.0,23.6,30.2,0,0,2009,2,1,5,,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14642,14642,2009-02-02,Newcastle,20.6,31.0,0.0,NE,NE,4.0,28.0,74.0,52.0,3.0,3.0,25.4,29.4,0,0,2009,2,2,5,0.7853981633974483,0.7853981633974483,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14643,14643,2009-02-03,Newcastle,19.6,31.8,0.0,N,SE,4.0,11.0,74.0,51.0,3.0,3.0,23.0,31.5,0,0,2009,2,3,5,1.5707963267948966,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14644,14644,2009-02-04,Newcastle,21.4,31.0,0.0,SE,SE,4.0,7.0,76.0,62.0,6.0,1.0,25.0,29.4,0,0,2009,2,4,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14645,14645,2009-02-05,Newcastle,21.0,34.2,0.0,NE,SE,4.0,7.0,74.0,47.0,0.0,0.0,24.8,33.0,0,0,2009,2,5,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14646,14646,2009-02-06,Newcastle,21.4,35.0,0.0,,SE,0.0,15.0,72.0,44.0,0.0,0.0,25.6,33.2,0,0,2009,2,6,5,,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14647,14647,2009-02-07,Newcastle,22.2,37.8,0.0,NE,SE,7.0,19.0,51.0,31.0,1.0,0.0,27.4,35.6,0,0,2009,2,7,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14648,14648,2009-02-08,Newcastle,20.0,34.2,0.0,NE,SE,15.0,11.0,61.0,43.0,0.0,0.0,24.8,33.2,0,0,2009,2,8,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14649,14649,2009-02-09,Newcastle,20.2,27.6,0.0,SE,,7.0,,77.0,,5.0,,24.4,,0,0,2009,2,9,5,5.497787143782138,,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14650,14650,2009-02-10,Newcastle,20.0,25.0,0.8,SW,WSW,4.0,7.0,89.0,83.0,8.0,8.0,21.0,22.6,0,1,2009,2,10,5,3.9269908169872414,3.5342917352885173,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14651,14651,2009-02-11,Newcastle,17.2,23.8,13.4,SW,SE,11.0,15.0,94.0,69.0,8.0,8.0,17.4,22.6,1,1,2009,2,11,5,3.9269908169872414,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14652,14652,2009-02-12,Newcastle,16.6,21.8,13.2,SE,SE,7.0,19.0,82.0,71.0,7.0,8.0,18.4,20.0,1,1,2009,2,12,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14653,14653,2009-02-13,Newcastle,16.4,24.4,45.4,SE,NW,7.0,19.0,96.0,58.0,8.0,7.0,17.0,23.0,1,1,2009,2,13,5,5.497787143782138,2.356194490192345,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14654,14654,2009-02-14,Newcastle,17.0,19.6,3.6,SE,SE,19.0,9.0,81.0,100.0,8.0,8.0,19.0,17.0,1,1,2009,2,14,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14655,14655,2009-02-15,Newcastle,17.4,22.8,147.2,,,0.0,,100.0,,8.0,,18.4,,1,1,2009,2,15,5,,,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14656,14656,2009-02-16,Newcastle,18.0,25.0,13.8,SE,SE,28.0,37.0,69.0,60.0,7.0,7.0,22.4,24.0,1,0,2009,2,16,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14657,14657,2009-02-17,Newcastle,18.8,23.4,0.0,SE,SE,9.0,9.0,73.0,86.0,8.0,8.0,21.2,21.0,0,1,2009,2,17,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14658,14658,2009-02-18,Newcastle,18.6,25.6,22.6,,SE,0.0,4.0,92.0,71.0,8.0,7.0,19.8,24.8,1,0,2009,2,18,5,,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14659,14659,2009-02-19,Newcastle,19.0,30.0,0.0,,SE,0.0,11.0,91.0,61.0,7.0,5.0,21.0,27.6,0,1,2009,2,19,5,,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14660,14660,2009-02-20,Newcastle,21.0,29.6,2.6,,SE,0.0,7.0,86.0,70.0,7.0,2.0,23.0,28.0,1,0,2009,2,20,5,,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14661,14661,2009-02-21,Newcastle,22.0,25.8,0.0,SE,SE,6.0,9.0,78.0,76.0,8.0,8.0,24.0,23.8,0,0,2009,2,21,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14662,14662,2009-02-22,Newcastle,18.6,26.6,0.0,SE,SE,4.0,4.0,73.0,62.0,5.0,2.0,23.2,26.0,0,0,2009,2,22,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14663,14663,2009-02-23,Newcastle,19.0,30.6,0.0,,NE,0.0,4.0,79.0,54.0,1.0,1.0,22.4,30.2,0,1,2009,2,23,5,,0.7853981633974483,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
14664,14664,2009-02-24,Newcastle,20.8,34.6,1.4,NW,SE,4.0,9.0,82.0,51.0,1.0,5.0,24.2,30.2,1,0,2009,2,24,5,2.356194490192345,5.497787143782138,-32.9192953,151.7795348,NSW,Evaporation_Sunshine_WindGustDir_WindGustSpeed_Pressure9am_Pressure3pm,0,3
