,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegion,NonMes,CodeRegionNum,NonMesNum
26289,26289,2009-02-08,Richmond,17.6,41.4,0.0,,SE,43.0,NNE,NNE,9.0,11.0,54.0,24.0,1010.8,1005.7,,,24.3,39.5,0,0,2009,2,8,9,5.497787143782138,1.1780972450961724,1.1780972450961724,-33.6009721,150.7496405,NSW,Sunshine,0,5
26290,26290,2009-02-09,Richmond,21.6,23.5,0.0,28.8,S,30.0,SSE,SE,11.0,15.0,83.0,71.0,1012.1,1011.6,,,22.0,22.5,0,1,2009,2,9,9,9.42477796076938,5.105088062083414,5.497787143782138,-33.6009721,150.7496405,NSW,Sunshine,0,5
26291,26291,2009-02-10,Richmond,17.3,19.8,2.8,1.8,SE,24.0,SSE,S,9.0,9.0,95.0,97.0,1011.4,1010.2,,,18.2,19.2,1,1,2009,2,10,9,5.497787143782138,5.105088062083414,9.42477796076938,-33.6009721,150.7496405,NSW,Sunshine,0,5
26292,26292,2009-02-11,Richmond,16.2,21.8,4.6,4.0,S,35.0,SW,SSW,13.0,19.0,84.0,64.0,1011.6,1011.8,,,16.7,21.1,1,0,2009,2,11,9,9.42477796076938,3.9269908169872414,4.319689898685965,-33.6009721,150.7496405,NSW,Sunshine,0,5
26293,26293,2009-02-12,Richmond,15.6,20.6,0.0,1.6,SE,39.0,SSW,S,17.0,17.0,75.0,69.0,1017.8,1018.6,,,18.1,20.1,0,1,2009,2,12,9,5.497787143782138,4.319689898685965,9.42477796076938,-33.6009721,150.7496405,NSW,Sunshine,0,5
26294,26294,2009-02-13,Richmond,15.0,18.9,7.6,1.6,SE,50.0,WSW,SE,11.0,19.0,97.0,91.0,1026.1,1024.9,,,15.3,17.3,1,1,2009,2,13,9,5.497787143782138,3.5342917352885173,5.497787143782138,-33.6009721,150.7496405,NSW,Sunshine,0,5
26295,26295,2009-02-14,Richmond,15.0,18.4,18.2,,S,28.0,SSW,SSW,17.0,15.0,96.0,96.0,1023.3,1019.2,,,15.6,17.8,1,1,2009,2,14,9,9.42477796076938,4.319689898685965,4.319689898685965,-33.6009721,150.7496405,NSW,Sunshine,0,5
26296,26296,2009-02-15,Richmond,15.6,21.7,27.6,,S,35.0,SSW,SW,17.0,17.0,93.0,90.0,1015.2,1014.1,,,17.6,20.1,1,1,2009,2,15,9,9.42477796076938,4.319689898685965,3.9269908169872414,-33.6009721,150.7496405,NSW,Sunshine,0,5
26297,26297,2009-02-16,Richmond,16.5,24.4,39.8,,SE,52.0,SSW,SE,11.0,31.0,97.0,60.0,1018.1,1017.4,,,18.3,22.5,1,1,2009,2,16,9,5.497787143782138,4.319689898685965,5.497787143782138,-33.6009721,150.7496405,NSW,Sunshine,0,5
26298,26298,2009-02-17,Richmond,16.5,21.8,3.4,1.8,SE,31.0,SSW,SSE,9.0,13.0,94.0,67.0,1017.3,1015.7,,,18.2,21.4,1,1,2009,2,17,9,5.497787143782138,4.319689898685965,5.105088062083414,-33.6009721,150.7496405,NSW,Sunshine,0,5
26299,26299,2009-02-18,Richmond,17.4,27.4,13.6,1.7,SSW,35.0,SW,SSW,17.0,15.0,83.0,55.0,1011.0,1008.4,,,20.5,26.4,1,0,2009,2,18,9,4.319689898685965,3.9269908169872414,4.319689898685965,-33.6009721,150.7496405,NSW,Sunshine,0,5
26300,26300,2009-02-19,Richmond,18.9,29.7,0.0,3.6,W,59.0,N,N,15.0,17.0,73.0,76.0,1008.0,1005.3,,,23.1,24.5,0,1,2009,2,19,9,3.141592653589793,1.5707963267948966,1.5707963267948966,-33.6009721,150.7496405,NSW,Sunshine,0,5
26301,26301,2009-02-20,Richmond,18.8,32.4,5.0,5.3,SE,41.0,NNE,ENE,6.0,11.0,82.0,43.0,1011.8,1008.6,,,21.2,31.6,1,0,2009,2,20,9,5.497787143782138,1.1780972450961724,0.3926990816987241,-33.6009721,150.7496405,NSW,Sunshine,0,5
26302,26302,2009-02-21,Richmond,20.8,26.8,0.2,,SE,41.0,S,E,2.0,11.0,90.0,87.0,1013.2,1012.6,,,22.0,21.7,0,1,2009,2,21,9,5.497787143782138,9.42477796076938,0.0,-33.6009721,150.7496405,NSW,Sunshine,0,5
26303,26303,2009-02-22,Richmond,18.5,26.1,24.6,,SE,28.0,WSW,ENE,6.0,7.0,89.0,60.0,1018.9,1017.0,,,19.6,24.9,1,0,2009,2,22,9,5.497787143782138,3.5342917352885173,0.3926990816987241,-33.6009721,150.7496405,NSW,Sunshine,0,5
26304,26304,2009-02-23,Richmond,19.5,31.6,0.2,10.4,NNW,54.0,NNE,NE,13.0,22.0,76.0,56.0,1016.9,1011.6,,,22.5,31.1,0,1,2009,2,23,9,1.9634954084936207,1.1780972450961724,0.7853981633974483,-33.6009721,150.7496405,NSW,Sunshine,0,5
26305,26305,2009-02-24,Richmond,18.0,32.5,8.2,5.6,SE,37.0,,ESE,0.0,26.0,99.0,51.0,1014.7,1011.5,,,19.2,31.5,1,0,2009,2,24,9,5.497787143782138,,5.890486225480862,-33.6009721,150.7496405,NSW,Sunshine,0,5
26306,26306,2009-02-25,Richmond,19.2,30.0,0.2,4.6,SE,39.0,,NE,0.0,6.0,82.0,55.0,1016.5,1013.1,,,22.0,29.1,0,0,2009,2,25,9,5.497787143782138,,0.7853981633974483,-33.6009721,150.7496405,NSW,Sunshine,0,5
26307,26307,2009-02-26,Richmond,18.8,25.5,0.0,,ESE,35.0,SW,SE,7.0,13.0,75.0,49.0,1020.7,1017.8,,,20.3,24.8,0,0,2009,2,26,9,5.890486225480862,3.9269908169872414,5.497787143782138,-33.6009721,150.7496405,NSW,Sunshine,0,5
26308,26308,2009-02-27,Richmond,15.2,26.2,0.0,8.0,E,24.0,SW,E,7.0,11.0,72.0,45.0,1018.4,1015.1,,,20.0,24.9,0,0,2009,2,27,9,0.0,3.9269908169872414,0.0,-33.6009721,150.7496405,NSW,Sunshine,0,5
26309,26309,2009-02-28,Richmond,14.6,32.8,0.0,4.7,SW,31.0,,NNE,0.0,6.0,85.0,44.0,1009.8,1005.6,,,17.4,31.7,0,0,2009,2,28,9,3.9269908169872414,,1.1780972450961724,-33.6009721,150.7496405,NSW,Sunshine,0,5
26310,26310,2009-03-01,Richmond,17.4,28.8,0.0,,ESE,31.0,NNE,NE,7.0,7.0,76.0,43.0,1010.8,1009.7,,,22.2,28.4,0,0,2009,3,1,9,5.890486225480862,1.1780972450961724,0.7853981633974483,-33.6009721,150.7496405,NSW,Sunshine,0,5
26311,26311,2009-03-02,Richmond,18.3,27.8,0.0,9.3,ENE,52.0,,NNE,0.0,15.0,85.0,52.0,1016.6,1014.4,,,20.6,27.1,0,0,2009,3,2,9,0.3926990816987241,,1.1780972450961724,-33.6009721,150.7496405,NSW,Sunshine,0,5
26312,26312,2009-03-03,Richmond,17.7,28.8,0.0,4.6,ENE,35.0,,NNE,0.0,15.0,93.0,55.0,1018.3,1014.6,,,19.7,26.8,0,0,2009,3,3,9,0.3926990816987241,,1.1780972450961724,-33.6009721,150.7496405,NSW,Sunshine,0,5
26313,26313,2009-03-04,Richmond,19.7,25.0,0.0,4.0,W,44.0,,WNW,0.0,4.0,89.0,53.0,1008.0,1008.5,,,21.6,24.1,0,0,2009,3,4,9,3.141592653589793,,2.748893571891069,-33.6009721,150.7496405,NSW,Sunshine,0,5
26314,26314,2009-03-05,Richmond,10.3,26.0,0.0,3.8,ESE,43.0,WSW,SW,13.0,7.0,45.0,29.0,1010.4,1008.0,,,18.6,25.3,0,0,2009,3,5,9,5.890486225480862,3.5342917352885173,3.9269908169872414,-33.6009721,150.7496405,NSW,Sunshine,0,5
26315,26315,2009-03-06,Richmond,9.8,26.1,0.0,4.6,ENE,31.0,,E,0.0,13.0,77.0,39.0,1014.1,1010.5,,,14.4,25.2,0,0,2009,3,6,9,0.3926990816987241,,0.0,-33.6009721,150.7496405,NSW,Sunshine,0,5
26316,26316,2009-03-07,Richmond,13.9,28.4,0.0,,E,24.0,,NNE,0.0,6.0,81.0,44.0,1014.6,1011.2,,,18.5,27.8,0,0,2009,3,7,9,0.0,,1.1780972450961724,-33.6009721,150.7496405,NSW,Sunshine,0,5
26317,26317,2009-03-08,Richmond,17.7,25.6,0.0,,SE,43.0,S,SE,7.0,30.0,81.0,65.0,1018.2,1017.9,,,20.7,24.4,0,1,2009,3,8,9,5.497787143782138,9.42477796076938,5.497787143782138,-33.6009721,150.7496405,NSW,Sunshine,0,5
26318,26318,2009-03-09,Richmond,16.8,25.6,17.4,11.6,SW,46.0,SW,E,11.0,6.0,99.0,68.0,1022.6,1019.8,,,17.7,24.2,1,0,2009,3,9,9,3.9269908169872414,3.9269908169872414,0.0,-33.6009721,150.7496405,NSW,Sunshine,0,5
26319,26319,2009-03-10,Richmond,17.7,25.9,0.2,2.0,E,31.0,S,ENE,6.0,22.0,93.0,57.0,1022.0,1020.6,,,19.9,24.9,0,0,2009,3,10,9,0.0,9.42477796076938,0.3926990816987241,-33.6009721,150.7496405,NSW,Sunshine,0,5
26320,26320,2009-03-11,Richmond,15.1,24.2,0.0,4.2,E,35.0,E,SE,6.0,28.0,88.0,72.0,1024.4,1022.4,,,18.4,23.2,0,1,2009,3,11,9,0.0,0.0,5.497787143782138,-33.6009721,150.7496405,NSW,Sunshine,0,5
26321,26321,2009-03-12,Richmond,15.9,26.5,2.6,2.2,NE,31.0,SW,NE,4.0,11.0,99.0,57.0,1023.1,1019.8,,,18.5,25.2,1,0,2009,3,12,9,0.7853981633974483,3.9269908169872414,0.7853981633974483,-33.6009721,150.7496405,NSW,Sunshine,0,5
26322,26322,2009-03-13,Richmond,16.6,27.1,0.0,3.8,WNW,24.0,NW,NNW,6.0,4.0,99.0,67.0,1019.0,1016.0,,,18.8,25.0,0,1,2009,3,13,9,2.748893571891069,2.356194490192345,1.9634954084936207,-33.6009721,150.7496405,NSW,Sunshine,0,5
26323,26323,2009-03-14,Richmond,16.5,28.3,3.4,,SW,41.0,,NNE,0.0,2.0,99.0,55.0,1015.0,1009.8,,,18.1,27.8,1,1,2009,3,14,9,3.9269908169872414,,1.1780972450961724,-33.6009721,150.7496405,NSW,Sunshine,0,5
26324,26324,2009-03-15,Richmond,16.8,30.8,13.6,,NNW,31.0,ENE,WNW,4.0,13.0,94.0,43.0,1010.6,1006.9,,,19.5,30.2,1,0,2009,3,15,9,1.9634954084936207,0.3926990816987241,2.748893571891069,-33.6009721,150.7496405,NSW,Sunshine,0,5
26325,26325,2009-03-16,Richmond,12.2,27.2,0.2,8.7,WNW,30.0,SW,ENE,6.0,9.0,56.0,38.0,1012.1,1007.9,,,17.1,25.5,0,0,2009,3,16,9,2.748893571891069,3.9269908169872414,0.3926990816987241,-33.6009721,150.7496405,NSW,Sunshine,0,5
26326,26326,2009-03-17,Richmond,10.2,25.4,0.0,5.6,ESE,30.0,,NE,0.0,13.0,76.0,37.0,1014.1,1012.0,,,15.2,24.3,0,0,2009,3,17,9,5.890486225480862,,0.7853981633974483,-33.6009721,150.7496405,NSW,Sunshine,0,5
26327,26327,2009-03-18,Richmond,15.1,26.7,0.0,4.0,ENE,28.0,,NE,0.0,9.0,74.0,48.0,1019.2,1015.5,,,19.0,25.6,0,0,2009,3,18,9,0.3926990816987241,,0.7853981633974483,-33.6009721,150.7496405,NSW,Sunshine,0,5
26328,26328,2009-03-19,Richmond,12.8,31.0,0.0,5.0,NE,26.0,,ENE,0.0,11.0,88.0,45.0,1016.9,1012.8,,,17.1,29.8,0,0,2009,3,19,9,0.7853981633974483,,0.3926990816987241,-33.6009721,150.7496405,NSW,Sunshine,0,5
26329,26329,2009-03-20,Richmond,15.2,29.9,0.0,3.9,E,28.0,SSW,SE,2.0,9.0,91.0,45.0,1017.8,1015.3,,,20.1,29.0,0,0,2009,3,20,9,0.0,4.319689898685965,5.497787143782138,-33.6009721,150.7496405,NSW,Sunshine,0,5
26330,26330,2009-03-21,Richmond,15.4,27.3,0.0,,E,30.0,SE,SE,2.0,6.0,96.0,53.0,1019.1,1016.2,,,18.7,27.2,0,0,2009,3,21,9,0.0,5.497787143782138,5.497787143782138,-33.6009721,150.7496405,NSW,Sunshine,0,5
26331,26331,2009-03-22,Richmond,13.6,28.4,0.0,,S,28.0,,ENE,0.0,13.0,99.0,49.0,1018.4,1014.6,,,16.5,26.6,0,0,2009,3,22,9,9.42477796076938,,0.3926990816987241,-33.6009721,150.7496405,NSW,Sunshine,0,5
26332,26332,2009-03-23,Richmond,14.2,29.8,0.2,12.2,NE,28.0,,E,0.0,11.0,92.0,36.0,1017.1,1014.4,,,18.3,29.5,0,0,2009,3,23,9,0.7853981633974483,,0.0,-33.6009721,150.7496405,NSW,Sunshine,0,5
26333,26333,2009-03-24,Richmond,16.9,32.7,0.0,3.6,N,33.0,SSW,NE,6.0,20.0,90.0,38.0,1018.2,1014.7,,,20.2,32.1,0,0,2009,3,24,9,1.5707963267948966,4.319689898685965,0.7853981633974483,-33.6009721,150.7496405,NSW,Sunshine,0,5
26334,26334,2009-03-25,Richmond,15.7,34.2,0.0,4.6,W,54.0,,NE,0.0,17.0,93.0,42.0,1019.8,1016.0,,,19.0,33.8,0,1,2009,3,25,9,3.141592653589793,,0.7853981633974483,-33.6009721,150.7496405,NSW,Sunshine,0,5
26335,26335,2009-03-26,Richmond,18.5,29.7,28.6,7.2,SSW,22.0,,NE,0.0,4.0,96.0,59.0,1019.8,1016.2,,,20.2,29.6,1,0,2009,3,26,9,4.319689898685965,,0.7853981633974483,-33.6009721,150.7496405,NSW,Sunshine,0,5
26336,26336,2009-03-27,Richmond,19.4,23.5,0.2,3.0,SSE,33.0,SSW,SSE,13.0,19.0,78.0,61.0,1024.3,1023.4,,,20.4,22.5,0,0,2009,3,27,9,5.105088062083414,4.319689898685965,5.105088062083414,-33.6009721,150.7496405,NSW,Sunshine,0,5
26337,26337,2009-03-28,Richmond,13.5,25.5,0.0,,N,28.0,,NW,0.0,6.0,89.0,46.0,1025.7,1022.5,,,17.3,24.9,0,0,2009,3,28,9,1.5707963267948966,,2.356194490192345,-33.6009721,150.7496405,NSW,Sunshine,0,5
26338,26338,2009-03-29,Richmond,11.9,26.9,0.0,,ENE,28.0,,ENE,0.0,11.0,99.0,46.0,1024.2,1020.6,,,14.4,26.0,0,0,2009,3,29,9,0.3926990816987241,,0.3926990816987241,-33.6009721,150.7496405,NSW,Sunshine,0,5
26339,26339,2009-03-30,Richmond,14.4,25.9,0.0,9.6,SE,50.0,S,SE,4.0,22.0,86.0,48.0,1024.4,1021.4,,,19.5,25.2,0,1,2009,3,30,9,5.497787143782138,9.42477796076938,5.497787143782138,-33.6009721,150.7496405,NSW,Sunshine,0,5
26340,26340,2009-03-31,Richmond,18.0,20.7,3.8,3.5,SSE,41.0,SSE,S,17.0,19.0,89.0,95.0,1021.6,1020.4,,,20.1,17.1,1,1,2009,3,31,9,5.105088062083414,5.105088062083414,9.42477796076938,-33.6009721,150.7496405,NSW,Sunshine,0,5
26341,26341,2009-04-01,Richmond,17.1,23.2,58.4,0.0,SE,43.0,SSE,SE,13.0,22.0,99.0,83.0,1020.9,1020.6,,,19.2,22.5,1,1,2009,4,1,9,5.497787143782138,5.105088062083414,5.497787143782138,-33.6009721,150.7496405,NSW,Sunshine,0,5
26342,26342,2009-04-02,Richmond,18.9,24.5,16.4,0.2,NE,41.0,SSE,E,9.0,15.0,97.0,81.0,1023.2,1021.5,,,20.8,22.5,1,1,2009,4,2,9,0.7853981633974483,5.105088062083414,0.0,-33.6009721,150.7496405,NSW,Sunshine,0,5
26343,26343,2009-04-03,Richmond,17.6,26.5,6.8,1.3,NE,24.0,,NNE,0.0,9.0,99.0,66.0,1021.3,1016.3,,,20.0,26.2,1,0,2009,4,3,9,0.7853981633974483,,1.1780972450961724,-33.6009721,150.7496405,NSW,Sunshine,0,5
26344,26344,2009-04-04,Richmond,18.1,20.2,0.8,,W,37.0,SSW,SE,7.0,19.0,95.0,66.0,1017.6,1019.2,,,19.1,19.4,0,0,2009,4,4,9,3.141592653589793,4.319689898685965,5.497787143782138,-33.6009721,150.7496405,NSW,Sunshine,0,5
