,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegion,NonMes,CodeRegionNum,NonMesNum
104851,104851,2008-12-11,Albany,14.6,19.7,0.2,2.2,12.1,ESE,ESE,22.0,20.0,71.0,67.0,1016.3,1015.1,5.0,3.0,18.5,18.9,0,0,2008,12,11,36,5.890486225480862,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104852,104852,2008-12-12,Albany,14.6,21.0,0.2,6.2,8.7,SW,SW,17.0,30.0,72.0,64.0,1018.1,1016.6,8.0,1.0,17.7,19.6,0,0,2008,12,12,36,3.9269908169872414,3.9269908169872414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104853,104853,2008-12-13,Albany,16.5,21.3,0.2,5.8,8.9,W,WSW,4.0,31.0,90.0,82.0,1020.0,1019.1,8.0,6.0,18.0,21.0,0,0,2008,12,13,36,3.141592653589793,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104854,104854,2008-12-14,Albany,14.6,22.5,0.0,4.2,13.0,NE,N,6.0,22.0,72.0,75.0,1018.9,1015.6,0.0,0.0,19.5,20.8,0,0,2008,12,14,36,0.7853981633974483,1.5707963267948966,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104855,104855,2008-12-15,Albany,17.5,20.6,0.0,8.0,2.1,S,S,24.0,19.0,81.0,77.0,1012.4,1013.3,8.0,8.0,18.5,19.5,0,0,2008,12,15,36,9.42477796076938,9.42477796076938,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104856,104856,2008-12-16,Albany,14.0,18.8,0.8,4.2,5.9,N,S,9.0,19.0,87.0,69.0,1017.6,1016.9,7.0,7.0,14.9,17.7,0,0,2008,12,16,36,1.5707963267948966,9.42477796076938,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104857,104857,2008-12-17,Albany,14.5,19.0,0.2,4.0,2.5,W,SW,6.0,28.0,69.0,64.0,1018.3,1018.3,7.0,5.0,17.2,18.0,0,0,2008,12,17,36,3.141592653589793,3.9269908169872414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104858,104858,2008-12-18,Albany,12.0,21.0,0.0,4.2,13.2,ENE,SE,6.0,33.0,85.0,60.0,1019.1,1014.8,2.0,1.0,17.0,20.0,0,0,2008,12,18,36,0.3926990816987241,5.497787143782138,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104859,104859,2008-12-19,Albany,15.8,22.0,0.0,6.8,13.1,ESE,SSE,19.0,19.0,76.0,78.0,1010.6,1007.7,4.0,3.0,20.2,21.1,0,0,2008,12,19,36,5.890486225480862,5.105088062083414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104860,104860,2008-12-20,Albany,18.9,27.7,0.2,6.0,11.0,WNW,W,9.0,19.0,71.0,53.0,998.9,997.6,6.0,6.0,21.9,24.0,0,0,2008,12,20,36,2.748893571891069,3.141592653589793,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104861,104861,2008-12-21,Albany,15.5,18.5,0.6,8.2,3.8,N,WSW,37.0,30.0,87.0,68.0,1011.9,1013.1,7.0,7.0,16.0,17.5,0,1,2008,12,21,36,1.5707963267948966,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104862,104862,2008-12-22,Albany,10.5,20.8,1.2,3.8,12.6,NNE,,4.0,,68.0,,1016.2,1014.4,1.0,,17.5,,1,0,2008,12,22,36,1.1780972450961724,,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104863,104863,2008-12-23,Albany,12.0,21.2,0.0,5.4,12.8,W,WSW,6.0,43.0,67.0,65.0,1012.5,1010.9,0.0,1.0,17.8,20.5,0,0,2008,12,23,36,3.141592653589793,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104864,104864,2008-12-24,Albany,14.0,19.6,0.0,8.0,12.2,SE,ESE,7.0,22.0,57.0,63.0,1016.5,1013.8,2.0,4.0,17.5,19.0,0,0,2008,12,24,36,5.497787143782138,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104865,104865,2008-12-25,Albany,12.2,21.1,0.0,6.8,12.0,WNW,WSW,9.0,30.0,66.0,56.0,1014.7,1013.1,1.0,1.0,18.0,20.5,0,0,2008,12,25,36,2.748893571891069,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104866,104866,2008-12-26,Albany,13.4,21.0,0.8,6.6,13.3,W,SW,6.0,30.0,58.0,60.0,1015.7,1013.4,3.0,1.0,18.0,20.0,0,0,2008,12,26,36,3.141592653589793,3.9269908169872414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104867,104867,2008-12-27,Albany,17.5,24.6,0.0,8.2,9.6,W,WSW,6.0,43.0,77.0,70.0,1013.2,1011.0,7.0,2.0,20.0,22.5,0,1,2008,12,27,36,3.141592653589793,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104868,104868,2008-12-28,Albany,,20.0,2.4,7.6,9.5,S,SE,19.0,11.0,69.0,60.0,1018.4,1016.7,8.0,1.0,17.4,19.8,1,0,2008,12,28,36,9.42477796076938,5.497787143782138,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104869,104869,2008-12-29,Albany,12.0,21.5,0.0,6.6,13.4,SSW,S,4.0,19.0,77.0,62.0,1018.4,1017.3,2.0,0.0,17.0,21.5,0,0,2008,12,29,36,4.319689898685965,9.42477796076938,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104870,104870,2008-12-30,Albany,16.5,21.0,0.0,7.2,9.6,ESE,ESE,6.0,20.0,76.0,77.0,1018.1,1014.4,8.0,1.0,18.4,20.5,0,0,2008,12,30,36,5.890486225480862,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104871,104871,2008-12-31,Albany,16.9,20.5,0.0,7.2,9.8,SE,SE,19.0,22.0,73.0,69.0,1015.2,1014.0,7.0,5.0,18.3,19.2,0,0,2008,12,31,36,5.497787143782138,5.497787143782138,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104872,104872,2009-01-01,Albany,16.4,21.4,0.0,8.0,9.6,E,ESE,13.0,31.0,64.0,64.0,1017.9,1015.6,8.0,1.0,19.4,20.8,0,0,2009,1,1,36,0.0,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104873,104873,2009-01-02,Albany,,22.8,0.0,9.4,10.0,ESE,ESE,31.0,28.0,79.0,77.0,1014.5,1011.1,8.0,1.0,19.8,21.8,0,0,2009,1,2,36,5.890486225480862,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104874,104874,2009-01-03,Albany,17.8,21.5,0.4,8.0,8.5,SSE,S,19.0,19.0,72.0,71.0,1017.1,1016.7,7.0,7.0,19.2,20.8,0,0,2009,1,3,36,5.105088062083414,9.42477796076938,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104875,104875,2009-01-04,Albany,15.0,24.0,0.0,7.2,13.3,WSW,ESE,2.0,17.0,77.0,53.0,1020.2,1017.7,2.0,0.0,19.5,24.0,0,0,2009,1,4,36,3.5342917352885173,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104876,104876,2009-01-05,Albany,15.0,23.5,0.0,7.4,9.9,SE,N,7.0,20.0,84.0,73.0,1018.2,1014.9,1.0,1.0,19.6,22.4,0,0,2009,1,5,36,5.497787143782138,1.5707963267948966,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104877,104877,2009-01-06,Albany,18.9,23.0,0.0,7.8,2.9,S,SSE,4.0,24.0,75.0,83.0,1018.5,1017.2,7.0,8.0,19.8,19.8,0,0,2009,1,6,36,9.42477796076938,5.105088062083414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104878,104878,2009-01-07,Albany,16.5,23.0,0.0,5.6,11.7,ENE,ESE,9.0,26.0,56.0,53.0,1021.0,1018.3,7.0,2.0,18.8,21.0,0,0,2009,1,7,36,0.3926990816987241,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104879,104879,2009-01-08,Albany,17.7,22.2,0.0,9.2,11.6,E,ESE,20.0,30.0,73.0,76.0,1020.5,1018.5,7.0,4.0,20.2,21.5,0,0,2009,1,8,36,0.0,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104880,104880,2009-01-09,Albany,17.9,23.5,0.0,7.2,12.9,ESE,ESE,15.0,26.0,74.0,74.0,1020.1,1017.7,6.0,2.0,21.5,22.0,0,0,2009,1,9,36,5.890486225480862,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104881,104881,2009-01-10,Albany,15.0,23.5,0.0,8.0,12.4,NNE,SSW,6.0,19.0,72.0,70.0,1015.8,1015.1,2.0,3.0,20.0,22.5,0,0,2009,1,10,36,1.1780972450961724,4.319689898685965,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104882,104882,2009-01-11,Albany,15.5,28.3,0.0,7.4,13.5,NNE,ESE,7.0,26.0,73.0,71.0,1012.4,1006.4,2.0,1.0,21.2,24.5,0,0,2009,1,11,36,1.1780972450961724,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104883,104883,2009-01-12,Albany,16.1,25.7,0.0,8.0,6.6,WNW,WSW,6.0,30.0,79.0,75.0,1005.5,1007.5,1.0,8.0,22.0,21.0,0,1,2009,1,12,36,2.748893571891069,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104884,104884,2009-01-13,Albany,13.5,20.5,1.2,6.0,10.7,WSW,SW,24.0,22.0,72.0,60.0,1016.4,1016.1,7.0,3.0,18.0,20.1,1,0,2009,1,13,36,3.5342917352885173,3.9269908169872414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104885,104885,2009-01-14,Albany,14.4,22.5,0.8,6.2,11.6,W,SSW,6.0,19.0,68.0,53.0,1019.7,1019.5,7.0,1.0,18.5,21.8,0,0,2009,1,14,36,3.141592653589793,4.319689898685965,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104886,104886,2009-01-15,Albany,17.0,24.5,0.0,6.8,12.9,NNE,ESE,7.0,30.0,63.0,63.0,1022.5,1018.5,4.0,1.0,20.8,23.0,0,0,2009,1,15,36,1.1780972450961724,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104887,104887,2009-01-16,Albany,18.5,31.7,0.0,9.8,13.1,ENE,E,7.0,26.0,63.0,52.0,1015.5,1009.8,0.0,0.0,22.5,29.0,0,0,2009,1,16,36,0.3926990816987241,0.0,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104888,104888,2009-01-17,Albany,19.1,22.0,0.0,13.6,7.1,SSW,S,22.0,19.0,74.0,77.0,1018.2,1018.2,6.0,8.0,20.2,20.7,0,0,2009,1,17,36,4.319689898685965,9.42477796076938,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104889,104889,2009-01-18,Albany,18.3,19.6,0.0,6.0,0.2,S,SSE,7.0,22.0,70.0,71.0,1020.4,1019.3,8.0,8.0,19.3,18.6,0,0,2009,1,18,36,9.42477796076938,5.105088062083414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104890,104890,2009-01-19,Albany,16.8,20.3,0.2,4.2,6.9,SSE,S,11.0,13.0,57.0,59.0,1021.0,1018.9,8.0,6.0,17.2,19.5,0,0,2009,1,19,36,5.105088062083414,9.42477796076938,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104891,104891,2009-01-20,Albany,14.8,22.0,0.0,6.0,6.4,N,WSW,7.0,31.0,68.0,72.0,1018.8,1016.8,8.0,5.0,17.8,21.0,0,0,2009,1,20,36,1.5707963267948966,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104892,104892,2009-01-21,Albany,16.0,24.5,0.0,7.6,12.2,WSW,WSW,6.0,39.0,64.0,67.0,1012.9,1009.8,4.0,7.0,20.0,23.0,0,1,2009,1,21,36,3.5342917352885173,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104893,104893,2009-01-22,Albany,17.6,22.7,1.2,8.4,11.2,WSW,WSW,30.0,37.0,74.0,69.0,1011.5,1009.9,5.0,1.0,19.5,21.8,1,1,2009,1,22,36,3.5342917352885173,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104894,104894,2009-01-23,Albany,17.8,20.7,2.8,8.0,10.6,WSW,SW,20.0,30.0,91.0,87.0,1010.9,1012.1,8.0,5.0,18.7,20.0,1,0,2009,1,23,36,3.5342917352885173,3.9269908169872414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104895,104895,2009-01-24,Albany,15.5,23.1,0.0,6.8,11.6,WSW,SW,6.0,19.0,68.0,63.0,1015.4,1013.8,7.0,0.0,18.4,22.4,0,1,2009,1,24,36,3.5342917352885173,3.9269908169872414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104896,104896,2009-01-25,Albany,17.3,23.0,1.4,7.4,11.2,NNE,ESE,4.0,24.0,89.0,72.0,1017.2,1014.5,8.0,1.0,18.5,22.0,1,0,2009,1,25,36,1.1780972450961724,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104897,104897,2009-01-26,Albany,18.5,23.0,0.0,8.0,10.5,ESE,WSW,9.0,30.0,78.0,82.0,1007.8,1007.8,8.0,6.0,22.0,22.0,0,0,2009,1,26,36,5.890486225480862,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104898,104898,2009-01-27,Albany,16.9,21.0,0.8,6.8,1.0,ESE,E,19.0,20.0,73.0,63.0,1012.9,1011.5,8.0,8.0,19.4,20.1,0,0,2009,1,27,36,5.890486225480862,0.0,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104899,104899,2009-01-28,Albany,18.0,20.5,0.0,5.0,0.0,SSE,SE,19.0,19.0,82.0,76.0,1008.6,1006.8,8.0,8.0,19.2,19.7,0,1,2009,1,28,36,5.105088062083414,5.497787143782138,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104900,104900,2009-01-29,Albany,16.0,21.5,5.6,2.4,5.2,S,SSW,15.0,11.0,70.0,52.0,1010.4,1011.0,7.0,6.0,18.2,21.1,1,0,2009,1,29,36,9.42477796076938,4.319689898685965,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104901,104901,2009-01-30,Albany,16.5,22.5,0.0,4.8,0.0,E,E,19.0,26.0,85.0,65.0,1014.2,1013.0,8.0,8.0,18.5,21.0,0,0,2009,1,30,36,0.0,0.0,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104902,104902,2009-01-31,Albany,17.5,24.7,1.0,4.2,12.4,ENE,ENE,11.0,39.0,70.0,74.0,1013.9,1011.3,7.0,6.0,21.5,23.0,0,0,2009,1,31,36,0.3926990816987241,0.3926990816987241,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104903,104903,2009-02-01,Albany,20.2,26.0,0.0,7.8,10.1,NE,ESE,6.0,24.0,84.0,74.0,1014.9,1012.7,8.0,1.0,22.0,24.4,0,0,2009,2,1,36,0.7853981633974483,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104904,104904,2009-02-02,Albany,21.0,25.0,0.0,8.0,9.7,ENE,ESE,15.0,43.0,84.0,84.0,1013.1,1008.7,6.0,1.0,23.0,23.4,0,0,2009,2,2,36,0.3926990816987241,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104905,104905,2009-02-03,Albany,20.2,23.0,0.0,8.4,3.6,WSW,SW,22.0,19.0,93.0,78.0,1011.2,1011.5,8.0,7.0,20.8,22.5,0,0,2009,2,3,36,3.5342917352885173,3.9269908169872414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104906,104906,2009-02-04,Albany,17.0,21.5,0.4,3.4,7.7,SSW,SSW,30.0,24.0,77.0,56.0,1015.1,1015.5,8.0,5.0,20.0,20.0,0,0,2009,2,4,36,4.319689898685965,4.319689898685965,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104907,104907,2009-02-05,Albany,14.0,22.5,0.0,6.0,7.6,N,S,2.0,19.0,71.0,54.0,1014.7,1012.1,6.0,4.0,18.0,22.0,0,0,2009,2,5,36,1.5707963267948966,9.42477796076938,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104908,104908,2009-02-06,Albany,,20.4,0.0,6.0,9.9,,WSW,0.0,44.0,58.0,58.0,1009.7,1007.3,7.0,6.0,19.2,19.5,0,1,2009,2,6,36,,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104909,104909,2009-02-07,Albany,14.0,18.8,2.4,8.4,9.9,WSW,SW,31.0,26.0,61.0,58.0,1014.1,1016.6,7.0,5.0,17.0,18.0,1,0,2009,2,7,36,3.5342917352885173,3.9269908169872414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104910,104910,2009-02-08,Albany,,21.2,0.0,5.8,10.6,E,ESE,6.0,20.0,60.0,54.0,1023.3,1022.6,7.0,3.0,17.8,20.0,0,0,2009,2,8,36,0.0,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104911,104911,2009-02-09,Albany,17.6,22.5,0.0,10.4,6.0,ESE,,19.0,,59.0,,1024.7,1022.9,7.0,,19.5,,0,0,2009,2,9,36,5.890486225480862,,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104912,104912,2009-02-10,Albany,17.0,24.5,0.0,7.4,9.7,NNE,ESE,9.0,31.0,56.0,48.0,1023.7,1020.0,2.0,4.0,20.0,23.0,0,0,2009,2,10,36,1.1780972450961724,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104913,104913,2009-02-11,Albany,17.0,28.8,0.0,10.8,12.2,ENE,E,17.0,28.0,60.0,55.0,1016.8,1011.8,1.0,2.0,19.7,26.5,0,0,2009,2,11,36,0.3926990816987241,0.0,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104914,104914,2009-02-12,Albany,19.0,34.5,0.0,12.4,3.9,NE,WSW,9.0,19.0,28.0,50.0,1008.4,1008.3,5.0,7.0,28.8,25.4,0,0,2009,2,12,36,0.7853981633974483,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104915,104915,2009-02-13,Albany,17.0,19.8,0.2,6.4,0.0,S,S,31.0,31.0,80.0,71.0,1019.4,1019.6,7.0,8.0,17.5,18.5,0,1,2009,2,13,36,9.42477796076938,9.42477796076938,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104916,104916,2009-02-14,Albany,,22.5,2.8,3.4,,ESE,E,19.0,19.0,84.0,87.0,1017.9,1016.6,8.0,8.0,19.5,20.4,1,1,2009,2,14,36,5.890486225480862,0.0,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104917,104917,2009-02-15,Albany,19.0,31.0,1.8,0.0,11.6,NNE,ESE,6.0,20.0,70.0,79.0,1009.5,1005.3,1.0,0.0,22.0,25.0,1,0,2009,2,15,36,1.1780972450961724,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104918,104918,2009-02-16,Albany,16.1,22.4,0.0,7.6,11.9,NNW,WSW,9.0,30.0,84.0,68.0,1010.5,1010.1,7.0,2.0,18.7,21.9,0,0,2009,2,16,36,1.9634954084936207,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104919,104919,2009-02-17,Albany,18.2,21.1,0.0,7.6,2.8,S,SSE,19.0,19.0,71.0,72.0,1015.9,1015.8,8.0,5.0,19.4,20.0,0,0,2009,2,17,36,9.42477796076938,5.105088062083414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104920,104920,2009-02-18,Albany,17.8,21.4,0.0,4.0,8.4,SE,ESE,15.0,19.0,58.0,53.0,1017.8,1016.7,8.0,2.0,18.5,20.4,0,0,2009,2,18,36,5.497787143782138,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104921,104921,2009-02-19,Albany,17.4,21.0,0.0,7.6,9.7,E,SE,15.0,24.0,60.0,58.0,1018.8,1018.1,7.0,1.0,18.5,20.2,0,0,2009,2,19,36,0.0,5.497787143782138,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104922,104922,2009-02-20,Albany,17.0,22.0,0.0,7.8,11.6,E,E,17.0,28.0,64.0,62.0,1021.6,1019.6,5.0,1.0,19.5,21.5,0,0,2009,2,20,36,0.0,0.0,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104923,104923,2009-02-21,Albany,16.6,27.5,0.0,8.2,11.1,E,ESE,9.0,26.0,71.0,70.0,1015.4,1009.7,1.0,4.0,19.7,24.2,0,0,2009,2,21,36,0.0,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104924,104924,2009-02-22,Albany,18.5,20.4,0.0,8.0,4.3,SSW,SW,30.0,17.0,83.0,64.0,1014.6,1016.7,7.0,7.0,18.5,18.2,0,0,2009,2,22,36,4.319689898685965,3.9269908169872414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104925,104925,2009-02-23,Albany,15.2,22.0,0.0,5.6,11.9,ENE,ESE,15.0,33.0,57.0,60.0,1018.6,1014.4,3.0,1.0,18.0,21.0,0,0,2009,2,23,36,0.3926990816987241,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104926,104926,2009-02-24,Albany,17.8,25.8,0.0,8.0,1.7,NE,WSW,11.0,31.0,78.0,75.0,1003.9,1002.8,5.0,8.0,20.4,22.1,0,0,2009,2,24,36,0.7853981633974483,3.5342917352885173,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104927,104927,2009-02-25,Albany,14.5,22.0,0.0,5.4,0.3,NNE,W,7.0,6.0,66.0,90.0,1005.4,1004.1,8.0,8.0,17.0,17.0,0,0,2009,2,25,36,1.1780972450961724,3.141592653589793,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104928,104928,2009-02-26,Albany,12.0,18.7,0.0,3.7,1.4,N,SSW,6.0,13.0,78.0,80.0,1013.7,1015.8,8.0,8.0,14.0,17.0,0,1,2009,2,26,36,1.5707963267948966,4.319689898685965,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104929,104929,2009-02-27,Albany,13.5,21.1,1.4,3.4,10.7,NE,SSE,4.0,19.0,84.0,62.0,1019.2,1016.4,3.0,2.0,15.6,20.0,1,1,2009,2,27,36,0.7853981633974483,5.105088062083414,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
104930,104930,2009-02-28,Albany,14.6,22.0,6.4,4.0,8.0,ENE,ESE,6.0,19.0,67.0,73.0,1017.8,1014.7,6.0,6.0,19.0,21.3,1,1,2009,2,28,36,0.3926990816987241,5.890486225480862,-35.0247822,117.883608,WA,WindGustDir_WindGustSpeed,5,7
