,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegion,NonMes,CodeRegionNum,NonMesNum
23372,23372,2009-01-04,Penrith,18.1,31.7,0.0,NE,39.0,NW,NNE,11.0,17.0,74.0,43.0,21.2,29.6,0,0,2009,1,4,8,0.7853981633974483,2.356194490192345,1.1780972450961724,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23373,23373,2009-01-05,Penrith,17.5,39.3,0.0,NW,48.0,SSE,W,6.0,26.0,71.0,20.0,23.6,39.0,0,0,2009,1,5,8,2.356194490192345,5.105088062083414,3.141592653589793,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23374,23374,2009-01-06,Penrith,16.5,41.6,0.0,NW,46.0,NNW,NE,6.0,11.0,71.0,9.0,24.2,40.0,0,0,2009,1,6,8,2.356194490192345,1.9634954084936207,0.7853981633974483,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23375,23375,2009-01-09,Penrith,15.3,21.8,1.4,E,30.0,S,ENE,19.0,11.0,71.0,45.0,18.1,21.3,1,0,2009,1,9,8,0.0,9.42477796076938,0.3926990816987241,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23376,23376,2009-01-10,Penrith,14.3,26.8,0.0,NE,35.0,SSE,E,4.0,13.0,58.0,39.0,18.7,25.4,0,0,2009,1,10,8,0.7853981633974483,5.105088062083414,0.0,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23377,23377,2009-01-11,Penrith,14.3,30.9,0.0,ENE,37.0,NE,E,6.0,13.0,61.0,37.0,21.4,29.8,0,1,2009,1,11,8,0.3926990816987241,0.7853981633974483,0.0,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23378,23378,2009-01-12,Penrith,17.4,29.9,8.4,SE,37.0,NNW,SE,6.0,24.0,100.0,55.0,20.2,27.3,1,0,2009,1,12,8,5.497787143782138,1.9634954084936207,5.497787143782138,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23379,23379,2009-01-13,Penrith,19.9,32.9,0.0,NNW,37.0,ENE,NE,7.0,15.0,89.0,39.0,22.1,31.1,0,0,2009,1,13,8,1.9634954084936207,0.3926990816987241,0.7853981633974483,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23380,23380,2009-01-14,Penrith,18.1,40.0,0.0,NE,37.0,SE,NE,6.0,13.0,70.0,19.0,24.0,39.6,0,0,2009,1,14,8,0.7853981633974483,5.497787143782138,0.7853981633974483,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23381,23381,2009-01-15,Penrith,20.3,43.3,0.0,SE,54.0,S,W,6.0,22.0,49.0,17.0,28.4,42.2,0,0,2009,1,15,8,5.497787143782138,9.42477796076938,3.141592653589793,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23382,23382,2009-01-16,Penrith,17.1,37.2,1.0,SSE,54.0,SE,NNE,2.0,9.0,55.0,30.0,21.5,32.4,0,0,2009,1,16,8,5.105088062083414,5.497787143782138,1.1780972450961724,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23383,23383,2009-01-17,Penrith,16.6,23.2,0.2,ESE,31.0,S,ENE,11.0,13.0,62.0,42.0,17.9,21.7,0,0,2009,1,17,8,5.890486225480862,9.42477796076938,0.3926990816987241,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23384,23384,2009-01-18,Penrith,12.9,29.3,0.0,ENE,35.0,NNE,ENE,4.0,9.0,56.0,30.0,19.5,28.3,0,0,2009,1,18,8,0.3926990816987241,1.1780972450961724,0.3926990816987241,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23385,23385,2009-01-19,Penrith,13.8,33.6,0.0,ENE,39.0,N,NE,7.0,17.0,65.0,23.0,19.8,32.5,0,0,2009,1,19,8,0.3926990816987241,1.5707963267948966,0.7853981633974483,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23386,23386,2009-01-20,Penrith,17.1,39.5,0.0,NE,44.0,SSE,NW,6.0,17.0,59.0,18.0,23.8,39.2,0,0,2009,1,20,8,0.7853981633974483,5.105088062083414,2.356194490192345,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23387,23387,2009-01-21,Penrith,22.8,39.8,0.0,S,57.0,N,WNW,9.0,9.0,64.0,25.0,26.0,37.5,0,1,2009,1,21,8,9.42477796076938,1.5707963267948966,2.748893571891069,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23388,23388,2009-01-22,Penrith,21.7,33.5,2.2,N,54.0,N,N,17.0,35.0,67.0,41.0,26.4,32.2,1,0,2009,1,22,8,1.5707963267948966,1.5707963267948966,1.5707963267948966,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23389,23389,2009-01-23,Penrith,22.2,36.8,0.2,NNE,43.0,SE,ENE,6.0,20.0,61.0,35.0,28.8,36.6,0,0,2009,1,23,8,1.1780972450961724,5.497787143782138,0.3926990816987241,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23390,23390,2009-01-24,Penrith,23.1,42.1,0.0,WNW,67.0,NNW,W,2.0,35.0,61.0,14.0,29.1,40.4,0,0,2009,1,24,8,2.748893571891069,1.9634954084936207,3.141592653589793,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23391,23391,2009-01-25,Penrith,19.7,29.4,0.0,SSE,31.0,SSE,SE,9.0,13.0,59.0,38.0,21.4,28.1,0,0,2009,1,25,8,5.105088062083414,5.105088062083414,5.497787143782138,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23392,23392,2009-01-26,Penrith,20.7,31.4,0.0,SE,39.0,S,ESE,7.0,17.0,64.0,53.0,23.0,29.6,0,1,2009,1,26,8,5.497787143782138,9.42477796076938,5.890486225480862,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23393,23393,2009-01-27,Penrith,19.7,29.5,5.6,ENE,35.0,SSW,SSE,13.0,7.0,98.0,66.0,20.4,27.0,1,0,2009,1,27,8,0.3926990816987241,4.319689898685965,5.105088062083414,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23394,23394,2009-01-28,Penrith,18.6,35.8,0.2,ENE,31.0,NE,NE,4.0,15.0,94.0,38.0,20.9,33.5,0,0,2009,1,28,8,0.3926990816987241,0.7853981633974483,0.7853981633974483,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23395,23395,2009-01-29,Penrith,18.6,36.0,0.0,ESE,37.0,WNW,NNE,4.0,15.0,72.0,21.0,24.4,34.6,0,0,2009,1,29,8,5.890486225480862,2.748893571891069,1.1780972450961724,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23396,23396,2009-01-30,Penrith,19.8,35.4,0.0,E,33.0,SSE,NNE,9.0,13.0,70.0,29.0,24.0,34.2,0,0,2009,1,30,8,0.0,5.105088062083414,1.1780972450961724,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23397,23397,2009-01-31,Penrith,18.9,38.6,0.0,ENE,33.0,SE,SE,7.0,17.0,68.0,28.0,24.3,37.5,0,0,2009,1,31,8,0.3926990816987241,5.497787143782138,5.497787143782138,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23398,23398,2009-02-01,Penrith,20.5,33.0,0.0,SE,37.0,SSE,SE,15.0,22.0,70.0,46.0,25.5,31.2,0,0,2009,2,1,8,5.497787143782138,5.105088062083414,5.497787143782138,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23399,23399,2009-02-02,Penrith,21.2,35.4,0.0,ENE,39.0,NE,NE,4.0,13.0,71.0,36.0,25.4,34.1,0,0,2009,2,2,8,0.3926990816987241,0.7853981633974483,0.7853981633974483,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23400,23400,2009-02-03,Penrith,21.8,34.8,0.2,SE,39.0,SSE,ESE,9.0,28.0,68.0,34.0,24.7,32.6,0,0,2009,2,3,8,5.497787143782138,5.105088062083414,5.890486225480862,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23401,23401,2009-02-04,Penrith,22.3,33.4,0.0,N,37.0,E,NE,7.0,9.0,70.0,41.0,25.5,32.3,0,0,2009,2,4,8,1.5707963267948966,0.0,0.7853981633974483,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23402,23402,2009-02-05,Penrith,21.0,39.5,0.0,NE,31.0,SE,ENE,7.0,13.0,74.0,27.0,25.3,38.5,0,0,2009,2,5,8,0.7853981633974483,5.497787143782138,0.3926990816987241,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23403,23403,2009-02-06,Penrith,22.8,41.4,0.0,NE,37.0,SE,ENE,9.0,19.0,68.0,21.0,26.8,40.0,0,0,2009,2,6,8,0.7853981633974483,5.497787143782138,0.3926990816987241,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23404,23404,2009-02-07,Penrith,22.3,42.3,0.0,NE,46.0,SE,NE,4.0,28.0,54.0,17.0,27.1,40.7,0,0,2009,2,7,8,0.7853981633974483,5.497787143782138,0.7853981633974483,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23405,23405,2009-02-08,Penrith,19.8,42.5,0.0,SSE,41.0,SE,NNE,7.0,7.0,49.0,19.0,25.6,40.6,0,0,2009,2,8,8,5.105088062083414,5.497787143782138,1.1780972450961724,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23406,23406,2009-02-09,Penrith,22.2,23.6,0.0,S,31.0,S,ESE,17.0,11.0,80.0,70.0,22.4,23.0,0,1,2009,2,9,8,9.42477796076938,9.42477796076938,5.890486225480862,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23407,23407,2009-02-10,Penrith,17.4,20.2,3.2,S,22.0,S,SSE,9.0,7.0,93.0,96.0,18.5,19.3,1,1,2009,2,10,8,9.42477796076938,9.42477796076938,5.105088062083414,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23408,23408,2009-02-11,Penrith,16.2,22.0,6.6,S,33.0,SSW,SW,15.0,17.0,80.0,68.0,17.4,20.9,1,1,2009,2,11,8,9.42477796076938,4.319689898685965,3.9269908169872414,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23409,23409,2009-02-12,Penrith,15.9,21.3,1.6,ESE,39.0,SSW,SSE,17.0,19.0,76.0,60.0,18.0,20.9,1,0,2009,2,12,8,5.890486225480862,4.319689898685965,5.105088062083414,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23410,23410,2009-02-13,Penrith,15.6,19.8,0.8,WSW,48.0,SSW,SE,7.0,26.0,86.0,72.0,16.6,19.1,0,1,2009,2,13,8,3.5342917352885173,4.319689898685965,5.497787143782138,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23411,23411,2009-02-14,Penrith,15.1,18.2,28.0,SSW,30.0,SSW,S,19.0,13.0,94.0,97.0,15.8,17.5,1,1,2009,2,14,8,4.319689898685965,4.319689898685965,9.42477796076938,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23412,23412,2009-02-15,Penrith,15.8,20.8,32.8,SE,35.0,SSW,SSW,15.0,13.0,89.0,90.0,18.1,20.5,1,1,2009,2,15,8,5.497787143782138,4.319689898685965,4.319689898685965,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23413,23413,2009-02-16,Penrith,16.5,23.7,34.6,SSE,54.0,SSW,SSE,15.0,26.0,94.0,63.0,18.4,22.9,1,1,2009,2,16,8,5.105088062083414,4.319689898685965,5.105088062083414,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23414,23414,2009-02-17,Penrith,17.2,22.4,3.8,SE,33.0,SSW,SSE,9.0,17.0,93.0,62.0,18.8,21.4,1,1,2009,2,17,8,5.497787143782138,4.319689898685965,5.105088062083414,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23415,23415,2009-02-18,Penrith,17.7,27.5,10.8,SW,35.0,SW,SW,20.0,13.0,80.0,60.0,20.9,25.0,1,0,2009,2,18,8,3.9269908169872414,3.9269908169872414,3.9269908169872414,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23416,23416,2009-02-19,Penrith,18.6,29.0,0.0,SSE,39.0,NNW,N,11.0,17.0,77.0,71.0,22.6,25.5,0,0,2009,2,19,8,5.105088062083414,1.9634954084936207,1.5707963267948966,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23417,23417,2009-02-20,Penrith,19.7,32.6,0.4,SSE,39.0,N,E,6.0,7.0,78.0,44.0,22.0,31.1,0,0,2009,2,20,8,5.105088062083414,1.5707963267948966,0.0,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23418,23418,2009-02-21,Penrith,21.1,27.2,0.0,SE,31.0,SSW,ESE,9.0,17.0,97.0,86.0,21.5,22.0,0,1,2009,2,21,8,5.497787143782138,4.319689898685965,5.890486225480862,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23419,23419,2009-02-22,Penrith,18.7,26.8,10.0,ENE,26.0,SSW,ENE,11.0,9.0,81.0,59.0,20.4,25.4,1,0,2009,2,22,8,0.3926990816987241,4.319689898685965,0.3926990816987241,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
