,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegion,NonMes,CodeRegionNum,NonMesNum
110771,110771,2009-01-11,PearceRAAF,19.8,40.6,0.0,13.1,E,61.0,ENE,WSW,31.0,13.0,31.0,12.0,1008.6,1004.9,,,26.6,39.0,0,0,2009,1,11,38,0.0,0.3926990816987241,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
110772,110772,2009-01-12,PearceRAAF,13.3,28.8,0.0,11.3,SSW,59.0,SSW,SW,11.0,31.0,64.0,49.0,1007.3,1008.6,0.0,5.0,22.1,27.2,0,0,2009,1,12,38,4.319689898685965,4.319689898685965,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
110773,110773,2009-01-13,PearceRAAF,9.1,27.8,0.0,11.2,SSW,48.0,S,S,11.0,17.0,50.0,27.0,1017.4,1014.5,2.0,1.0,19.8,26.5,0,0,2009,1,13,38,4.319689898685965,9.42477796076938,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
110774,110774,2009-01-14,PearceRAAF,12.0,32.7,0.0,10.2,W,41.0,SE,SE,15.0,13.0,49.0,19.0,1016.8,1013.7,3.0,3.0,21.0,31.9,0,0,2009,1,14,38,3.141592653589793,5.497787143782138,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
110775,110775,2009-01-15,PearceRAAF,,39.5,0.0,13.1,,,E,E,31.0,17.0,41.0,15.0,1015.4,1011.5,0.0,0.0,23.2,37.8,0,0,2009,1,15,38,,0.0,0.0,-31.667778,116.015,WA,Evaporation,5,8
110776,110776,2009-01-16,PearceRAAF,23.2,43.7,0.0,13.1,,,NE,WNW,24.0,15.0,13.0,23.0,1010.5,1010.0,0.0,0.0,32.8,34.4,0,0,2009,1,16,38,,0.7853981633974483,2.748893571891069,-31.667778,116.015,WA,Evaporation,5,8
110777,110777,2009-01-17,PearceRAAF,17.0,33.7,0.0,7.2,SSE,44.0,S,SSW,11.0,19.0,59.0,28.0,1015.1,1013.4,,,21.9,33.2,0,0,2009,1,17,38,5.105088062083414,9.42477796076938,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110778,110778,2009-01-18,PearceRAAF,21.7,33.2,0.0,4.8,ESE,59.0,S,SSW,11.0,20.0,48.0,31.0,1015.3,1011.5,,,23.1,31.4,0,0,2009,1,18,38,5.890486225480862,9.42477796076938,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110779,110779,2009-01-19,PearceRAAF,16.8,30.8,0.0,13.2,ESE,72.0,S,SSE,20.0,13.0,60.0,35.0,1016.0,1013.3,1.0,1.0,20.2,28.4,0,0,2009,1,19,38,5.890486225480862,9.42477796076938,5.105088062083414,-31.667778,116.015,WA,Evaporation,5,8
110780,110780,2009-01-20,PearceRAAF,15.7,31.8,0.0,13.0,SW,46.0,ESE,SSW,24.0,20.0,50.0,24.0,1018.0,1014.2,0.0,1.0,18.8,31.2,0,0,2009,1,20,38,3.9269908169872414,5.890486225480862,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110781,110781,2009-01-21,PearceRAAF,13.6,30.3,0.0,13.0,S,52.0,S,WSW,17.0,28.0,68.0,34.0,1015.7,1012.4,0.0,2.0,19.4,28.4,0,0,2009,1,21,38,9.42477796076938,9.42477796076938,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
110782,110782,2009-01-22,PearceRAAF,17.1,30.6,0.0,11.1,SW,46.0,S,SW,17.0,22.0,75.0,41.0,1013.4,1011.1,8.0,0.0,20.4,29.7,0,0,2009,1,22,38,3.9269908169872414,9.42477796076938,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
110783,110783,2009-01-23,PearceRAAF,19.5,29.8,0.0,10.7,SW,39.0,SSE,SSW,17.0,24.0,71.0,45.0,1013.6,1011.1,8.0,1.0,21.3,28.8,0,0,2009,1,23,38,3.9269908169872414,5.105088062083414,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110784,110784,2009-01-24,PearceRAAF,11.9,33.8,0.0,13.0,WSW,41.0,W,SW,7.0,24.0,73.0,32.0,1013.4,1010.6,,,19.6,33.2,0,0,2009,1,24,38,3.5342917352885173,3.141592653589793,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
110785,110785,2009-01-25,PearceRAAF,15.4,,0.0,13.2,,,SE,ESE,15.0,13.0,26.0,16.0,1011.9,1007.6,,,25.8,38.7,0,0,2009,1,25,38,,5.497787143782138,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
110786,110786,2009-01-26,PearceRAAF,,32.5,0.0,13.0,SW,39.0,WNW,SW,7.0,26.0,95.0,37.0,1007.9,1007.4,8.0,,20.2,31.2,0,0,2009,1,26,38,3.9269908169872414,2.748893571891069,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
110787,110787,2009-01-27,PearceRAAF,16.1,35.2,0.0,12.6,SW,43.0,E,ENE,20.0,9.0,57.0,33.0,1007.8,1003.6,2.0,6.0,23.2,33.8,0,0,2009,1,27,38,3.9269908169872414,0.0,0.3926990816987241,-31.667778,116.015,WA,Evaporation,5,8
110788,110788,2009-01-28,PearceRAAF,20.1,32.6,0.0,6.5,WSW,43.0,SE,SW,13.0,11.0,71.0,51.0,1003.4,1000.7,7.0,6.0,23.7,29.9,0,0,2009,1,28,38,3.5342917352885173,5.497787143782138,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
110789,110789,2009-01-29,PearceRAAF,20.2,25.0,0.0,0.3,SSW,33.0,SSW,S,22.0,13.0,71.0,57.0,1007.6,1007.5,8.0,8.0,21.1,24.6,0,0,2009,1,29,38,4.319689898685965,4.319689898685965,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
110790,110790,2009-01-30,PearceRAAF,18.1,,0.0,6.4,,,SE,ESE,17.0,9.0,68.0,47.0,1010.1,1006.6,8.0,8.0,21.7,30.1,0,0,2009,1,30,38,,5.497787143782138,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
110791,110791,2009-01-31,PearceRAAF,,36.1,0.0,,S,63.0,ENE,SE,17.0,15.0,58.0,42.0,1008.5,1005.9,1.0,1.0,27.6,32.5,0,0,2009,1,31,38,9.42477796076938,0.3926990816987241,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
110792,110792,2009-02-01,PearceRAAF,23.2,38.7,0.0,13.1,WSW,44.0,ENE,S,15.0,15.0,62.0,24.0,1011.3,1008.4,,1.0,27.7,37.5,0,0,2009,2,1,38,3.5342917352885173,0.3926990816987241,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
110793,110793,2009-02-02,PearceRAAF,19.4,40.6,0.0,13.1,SW,41.0,NNE,SW,6.0,22.0,46.0,20.0,1010.4,1007.7,1.0,2.0,30.5,39.8,0,0,2009,2,2,38,3.9269908169872414,1.1780972450961724,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
110794,110794,2009-02-03,PearceRAAF,17.6,36.1,0.0,11.9,WSW,35.0,WSW,WSW,6.0,28.0,81.0,29.0,1010.1,1007.9,2.0,0.0,22.5,34.4,0,0,2009,2,3,38,3.5342917352885173,3.5342917352885173,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
110795,110795,2009-02-04,PearceRAAF,17.8,34.2,0.0,13.0,SSW,43.0,SE,SSW,19.0,24.0,59.0,28.0,1012.0,1009.5,2.0,0.0,23.1,32.1,0,0,2009,2,4,38,4.319689898685965,5.497787143782138,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110796,110796,2009-02-05,PearceRAAF,17.5,34.4,0.0,12.9,ESE,57.0,ESE,S,19.0,20.0,50.0,22.0,1010.7,1006.1,0.0,0.0,21.2,32.9,0,0,2009,2,5,38,5.890486225480862,5.890486225480862,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
110797,110797,2009-02-06,PearceRAAF,14.3,28.3,0.0,12.3,SW,54.0,S,SW,24.0,31.0,63.0,33.0,1008.7,1006.0,3.0,2.0,18.0,26.9,0,0,2009,2,6,38,3.9269908169872414,9.42477796076938,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
110798,110798,2009-02-07,PearceRAAF,9.2,28.8,0.0,12.7,SSE,41.0,SE,S,17.0,22.0,53.0,27.0,1013.9,1011.8,,,18.5,28.0,0,0,2009,2,7,38,5.105088062083414,5.497787143782138,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
110799,110799,2009-02-08,PearceRAAF,15.0,33.3,0.0,13.0,E,67.0,E,ESE,39.0,28.0,44.0,21.0,1016.5,1014.6,,,19.0,32.1,0,0,2009,2,8,38,0.0,0.0,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
110800,110800,2009-02-09,PearceRAAF,18.5,35.0,0.0,12.9,E,65.0,E,NE,41.0,28.0,47.0,16.0,1016.5,1014.4,0.0,0.0,21.3,33.5,0,0,2009,2,9,38,0.0,0.0,0.7853981633974483,-31.667778,116.015,WA,Evaporation,5,8
110801,110801,2009-02-10,PearceRAAF,21.2,36.5,0.0,11.4,ENE,63.0,ENE,NE,33.0,17.0,40.0,14.0,1015.3,1012.5,0.0,3.0,24.0,34.9,0,0,2009,2,10,38,0.3926990816987241,0.3926990816987241,0.7853981633974483,-31.667778,116.015,WA,Evaporation,5,8
110802,110802,2009-02-11,PearceRAAF,23.9,39.2,0.0,12.8,NE,46.0,NNE,W,20.0,9.0,21.0,11.0,1012.1,1009.2,0.0,0.0,28.2,37.5,0,0,2009,2,11,38,0.7853981633974483,1.1780972450961724,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
110803,110803,2009-02-12,PearceRAAF,20.1,41.6,0.0,9.4,WSW,50.0,NNE,SSW,15.0,28.0,17.0,17.0,1007.2,1007.3,3.0,5.0,30.1,34.7,0,0,2009,2,12,38,3.5342917352885173,1.1780972450961724,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110804,110804,2009-02-13,PearceRAAF,21.6,27.0,0.0,4.3,SE,50.0,ESE,E,26.0,26.0,61.0,52.0,1013.3,1011.8,8.0,6.0,22.5,25.1,0,0,2009,2,13,38,5.497787143782138,5.890486225480862,0.0,-31.667778,116.015,WA,Evaporation,5,8
110805,110805,2009-02-14,PearceRAAF,19.0,32.8,0.0,1.3,ESE,65.0,ESE,SE,28.0,20.0,43.0,26.0,1008.6,1006.0,,,23.7,30.7,0,0,2009,2,14,38,5.890486225480862,5.890486225480862,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
110806,110806,2009-02-15,PearceRAAF,15.3,35.4,0.0,12.0,WSW,37.0,NW,SW,9.0,24.0,80.0,24.0,1008.2,1005.7,,,21.1,33.7,0,0,2009,2,15,38,3.5342917352885173,2.356194490192345,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
110807,110807,2009-02-16,PearceRAAF,17.9,28.4,0.0,11.4,WSW,44.0,SW,SW,24.0,28.0,71.0,38.0,1010.8,1009.8,,0.0,21.3,27.9,0,0,2009,2,16,38,3.5342917352885173,3.9269908169872414,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
110808,110808,2009-02-17,PearceRAAF,14.7,32.3,0.0,12.5,ESE,56.0,SE,SSE,20.0,13.0,60.0,28.0,1012.8,1009.4,1.0,1.0,20.0,30.4,0,0,2009,2,17,38,5.890486225480862,5.497787143782138,5.105088062083414,-31.667778,116.015,WA,Evaporation,5,8
110809,110809,2009-02-18,PearceRAAF,17.7,32.1,0.0,12.5,ESE,67.0,E,SE,19.0,20.0,55.0,24.0,1012.8,1009.7,0.0,0.0,20.6,31.1,0,0,2009,2,18,38,5.890486225480862,0.0,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
110810,110810,2009-02-19,PearceRAAF,17.2,34.2,0.0,12.4,E,57.0,E,SSW,28.0,9.0,48.0,21.0,1013.0,1010.8,0.0,0.0,20.7,32.2,0,0,2009,2,19,38,0.0,0.0,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110811,110811,2009-02-20,PearceRAAF,19.8,37.2,0.0,12.3,E,59.0,E,NE,33.0,13.0,44.0,19.0,1014.5,1012.5,0.0,1.0,22.8,35.1,0,0,2009,2,20,38,0.0,0.0,0.7853981633974483,-31.667778,116.015,WA,Evaporation,5,8
110812,110812,2009-02-21,PearceRAAF,22.7,40.2,0.0,11.0,ENE,52.0,NE,WNW,26.0,15.0,25.0,13.0,1011.4,1007.8,,,28.3,38.2,0,0,2009,2,21,38,0.3926990816987241,0.7853981633974483,2.748893571891069,-31.667778,116.015,WA,Evaporation,5,8
110813,110813,2009-02-22,PearceRAAF,19.5,33.4,0.0,10.9,ESE,44.0,S,S,24.0,20.0,48.0,25.0,1012.0,1009.9,,,22.3,32.4,0,0,2009,2,22,38,5.890486225480862,9.42477796076938,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
110814,110814,2009-02-23,PearceRAAF,17.6,35.6,0.0,11.8,E,70.0,E,ENE,28.0,13.0,53.0,24.0,1012.2,1008.8,6.0,6.0,19.9,33.1,0,0,2009,2,23,38,0.0,0.0,0.3926990816987241,-31.667778,116.015,WA,Evaporation,5,8
110815,110815,2009-02-24,PearceRAAF,18.6,26.5,0.0,5.7,WSW,41.0,W,WSW,15.0,26.0,72.0,49.0,1006.6,1007.0,3.0,,22.5,24.8,0,0,2009,2,24,38,3.5342917352885173,3.141592653589793,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
110816,110816,2009-02-25,PearceRAAF,12.5,24.9,0.0,4.2,W,50.0,N,W,13.0,35.0,73.0,83.0,1007.3,1006.6,8.0,8.0,18.3,18.6,0,0,2009,2,25,38,3.141592653589793,1.5707963267948966,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
110817,110817,2009-02-26,PearceRAAF,,24.8,1.0,11.3,,,NE,S,6.0,22.0,68.0,35.0,1016.6,1015.5,1.0,3.0,16.1,23.4,0,0,2009,2,26,38,,0.7853981633974483,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
110818,110818,2009-02-27,PearceRAAF,13.0,32.4,0.0,12.0,SSW,46.0,ESE,W,11.0,11.0,60.0,18.0,1015.7,1011.7,0.0,1.0,18.5,30.8,0,0,2009,2,27,38,4.319689898685965,5.890486225480862,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
110819,110819,2009-02-28,PearceRAAF,15.2,37.4,0.0,9.2,ENE,50.0,SE,E,9.0,15.0,48.0,20.0,1009.1,1005.3,,,22.0,34.8,0,0,2009,2,28,38,0.3926990816987241,5.497787143782138,0.0,-31.667778,116.015,WA,Evaporation,5,8
110820,110820,2009-03-01,PearceRAAF,22.0,34.3,0.0,9.7,ENE,56.0,NE,W,9.0,19.0,55.0,40.0,1005.7,1002.2,,,26.0,32.8,0,0,2009,3,1,38,0.3926990816987241,0.7853981633974483,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
110821,110821,2009-03-02,PearceRAAF,18.1,25.2,0.0,9.5,SSW,54.0,SSW,SSW,33.0,43.0,69.0,41.0,1008.6,1010.2,8.0,,18.4,23.0,0,0,2009,3,2,38,4.319689898685965,4.319689898685965,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110822,110822,2009-03-03,PearceRAAF,8.4,25.7,0.0,11.2,SE,44.0,ESE,ESE,22.0,28.0,52.0,23.0,1025.2,1022.9,0.0,0.0,14.2,24.1,0,0,2009,3,3,38,5.497787143782138,5.890486225480862,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
110823,110823,2009-03-04,PearceRAAF,14.1,31.0,0.0,11.7,E,46.0,ENE,E,19.0,28.0,46.0,17.0,1026.8,1022.3,1.0,1.0,17.1,28.9,0,0,2009,3,4,38,0.0,0.3926990816987241,0.0,-31.667778,116.015,WA,Evaporation,5,8
110824,110824,2009-03-05,PearceRAAF,17.1,34.5,0.0,11.7,E,35.0,NE,ENE,15.0,13.0,34.0,13.0,1023.7,1019.5,0.0,0.0,21.6,33.0,0,0,2009,3,5,38,0.0,0.7853981633974483,0.3926990816987241,-31.667778,116.015,WA,Evaporation,5,8
110825,110825,2009-03-06,PearceRAAF,16.8,35.7,0.0,11.6,E,59.0,E,SSW,9.0,22.0,27.0,11.0,1019.2,1016.1,1.0,0.0,24.8,34.2,0,0,2009,3,6,38,0.0,0.0,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110826,110826,2009-03-07,PearceRAAF,17.6,31.9,0.0,11.5,E,72.0,E,E,46.0,20.0,54.0,23.0,1019.0,1016.9,,,19.3,30.0,0,0,2009,3,7,38,0.0,0.0,0.0,-31.667778,116.015,WA,Evaporation,5,8
110827,110827,2009-03-08,PearceRAAF,19.2,35.4,0.0,11.7,ENE,48.0,ENE,S,20.0,15.0,33.0,13.0,1016.0,1013.3,,,22.8,34.0,0,0,2009,3,8,38,0.3926990816987241,0.3926990816987241,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
110828,110828,2009-03-09,PearceRAAF,14.5,36.7,0.0,11.6,SSW,39.0,NE,WSW,15.0,20.0,25.0,12.0,1015.9,1013.2,0.0,1.0,25.9,35.7,0,0,2009,3,9,38,4.319689898685965,0.7853981633974483,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
110829,110829,2009-03-10,PearceRAAF,13.0,38.4,0.0,11.8,NNE,39.0,NE,NW,7.0,17.0,23.0,10.0,1013.5,1010.9,1.0,0.0,27.0,37.7,0,0,2009,3,10,38,1.1780972450961724,0.7853981633974483,2.356194490192345,-31.667778,116.015,WA,Evaporation,5,8
110830,110830,2009-03-11,PearceRAAF,11.7,31.4,0.0,4.9,,,NNW,S,4.0,17.0,42.0,21.0,1011.7,1011.7,2.0,7.0,20.4,30.5,0,0,2009,3,11,38,,1.9634954084936207,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
110831,110831,2009-03-12,PearceRAAF,17.8,27.4,0.0,5.3,,,E,W,11.0,9.0,64.0,45.0,1013.8,1012.8,8.0,,20.7,26.1,0,0,2009,3,12,38,,0.0,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
110832,110832,2009-03-13,PearceRAAF,11.9,29.3,0.0,11.0,SSE,44.0,SSE,SSW,13.0,9.0,52.0,24.0,1019.5,1017.5,2.0,0.0,18.2,27.6,0,0,2009,3,13,38,5.105088062083414,5.105088062083414,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110833,110833,2009-03-14,PearceRAAF,14.6,31.7,0.0,10.9,ESE,54.0,E,E,28.0,20.0,49.0,25.0,1020.7,1016.4,,,16.8,29.6,0,0,2009,3,14,38,5.890486225480862,0.0,0.0,-31.667778,116.015,WA,Evaporation,5,8
110834,110834,2009-03-15,PearceRAAF,16.7,40.1,0.0,7.1,E,54.0,NE,N,13.0,15.0,24.0,13.0,1013.7,1010.2,,,24.6,38.1,0,0,2009,3,15,38,0.0,0.7853981633974483,1.5707963267948966,-31.667778,116.015,WA,Evaporation,5,8
110835,110835,2009-03-16,PearceRAAF,14.9,35.4,0.0,10.8,W,37.0,NNW,W,6.0,28.0,48.0,27.0,1012.4,1010.5,0.0,0.0,21.6,33.3,0,0,2009,3,16,38,3.141592653589793,1.9634954084936207,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
110836,110836,2009-03-17,PearceRAAF,15.8,25.8,0.0,2.9,W,44.0,NNW,WSW,11.0,30.0,78.0,68.0,1013.9,1013.1,5.0,8.0,19.2,21.4,0,0,2009,3,17,38,3.141592653589793,1.9634954084936207,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
110837,110837,2009-03-18,PearceRAAF,12.2,24.7,0.6,9.8,SW,39.0,SW,SSW,7.0,22.0,78.0,35.0,1017.3,1015.9,7.0,0.0,17.1,23.7,0,0,2009,3,18,38,3.9269908169872414,3.9269908169872414,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110838,110838,2009-03-19,PearceRAAF,7.2,27.5,0.0,11.5,W,37.0,WNW,SSW,6.0,24.0,68.0,30.0,1016.3,1011.7,2.0,4.0,14.7,26.5,0,0,2009,3,19,38,3.141592653589793,2.748893571891069,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110839,110839,2009-03-23,PearceRAAF,11.3,25.2,0.6,8.0,WSW,48.0,NNW,SW,6.0,24.0,70.0,56.0,1014.5,1013.1,2.0,6.0,17.1,24.2,0,0,2009,3,23,38,3.5342917352885173,1.9634954084936207,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
110840,110840,2009-03-24,PearceRAAF,11.5,26.3,1.0,10.0,SW,39.0,NNW,WSW,6.0,20.0,85.0,37.0,1016.9,1015.7,2.0,2.0,17.0,24.9,0,0,2009,3,24,38,3.9269908169872414,1.9634954084936207,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
110841,110841,2009-03-25,PearceRAAF,12.4,27.7,0.0,10.6,WSW,35.0,NNW,SSE,4.0,11.0,90.0,37.0,1019.6,1018.0,3.0,3.0,16.0,26.3,0,0,2009,3,25,38,3.5342917352885173,1.9634954084936207,5.105088062083414,-31.667778,116.015,WA,Evaporation,5,8
110842,110842,2009-03-26,PearceRAAF,12.9,34.2,0.0,10.7,E,46.0,E,NE,28.0,11.0,59.0,23.0,1020.9,1018.2,3.0,2.0,19.5,32.4,0,0,2009,3,26,38,0.0,0.0,0.7853981633974483,-31.667778,116.015,WA,Evaporation,5,8
110843,110843,2009-03-27,PearceRAAF,13.0,39.5,0.0,10.7,N,43.0,NW,W,4.0,26.0,62.0,16.0,1017.6,1013.8,0.0,0.0,19.6,37.2,0,0,2009,3,27,38,1.5707963267948966,2.356194490192345,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
110844,110844,2009-03-28,PearceRAAF,14.3,30.1,0.0,10.8,ESE,50.0,S,S,22.0,20.0,81.0,31.0,1019.7,1016.3,,,17.4,28.2,0,0,2009,3,28,38,5.890486225480862,9.42477796076938,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
110845,110845,2009-03-29,PearceRAAF,17.3,26.0,0.0,8.4,SE,54.0,SE,ESE,28.0,31.0,56.0,35.0,1021.0,1017.3,5.0,,19.5,25.4,0,0,2009,3,29,38,5.497787143782138,5.497787143782138,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
110846,110846,2009-03-30,PearceRAAF,17.3,27.4,0.0,8.9,,,ESE,S,19.0,26.0,65.0,45.0,1015.6,1011.6,7.0,2.0,19.8,26.1,0,0,2009,3,30,38,,5.890486225480862,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
110847,110847,2009-03-31,PearceRAAF,13.5,26.2,0.0,8.1,WSW,50.0,SSE,SW,11.0,31.0,74.0,41.0,1017.0,1014.8,6.0,3.0,18.2,25.2,0,0,2009,3,31,38,3.5342917352885173,5.105088062083414,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
110848,110848,2009-04-01,PearceRAAF,12.7,24.6,0.0,9.5,SSE,39.0,SSE,W,17.0,9.0,56.0,23.0,1023.0,1019.6,6.0,0.0,16.5,23.6,0,0,2009,4,1,38,5.105088062083414,5.105088062083414,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
110849,110849,2009-04-02,PearceRAAF,9.3,26.6,0.0,10.1,ESE,41.0,E,SSW,19.0,24.0,53.0,20.0,1024.5,1021.8,4.0,0.0,17.3,26.4,0,0,2009,4,2,38,5.890486225480862,0.0,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
110850,110850,2009-04-03,PearceRAAF,12.4,28.2,0.0,10.8,,,E,ESE,43.0,30.0,56.0,25.0,1026.4,1024.1,0.0,,17.9,27.4,0,0,2009,4,3,38,,0.0,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
110851,110851,2009-04-04,PearceRAAF,15.9,29.2,0.0,10.3,E,48.0,E,ESE,19.0,17.0,40.0,19.0,1027.7,1024.0,,,20.0,28.7,0,0,2009,4,4,38,0.0,0.0,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
