,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegion,NonMes,CodeRegionNum,NonMesNum
29,29,2009-01-01,Albury,11.3,26.5,0.0,WNW,56.0,W,WNW,19.0,31.0,46.0,26.0,1004.5,1003.2,,,19.7,25.7,0,0,2009,1,1,0,2.748893571891069,3.141592653589793,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
30,30,2009-01-02,Albury,9.6,23.9,0.0,W,41.0,WSW,SSW,19.0,11.0,44.0,22.0,1014.4,1013.1,,,14.9,22.1,0,0,2009,1,2,0,3.141592653589793,3.5342917352885173,4.319689898685965,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
31,31,2009-01-03,Albury,10.5,28.8,0.0,SSE,26.0,SSE,E,11.0,7.0,43.0,22.0,1018.7,1014.8,,,17.1,26.5,0,0,2009,1,3,0,5.105088062083414,5.105088062083414,0.0,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
32,32,2009-01-04,Albury,12.3,34.6,0.0,WNW,37.0,SSE,NW,6.0,17.0,41.0,12.0,1015.1,1010.3,,,20.7,33.9,0,0,2009,1,4,0,2.748893571891069,5.105088062083414,2.356194490192345,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
33,33,2009-01-05,Albury,12.9,35.8,0.0,WNW,41.0,ENE,NW,6.0,26.0,41.0,9.0,1012.6,1009.2,,,22.4,34.4,0,0,2009,1,5,0,2.748893571891069,0.3926990816987241,2.356194490192345,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
34,34,2009-01-06,Albury,13.7,37.9,0.0,W,52.0,SE,WNW,4.0,26.0,33.0,8.0,1010.9,1006.7,,,23.1,36.8,0,0,2009,1,6,0,3.141592653589793,5.497787143782138,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
35,35,2009-01-07,Albury,16.1,38.9,0.0,W,57.0,E,W,6.0,30.0,34.0,12.0,1007.0,1002.7,,,25.2,38.4,0,0,2009,1,7,0,3.141592653589793,0.0,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
36,36,2009-01-08,Albury,14.0,28.3,0.0,W,48.0,W,WSW,17.0,24.0,43.0,15.0,1011.9,1010.9,,,17.9,27.6,0,0,2009,1,8,0,3.141592653589793,3.141592653589793,3.5342917352885173,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
37,37,2009-01-09,Albury,12.5,28.4,0.0,NE,37.0,SSE,S,20.0,9.0,38.0,16.0,1017.8,1013.7,,,17.2,26.6,0,0,2009,1,9,0,0.7853981633974483,5.105088062083414,9.42477796076938,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
38,38,2009-01-10,Albury,17.0,30.8,0.0,NE,37.0,NNE,E,15.0,11.0,36.0,24.0,1013.4,1008.1,,,20.2,29.3,0,0,2009,1,10,0,0.7853981633974483,1.1780972450961724,0.0,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
39,39,2009-01-11,Albury,16.9,32.0,0.0,S,31.0,SSE,N,13.0,17.0,52.0,31.0,1009.9,1006.8,,,22.8,30.0,0,0,2009,1,11,0,9.42477796076938,5.105088062083414,1.5707963267948966,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
40,40,2009-01-12,Albury,17.3,34.7,0.0,SW,35.0,SE,WSW,7.0,15.0,48.0,16.0,1014.1,1012.1,,,24.2,33.2,0,0,2009,1,12,0,3.9269908169872414,5.497787143782138,3.5342917352885173,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
41,41,2009-01-13,Albury,17.2,37.7,0.0,NNW,35.0,SE,NW,7.0,17.0,51.0,19.0,1015.7,1010.9,,,24.3,35.7,0,0,2009,1,13,0,1.9634954084936207,5.497787143782138,2.356194490192345,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
42,42,2009-01-14,Albury,17.4,43.0,0.0,NW,39.0,SSE,SSW,7.0,17.0,40.0,8.0,1011.6,1006.9,,,25.6,41.5,0,0,2009,1,14,0,2.356194490192345,5.105088062083414,4.319689898685965,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
43,43,2009-01-15,Albury,19.8,32.7,0.0,WNW,44.0,W,W,20.0,28.0,34.0,28.0,1008.4,1009.2,,,27.6,27.1,0,0,2009,1,15,0,2.748893571891069,3.141592653589793,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
44,44,2009-01-16,Albury,14.9,26.7,0.0,SW,56.0,WSW,SW,20.0,31.0,46.0,20.0,1014.1,1012.7,,,18.0,25.5,0,0,2009,1,16,0,3.9269908169872414,3.5342917352885173,3.9269908169872414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
45,45,2009-01-17,Albury,10.5,28.4,0.0,SE,33.0,SE,SW,19.0,11.0,35.0,16.0,1019.7,1017.4,,,16.0,25.8,0,0,2009,1,17,0,5.497787143782138,5.497787143782138,3.9269908169872414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
46,46,2009-01-18,Albury,11.3,32.2,0.0,WNW,28.0,ENE,SSW,17.0,15.0,34.0,17.0,1019.7,1016.2,,,20.9,30.5,0,0,2009,1,18,0,2.748893571891069,0.3926990816987241,4.319689898685965,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
47,47,2009-01-19,Albury,13.9,36.6,0.0,WNW,39.0,SSE,NNE,2.0,15.0,39.0,10.0,1015.8,1010.6,,,22.0,34.4,0,0,2009,1,19,0,2.748893571891069,5.105088062083414,1.1780972450961724,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
48,48,2009-01-20,Albury,18.6,39.9,0.0,NNW,61.0,SSE,WNW,9.0,20.0,36.0,21.0,1010.1,1004.8,,,26.8,37.7,0,0,2009,1,20,0,1.9634954084936207,5.105088062083414,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
49,49,2009-01-21,Albury,19.3,38.1,0.8,NNW,61.0,NE,WSW,15.0,17.0,48.0,17.0,1009.6,1005.9,,,27.3,36.1,0,0,2009,1,21,0,1.9634954084936207,0.7853981633974483,3.5342917352885173,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
50,50,2009-01-22,Albury,24.4,34.0,0.6,NW,98.0,N,NNW,26.0,48.0,60.0,39.0,1005.3,997.8,4.0,1.0,26.1,33.1,0,1,2009,1,22,0,2.356194490192345,1.5707963267948966,1.9634954084936207,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
51,51,2009-01-23,Albury,18.8,35.2,6.4,WNW,52.0,S,NW,6.0,28.0,43.0,28.0,1007.9,1003.9,,,22.8,33.0,1,0,2009,1,23,0,2.748893571891069,9.42477796076938,2.356194490192345,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
52,52,2009-01-24,Albury,20.8,30.6,0.0,W,54.0,W,W,30.0,28.0,41.0,21.0,1005.4,1007.6,,,23.3,29.7,0,0,2009,1,24,0,3.141592653589793,3.141592653589793,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
53,53,2009-01-25,Albury,14.0,34.3,0.0,WSW,24.0,ESE,SSE,7.0,13.0,44.0,10.0,1016.5,1014.6,,,21.2,32.1,0,0,2009,1,25,0,3.5342917352885173,5.890486225480862,5.105088062083414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
54,54,2009-01-26,Albury,15.7,38.4,0.0,S,33.0,SSE,WSW,7.0,7.0,48.0,12.0,1017.7,1014.6,,,23.4,36.5,0,0,2009,1,26,0,9.42477796076938,5.105088062083414,3.5342917352885173,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
55,55,2009-01-27,Albury,18.5,38.2,0.0,NNE,31.0,SE,NNW,9.0,17.0,48.0,25.0,1017.8,1014.1,,,25.8,36.2,0,0,2009,1,27,0,1.1780972450961724,5.497787143782138,1.9634954084936207,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
56,56,2009-01-28,Albury,20.4,40.7,0.0,N,37.0,E,NNE,7.0,13.0,45.0,15.0,1014.9,1011.6,,,28.2,39.2,0,0,2009,1,28,0,1.5707963267948966,0.0,1.1780972450961724,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
57,57,2009-01-29,Albury,21.8,41.5,0.0,SW,24.0,ESE,S,6.0,11.0,38.0,13.0,1015.7,1011.8,,,29.0,40.1,0,0,2009,1,29,0,3.9269908169872414,5.890486225480862,9.42477796076938,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
58,58,2009-01-30,Albury,22.3,42.9,0.0,NNE,28.0,ESE,SE,9.0,11.0,37.0,11.0,1014.6,1010.2,,,29.2,41.2,0,0,2009,1,30,0,1.1780972450961724,5.890486225480862,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
59,59,2009-01-31,Albury,22.0,42.7,0.0,ESE,48.0,ESE,SW,4.0,4.0,33.0,11.0,1014.2,1010.5,,,29.9,42.0,0,0,2009,1,31,0,5.890486225480862,5.890486225480862,3.9269908169872414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
60,60,2009-02-01,Albury,28.0,43.1,0.0,SW,83.0,SE,E,15.0,9.0,27.0,9.0,1012.5,1008.7,,,32.4,41.9,0,0,2009,2,1,0,3.9269908169872414,5.497787143782138,0.0,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
61,61,2009-02-02,Albury,24.4,38.3,0.2,SW,56.0,NE,NW,19.0,7.0,32.0,21.0,1011.7,1007.4,,,28.8,37.1,0,0,2009,2,2,0,3.9269908169872414,0.7853981633974483,2.356194490192345,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
62,62,2009-02-03,Albury,21.5,37.7,0.0,,,N,,13.0,9.0,51.0,21.0,1009.2,1005.7,,,27.2,36.2,0,0,2009,2,3,0,,1.5707963267948966,,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
63,63,2009-02-04,Albury,21.7,36.9,0.0,,,,,11.0,11.0,53.0,26.0,1008.8,1004.7,,,25.5,35.2,0,0,2009,2,4,0,,,,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
64,64,2009-02-05,Albury,21.5,41.2,0.0,WSW,35.0,SSE,S,7.0,19.0,48.0,15.0,1005.9,1002.6,,,26.5,39.7,0,0,2009,2,5,0,3.5342917352885173,5.105088062083414,9.42477796076938,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
65,65,2009-02-06,Albury,23.5,42.2,0.0,W,37.0,SE,W,6.0,15.0,39.0,8.0,1008.0,1005.0,,,28.7,41.6,0,0,2009,2,6,0,3.141592653589793,5.497787143782138,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
66,66,2009-02-07,Albury,22.3,44.8,0.0,NNW,59.0,SE,NW,9.0,33.0,36.0,11.0,1008.2,1003.8,,,29.6,43.4,0,0,2009,2,7,0,1.9634954084936207,5.497787143782138,2.356194490192345,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
67,67,2009-02-08,Albury,28.3,40.2,0.0,NW,52.0,N,W,9.0,22.0,20.0,19.0,1007.0,1006.5,,5.0,34.5,38.5,0,0,2009,2,8,0,2.356194490192345,1.5707963267948966,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
68,68,2009-02-09,Albury,18.4,31.2,0.4,SE,37.0,SW,WSW,7.0,11.0,66.0,31.0,1009.3,1007.8,7.0,8.0,18.7,29.4,0,0,2009,2,9,0,5.497787143782138,3.9269908169872414,3.5342917352885173,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
69,69,2009-02-10,Albury,14.9,27.3,0.0,SSE,41.0,SSE,SE,20.0,13.0,50.0,30.0,1011.6,1008.5,,1.0,17.4,25.8,0,0,2009,2,10,0,5.105088062083414,5.105088062083414,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
70,70,2009-02-11,Albury,13.5,26.7,0.0,SSE,46.0,SSE,E,19.0,11.0,45.0,24.0,1012.8,1011.1,,,16.7,24.9,0,0,2009,2,11,0,5.105088062083414,5.105088062083414,0.0,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
71,71,2009-02-12,Albury,16.1,21.6,0.0,SE,46.0,SSE,NE,11.0,15.0,58.0,69.0,1017.0,1017.3,2.0,8.0,17.0,17.3,0,1,2009,2,12,0,5.497787143782138,5.105088062083414,0.7853981633974483,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
72,72,2009-02-13,Albury,14.6,29.0,3.0,SSE,41.0,SE,SSE,26.0,24.0,41.0,21.0,1023.3,1019.7,,,18.0,27.6,1,0,2009,2,13,0,5.105088062083414,5.497787143782138,5.105088062083414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
73,73,2009-02-14,Albury,12.4,29.2,0.0,NE,39.0,S,,7.0,0.0,37.0,18.0,1022.5,1016.4,,,18.3,28.5,0,0,2009,2,14,0,0.7853981633974483,9.42477796076938,,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
74,74,2009-02-15,Albury,13.3,31.3,0.0,NNE,41.0,SSE,SSW,7.0,15.0,50.0,23.0,1016.2,1012.8,,,19.2,29.2,0,0,2009,2,15,0,1.1780972450961724,5.105088062083414,4.319689898685965,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
75,75,2009-02-16,Albury,17.2,31.1,0.0,E,35.0,SE,ESE,17.0,11.0,43.0,22.0,1017.7,1013.8,,,21.4,29.5,0,0,2009,2,16,0,0.0,5.497787143782138,5.890486225480862,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
76,76,2009-02-17,Albury,12.5,28.8,0.0,N,31.0,SSE,ENE,7.0,11.0,46.0,17.0,1017.2,1013.5,,,18.0,27.0,0,0,2009,2,17,0,1.5707963267948966,5.105088062083414,0.3926990816987241,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
77,77,2009-02-18,Albury,18.0,32.0,0.0,NW,31.0,ENE,SW,4.0,13.0,44.0,22.0,1012.4,1007.5,,,22.1,30.7,0,0,2009,2,18,0,2.356194490192345,0.3926990816987241,3.9269908169872414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
78,78,2009-02-19,Albury,16.2,34.0,0.0,WSW,48.0,SE,WSW,4.0,22.0,53.0,16.0,1007.8,1004.5,,,21.0,32.7,0,0,2009,2,19,0,3.5342917352885173,5.497787143782138,3.5342917352885173,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
79,79,2009-02-20,Albury,18.7,29.1,0.0,SSW,41.0,NNW,SSE,7.0,17.0,45.0,39.0,1010.1,1010.8,,,21.5,26.8,0,0,2009,2,20,0,4.319689898685965,1.9634954084936207,5.105088062083414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
80,80,2009-02-21,Albury,13.7,31.7,0.0,SSE,28.0,SSE,S,2.0,9.0,63.0,19.0,1012.5,1010.4,,,19.3,29.8,0,0,2009,2,21,0,5.105088062083414,5.105088062083414,9.42477796076938,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
81,81,2009-02-22,Albury,15.5,33.2,0.0,NW,31.0,S,WNW,11.0,15.0,49.0,23.0,1015.6,1012.4,,,20.9,31.3,0,0,2009,2,22,0,2.356194490192345,9.42477796076938,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
82,82,2009-02-23,Albury,14.3,34.0,0.0,NW,70.0,SE,NW,6.0,22.0,48.0,10.0,1013.0,1009.2,,,20.7,33.4,0,0,2009,2,23,0,2.356194490192345,5.497787143782138,2.356194490192345,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
83,83,2009-02-24,Albury,12.9,29.6,0.0,WNW,46.0,SW,WNW,7.0,24.0,54.0,14.0,1014.0,1012.7,6.0,7.0,18.7,28.6,0,0,2009,2,24,0,2.748893571891069,3.9269908169872414,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
84,84,2009-02-25,Albury,8.9,31.9,0.0,WNW,43.0,,WSW,0.0,17.0,49.0,16.0,1016.6,1013.4,7.0,7.0,15.0,29.3,0,0,2009,2,25,0,2.748893571891069,,3.5342917352885173,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
85,85,2009-02-26,Albury,15.0,32.7,0.0,ESE,26.0,ESE,S,15.0,2.0,43.0,19.0,1017.8,1015.0,,,20.7,30.5,0,0,2009,2,26,0,5.890486225480862,5.890486225480862,9.42477796076938,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
86,86,2009-02-27,Albury,15.4,32.6,0.0,W,24.0,,S,0.0,6.0,53.0,25.0,1016.2,1012.6,,,20.0,30.8,0,0,2009,2,27,0,3.141592653589793,,9.42477796076938,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
87,87,2009-02-28,Albury,16.0,34.5,0.0,WSW,44.0,E,,6.0,,44.0,14.0,1007.5,1004.6,,,22.2,33.6,0,0,2009,2,28,0,3.5342917352885173,0.0,,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
88,88,2009-03-01,Albury,12.8,30.3,0.0,W,30.0,W,WSW,4.0,13.0,53.0,27.0,1010.5,1008.7,,,17.3,28.1,0,0,2009,3,1,0,3.141592653589793,3.141592653589793,3.5342917352885173,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
89,89,2009-03-02,Albury,13.2,31.9,0.0,NNW,35.0,S,ENE,6.0,9.0,53.0,25.0,1014.1,1011.6,,,18.0,29.8,0,0,2009,3,2,0,1.9634954084936207,9.42477796076938,0.3926990816987241,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
90,90,2009-03-03,Albury,18.0,31.1,0.0,WNW,52.0,NE,NNE,15.0,26.0,58.0,35.0,1014.7,1009.0,5.0,,23.0,29.2,0,0,2009,3,3,0,2.748893571891069,0.7853981633974483,1.1780972450961724,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
91,91,2009-03-04,Albury,13.8,22.1,0.2,WNW,57.0,W,WNW,26.0,33.0,57.0,26.0,1014.5,1013.1,,,15.6,21.9,0,0,2009,3,4,0,2.748893571891069,3.141592653589793,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
